pull_item,pull_province,pull_municipal_city,harmonized_nsu_unit,pull_price,item_nsu_hetero_type,corrected_weight,p_real,gpp,n_pairs,n_price,n_mun,gpp_loo,w_pred,ratio
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINIGARAN,putos,51.25,municipality_median,255,51.25,4.975609756097561,53,15,17,4.8,246,.9647058823529412
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINIGARAN,putos,51.25,municipality_median,225,51.25,4.390243902439025,53,15,17,4.8,246,1.093333333333333
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINIGARAN,putos,51.25,municipality_median,200,51.25,3.902439024390244,53,15,17,4.8,246,1.23
carrot,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),pieces or units,15,province_median,105,15.68306980864746,6.695117810551618,61,10,16,,,
carrot,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),pieces or units,15,province_median,75,15.68306980864746,4.78222700753687,61,10,16,,,
carrot,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),pieces or units,15,province_median,125,15.68306980864746,7.970378345894784,61,10,16,,,
chicken,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),bilog,187.5,mp25_price,910,188.1358883539002,4.836929349110732,45,16,11,,,
chicken,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),bilog,225,mp50_price,1125,225.7630660246803,4.983100290979463,45,16,11,,,
chicken,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),bilog,225,mp50_price,980,225.7630660246803,4.340834031253221,45,16,11,,,
chicken,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),bilog,257.5,mp75_price,1135,258.3732866726896,4.392868994378012,45,16,11,,,
chicken,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),whole (chicken),150,unique_mun_price6,910,150.5087106831202,6.046161686388416,34,13,9,,,
chicken,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),whole (chicken),180,unique_mun_price7,960,180.6104528197442,5.315306977044761,34,13,9,,,
chicken,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),whole (chicken),150,unique_mun_price6,980,150.5087106831202,6.511251046879832,34,13,9,,,
chicken,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),whole (chicken),180,unique_mun_price7,1135,180.6104528197442,6.284243144735212,34,13,9,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),lipid/lapad,80,municipality_median,375,79.09013314707433,4.741425827450031,57,8,17,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),lipid/lapad,80,municipality_median,375,79.09013314707433,4.741425827450031,57,8,17,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),long-neck,157.5,province_median,750,155.7086996333026,4.816686554869873,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),long-neck,157.5,province_median,750,155.7086996333026,4.816686554869873,50,8,13,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),bilog,45,unique_mun_price6,200,44.86947261683486,4.457373540088384,37,8,15,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),bilog,45,unique_mun_price6,200,44.86947261683486,4.457373540088384,37,8,15,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),bilog,45,unique_mun_price6,200,44.86947261683486,4.457373540088384,37,8,15,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),putos,48,municipality_median,250,47.86077079129051,5.223484617291075,53,15,17,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),putos,48,municipality_median,250,47.86077079129051,5.223484617291075,53,15,17,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),putos,48,municipality_median,250,47.86077079129051,5.223484617291075,53,15,17,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,HINOBA-AN (ASIA),putos,48,municipality_median,250,47.86077079129051,5.223484617291075,53,15,17,,,
carrot,NEGROS OCCIDENTAL,ILOG,pieces or units,15,municipality_median,140,15,9.333333333333334,61,10,16,8.485714445931578,127.2857166889737,.9091836906355262
carrot,NEGROS OCCIDENTAL,ILOG,pieces or units,15,municipality_median,100,15,6.666666666666667,61,10,16,8.485714445931578,127.2857166889737,1.272857166889737
carrot,NEGROS OCCIDENTAL,ILOG,pieces or units,15,municipality_median,100,15,6.666666666666667,61,10,16,8.485714445931578,127.2857166889737,1.272857166889737
chicken,NEGROS OCCIDENTAL,ILOG,bilog,245,mp25_price,1230,245,5.020408163265306,45,16,11,4.904545454545454,1201.613636363636,.9769216555801921
chicken,NEGROS OCCIDENTAL,ILOG,bilog,270,mp50_price,1430,270,5.296296296296297,45,16,11,4.904545454545454,1324.227272727273,.9260330578512397
chicken,NEGROS OCCIDENTAL,ILOG,bilog,310,mp75_price,1685,310,5.435483870967742,45,16,11,4.904545454545454,1520.409090909091,.9023199352576207
chicken,NEGROS OCCIDENTAL,ILOG,bilog,245,mp25_price,1125,245,4.591836734693878,45,16,11,4.904545454545454,1201.613636363636,1.06810101010101
chicken,NEGROS OCCIDENTAL,ILOG,bilog,270,mp50_price,1325,270,4.907407407407407,45,16,11,4.904545454545454,1324.227272727273,.9994168096054888
chicken,NEGROS OCCIDENTAL,ILOG,bilog,310,mp75_price,1580,310,5.096774193548387,45,16,11,4.904545454545454,1520.409090909091,.9622842347525891
chicken,NEGROS OCCIDENTAL,ILOG,bilog,245,mp25_price,895,245,3.653061224489796,45,16,11,4.904545454545454,1201.613636363636,1.342585068562722
chicken,NEGROS OCCIDENTAL,ILOG,bilog,270,mp50_price,1175,270,4.351851851851852,45,16,11,4.904545454545454,1324.227272727273,1.127001934235977
chicken,NEGROS OCCIDENTAL,ILOG,bilog,310,mp75_price,1300,310,4.193548387096774,45,16,11,4.904545454545454,1520.409090909091,1.169545454545454
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,ILOG,lipid/lapad,82.5,municipality_median,375,82.5,4.545454545454546,57,8,17,4.6875,386.71875,1.03125
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ILOG,bilog,13,province_median,60,13,4.615384615384615,37,8,15,5,65,1.083333333333333
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ILOG,bilog,13,province_median,60,13,4.615384615384615,37,8,15,5,65,1.083333333333333
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ILOG,bilog,13,province_median,65,13,5,37,8,15,5,65,1
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ILOG,putos,55,municipality_median,200,55,3.636363636363636,53,15,17,4.839024390243902,266.1463414634146,1.330731707317073
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ILOG,putos,55,municipality_median,250,55,4.545454545454546,53,15,17,4.839024390243902,266.1463414634146,1.064585365853658
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ILOG,putos,55,municipality_median,320,55,5.818181818181818,53,15,17,4.839024390243902,266.1463414634146,.8317073170731707
camote,NEGROS OCCIDENTAL,ISABELA,bilog,6.666666507720947,province_median,120,6.666666507720947,18.00000042915345,29,4,9,14.62500034868718,97.5,.8125
camote,NEGROS OCCIDENTAL,ISABELA,bilog,6.666666507720947,province_median,115,6.666666507720947,17.25000041127206,29,4,9,14.62500034868718,97.5,.8478260869565217
camote,NEGROS OCCIDENTAL,ISABELA,bilog,6.666666507720947,province_median,140,6.666666507720947,21.00000050067903,29,4,9,14.62500034868718,97.5,.6964285714285714
carrot,NEGROS OCCIDENTAL,ISABELA,pieces or units,15,municipality_median,135,15,9,61,10,16,8.187170892340369,122.8075633851055,.9096856547044855
carrot,NEGROS OCCIDENTAL,ISABELA,pieces or units,15,municipality_median,130,15,8.666666666666666,61,10,16,8.187170892340369,122.8075633851055,.9446735645008119
carrot,NEGROS OCCIDENTAL,ISABELA,pieces or units,15,municipality_median,135,15,9,61,10,16,8.187170892340369,122.8075633851055,.9096856547044855
chicken,NEGROS OCCIDENTAL,ISABELA,whole (chicken),210,mp25_price,1100,210,5.238095238095238,34,13,9,4.684114273520695,983.663997439346,.8942399976721327
chicken,NEGROS OCCIDENTAL,ISABELA,whole (chicken),250,mp50_price,1140,250,4.56,34,13,9,4.684114273520695,1171.028568380174,1.027218042438749
chicken,NEGROS OCCIDENTAL,ISABELA,whole (chicken),300,mp75_price,1660,300,5.533333333333333,34,13,9,4.684114273520695,1405.234282056208,.846526675937475
chicken,NEGROS OCCIDENTAL,ISABELA,whole (chicken),210,mp25_price,1035,210,4.928571428571429,34,13,9,4.684114273520695,983.663997439346,.9503999975259382
chicken,NEGROS OCCIDENTAL,ISABELA,whole (chicken),250,mp50_price,1400,250,5.6,34,13,9,4.684114273520695,1171.028568380174,.8364489774144098
chicken,NEGROS OCCIDENTAL,ISABELA,whole (chicken),300,mp75_price,1505,300,5.016666666666667,34,13,9,4.684114273520695,1405.234282056208,.9337104864160853
chicken,NEGROS OCCIDENTAL,ISABELA,whole (chicken),210,mp25_price,970,210,4.619047619047619,34,13,9,4.684114273520695,983.663997439346,1.014086595298295
chicken,NEGROS OCCIDENTAL,ISABELA,whole (chicken),250,mp50_price,1000,250,4,34,13,9,4.684114273520695,1171.028568380174,1.171028568380174
chicken,NEGROS OCCIDENTAL,ISABELA,whole (chicken),300,mp75_price,1340,300,4.466666666666667,34,13,9,4.684114273520695,1405.234282056208,1.048682300041947
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,ISABELA,lipid/lapad,85,municipality_median,375,84.03326646876647,4.462518425835324,57,8,17,4.6875,393.9059365723429,1.050415830859581
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,ISABELA,lipid/lapad,85,municipality_median,375,84.03326646876647,4.462518425835324,57,8,17,4.6875,393.9059365723429,1.050415830859581
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,ISABELA,lipid/lapad,85,municipality_median,375,84.03326646876647,4.462518425835324,57,8,17,4.6875,393.9059365723429,1.050415830859581
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,ISABELA,long-neck,155,municipality_median,750,153.2371329724565,4.894375047690355,50,8,13,4.761904761904762,729.7006332021738,.9729341776028984
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,ISABELA,long-neck,155,municipality_median,750,153.2371329724565,4.894375047690355,50,8,13,4.761904761904762,729.7006332021738,.9729341776028984
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,ISABELA,long-neck,155,municipality_median,750,153.2371329724565,4.894375047690355,50,8,13,4.761904761904762,729.7006332021738,.9729341776028984
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,ISABELA,long-neck,155,municipality_median,375,153.2371329724565,2.447187523845177,50,8,13,4.761904761904762,729.7006332021738,1.945868355205797
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ISABELA,bilog,13,province_median,60,13,4.615384615384615,37,8,15,5,65,1.083333333333333
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ISABELA,bilog,13,province_median,60,13,4.615384615384615,37,8,15,5,65,1.083333333333333
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ISABELA,bilog,13,province_median,55,13,4.230769230769231,37,8,15,5,65,1.181818181818182
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ISABELA,putos,50,municipality_median,250,50,5,53,15,17,4.762878682190205,238.1439341095103,.9525757364380411
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ISABELA,putos,50,municipality_median,250,50,5,53,15,17,4.762878682190205,238.1439341095103,.9525757364380411
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ISABELA,putos,50,municipality_median,250,50,5,53,15,17,4.762878682190205,238.1439341095103,.9525757364380411
camote,NEGROS OCCIDENTAL,LA CASTELLANA,bilog,6.666666507720947,province_median,160,6.666666507720947,24.0000005722046,29,4,9,,,
camote,NEGROS OCCIDENTAL,LA CASTELLANA,bilog,6.666666507720947,province_median,140,6.666666507720947,21.00000050067903,29,4,9,,,
camote,NEGROS OCCIDENTAL,LA CASTELLANA,bilog,6.666666507720947,province_median,130,6.666666507720947,19.50000046491624,29,4,9,,,
carrot,NEGROS OCCIDENTAL,LA CASTELLANA,pieces or units,15,province_median,175,15,11.66666666666667,61,10,16,,,
carrot,NEGROS OCCIDENTAL,LA CASTELLANA,pieces or units,15,province_median,155,15,10.33333333333333,61,10,16,,,
carrot,NEGROS OCCIDENTAL,LA CASTELLANA,pieces or units,15,province_median,195,15,13,61,10,16,,,
chicken,NEGROS OCCIDENTAL,LA CASTELLANA,bilog,250,mp25_price,1095,250,4.38,45,16,11,,,
chicken,NEGROS OCCIDENTAL,LA CASTELLANA,bilog,290,mp50_price,1400,290,4.827586206896552,45,16,11,,,
chicken,NEGROS OCCIDENTAL,LA CASTELLANA,bilog,250,mp25_price,1065,250,4.26,45,16,11,,,
chicken,NEGROS OCCIDENTAL,LA CASTELLANA,bilog,290,mp50_price,1480,290,5.103448275862069,45,16,11,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,LA CASTELLANA,lipid/lapad,80,municipality_median,375,80,4.6875,57,8,17,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,LA CASTELLANA,lipid/lapad,80,municipality_median,375,80,4.6875,57,8,17,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,LA CASTELLANA,lipid/lapad,80,municipality_median,375,80,4.6875,57,8,17,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,LA CASTELLANA,lipid/lapad,80,municipality_median,375,80,4.6875,57,8,17,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,LA CASTELLANA,long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,LA CASTELLANA,long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,LA CASTELLANA,long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,LA CASTELLANA,long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,LA CASTELLANA,long-neck,157.5,province_median,375,157.5,2.380952380952381,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,LA CASTELLANA,long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,LA CASTELLANA,bilog,13,province_median,60,13,4.615384615384615,37,8,15,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,LA CASTELLANA,bilog,13,province_median,250,13,19.23076923076923,37,8,15,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,LA CASTELLANA,putos,45,municipality_median,200,45,4.444444444444445,53,15,17,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,LA CASTELLANA,putos,45,municipality_median,250,45,5.555555555555555,53,15,17,,,
carrot,NEGROS OCCIDENTAL,MANAPLA,pieces or units,15,municipality_median,140,15,9.333333333333334,61,10,16,8.400000320434582,126.0000048065187,.9000000343322766
carrot,NEGROS OCCIDENTAL,MANAPLA,pieces or units,15,municipality_median,115,15,7.666666666666667,61,10,16,8.400000320434582,126.0000048065187,1.095652215708859
carrot,NEGROS OCCIDENTAL,MANAPLA,pieces or units,15,municipality_median,105,15,7,61,10,16,8.400000320434582,126.0000048065187,1.200000045776369
carrot,NEGROS OCCIDENTAL,MANAPLA,pieces or units,15,municipality_median,135,15,9,61,10,16,8.400000320434582,126.0000048065187,.9333333689371758
chicken,NEGROS OCCIDENTAL,MANAPLA,whole (chicken),250,province_median,1300,250,5.2,34,13,9,4.719411233915134,1179.852808478783,.907579083445218
chicken,NEGROS OCCIDENTAL,MANAPLA,whole (chicken),250,province_median,1275,250,5.1,34,13,9,4.719411233915134,1179.852808478783,.9253747517480654
chicken,NEGROS OCCIDENTAL,MANAPLA,whole (chicken),250,province_median,1160,250,4.64,34,13,9,4.719411233915134,1179.852808478783,1.017114490067917
chicken,NEGROS OCCIDENTAL,MANAPLA,whole (chicken),250,province_median,1060,250,4.24,34,13,9,4.719411233915134,1179.852808478783,1.113068687244135
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MANAPLA,lipid/lapad,75,municipality_median,375,75,5,57,8,17,4.6875,351.5625,.9375
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MANAPLA,lipid/lapad,75,municipality_median,375,75,5,57,8,17,4.6875,351.5625,.9375
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MANAPLA,lipid/lapad,75,municipality_median,375,75,5,57,8,17,4.6875,351.5625,.9375
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MANAPLA,lipid/lapad,75,municipality_median,375,75,5,57,8,17,4.6875,351.5625,.9375
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MANAPLA,lipid/lapad,75,municipality_median,375,75,5,57,8,17,4.6875,351.5625,.9375
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MANAPLA,lipid/lapad,75,municipality_median,375,75,5,57,8,17,4.6875,351.5625,.9375
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,MANAPLA,tumpok,75,mp25_price,120,75,1.6,24,7,8,2.722222222222222,204.1666666666667,1.701388888888889
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,MANAPLA,tumpok,100,mp50_price,180,100,1.8,24,7,8,2.722222222222222,272.2222222222222,1.512345679012346
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,MANAPLA,tumpok,125,mp75_price,280,125,2.24,24,7,8,2.722222222222222,340.2777777777778,1.215277777777778
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,MANAPLA,tumpok,75,mp25_price,135,75,1.8,24,7,8,2.722222222222222,204.1666666666667,1.512345679012346
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,MANAPLA,tumpok,100,mp50_price,205,100,2.05,24,7,8,2.722222222222222,272.2222222222222,1.327913279132791
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,MANAPLA,tumpok,125,mp75_price,270,125,2.16,24,7,8,2.722222222222222,340.2777777777778,1.260288065843621
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,MANAPLA,tumpok,75,mp25_price,180,75,2.4,24,7,8,2.722222222222222,204.1666666666667,1.134259259259259
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,MANAPLA,tumpok,100,mp50_price,265,100,2.65,24,7,8,2.722222222222222,272.2222222222222,1.027253668763103
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,MANAPLA,tumpok,125,mp75_price,345,125,2.76,24,7,8,2.722222222222222,340.2777777777778,.9863123993558776
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,MANAPLA,bilog,13,province_median,70,13,5.384615384615385,37,8,15,4.642857142857143,60.35714285714286,.8622448979591837
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,MANAPLA,bilog,13,province_median,65,13,5,37,8,15,4.642857142857143,60.35714285714286,.9285714285714286
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,MANAPLA,bilog,13,province_median,65,13,5,37,8,15,4.642857142857143,60.35714285714286,.9285714285714286
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,MANAPLA,putos,47.5,municipality_median,250,47.5,5.263157894736842,53,15,17,4.787878682190206,227.4242374040348,.9096969496161391
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,MANAPLA,putos,47.5,municipality_median,190,47.5,4,53,15,17,4.787878682190206,227.4242374040348,1.196969670547551
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,MANAPLA,putos,47.5,municipality_median,250,47.5,5.263157894736842,53,15,17,4.787878682190206,227.4242374040348,.9096969496161391
camote,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),bilog,6.666666507720947,province_median,75,6.666666507720947,11.25000026822091,29,4,9,,,
camote,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),bilog,6.666666507720947,province_median,90,6.666666507720947,13.50000032186509,29,4,9,,,
camote,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),bilog,6.666666507720947,province_median,80,6.666666507720947,12.0000002861023,29,4,9,,,
camote,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),bilog,6.666666507720947,province_median,70,6.666666507720947,10.50000025033951,29,4,9,,,
camote,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),bilog,6.666666507720947,province_median,70,6.666666507720947,10.50000025033951,29,4,9,,,
carrot,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),pieces or units,15,province_median,150,15,10,61,10,16,,,
carrot,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),pieces or units,15,province_median,210,15,14,61,10,16,,,
carrot,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),pieces or units,15,province_median,135,15,9,61,10,16,,,
carrot,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),pieces or units,15,province_median,130,15,8.666666666666666,61,10,16,,,
carrot,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),pieces or units,15,province_median,155,15,10.33333333333333,61,10,16,,,
chicken,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),whole (chicken),220,mp50_price,1090,220,4.954545454545454,34,13,9,,,
chicken,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),whole (chicken),250,mp75_price,1305,250,5.22,34,13,9,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),lipid/lapad,80,municipality_median,375,80,4.6875,57,8,17,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),lipid/lapad,80,municipality_median,375,80,4.6875,57,8,17,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),lipid/lapad,80,municipality_median,375,80,4.6875,57,8,17,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),lipid/lapad,80,municipality_median,375,80,4.6875,57,8,17,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),lipid/lapad,80,municipality_median,375,80,4.6875,57,8,17,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),lipid/lapad,80,municipality_median,375,80,4.6875,57,8,17,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),long-neck,157.5,province_median,750,157.5,4.761904761904762,50,8,13,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),putos,50,municipality_median,250,50,5,53,15,17,,,
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),putos,50,municipality_median,250,49.85496957426095,5.014545232599432,53,15,17,,,
cabbage,NEGROS OCCIDENTAL,MURCIA,pieces or units,37.5,municipality_median,530,37.5,14.13333333333333,31,8,8,12.29174062010685,460.9402732540067,.8696986287811448
cabbage,NEGROS OCCIDENTAL,MURCIA,pieces or units,37.5,municipality_median,405,37.5,10.8,31,8,8,12.29174062010685,460.9402732540067,1.138124131491375
cabbage,NEGROS OCCIDENTAL,MURCIA,pieces or units,37.5,municipality_median,390,37.5,10.4,31,8,8,12.29174062010685,460.9402732540067,1.181898136548735
carrot,NEGROS OCCIDENTAL,MURCIA,pieces or units,15,province_median,150,15,10,61,10,16,8.324671052557658,124.8700657883649,.8324671052557658
carrot,NEGROS OCCIDENTAL,MURCIA,pieces or units,15,province_median,165,15,11,61,10,16,8.324671052557658,124.8700657883649,.7567882775052416
carrot,NEGROS OCCIDENTAL,MURCIA,pieces or units,15,province_median,115,15,7.666666666666667,61,10,16,8.324671052557658,124.8700657883649,1.08582665902926
chicken,NEGROS OCCIDENTAL,MURCIA,bilog,220,mp25_price,1200,220,5.454545454545454,45,16,11,4.9,1078,.8983333333333333
chicken,NEGROS OCCIDENTAL,MURCIA,bilog,250,mp50_price,1250,250,5,45,16,11,4.9,1225,.98
chicken,NEGROS OCCIDENTAL,MURCIA,bilog,220,mp25_price,1080,220,4.909090909090909,45,16,11,4.9,1078,.9981481481481481
chicken,NEGROS OCCIDENTAL,MURCIA,bilog,250,mp50_price,1120,250,4.48,45,16,11,4.9,1225,1.09375
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MURCIA,lipid/lapad,80,municipality_median,375,80,4.6875,57,8,17,4.6875,375,1
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,MURCIA,lipid/lapad,80,municipality_median,375,80,4.6875,57,8,17,4.6875,375,1
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,MURCIA,tumpok,100,unique_mun_price6,245,100,2.45,24,7,8,2.65,265,1.081632653061225
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,MURCIA,tumpok,100,unique_mun_price6,245,100,2.45,24,7,8,2.65,265,1.081632653061225
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,MURCIA,tumpok,100,unique_mun_price6,255,100,2.55,24,7,8,2.65,265,1.03921568627451
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,MURCIA,bilog,13,province_median,60,13,4.615384615384615,37,8,15,5,65,1.083333333333333
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,MURCIA,bilog,13,province_median,60,13,4.615384615384615,37,8,15,5,65,1.083333333333333
