pull_province,pull_item,pull_municipal_city,harmonized_nsu_unit,point_id,p_g,n_merged,has_mp25,has_mp50,has_mp75,has_mun_med,has_prov_med,has_unique,d_uniq_weighed,branch,d_point_unconvertible,n_points,n_points_conv
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN DIONISIO,cans,2,105,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN DIONISIO,putos,1,50,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN DIONISIO,putos,2,90,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN DIONISIO,putos,3,160,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,cabbage,SAN ENRIQUE,pieces or units,1,31.25,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,cabbage,SAN ENRIQUE,pieces or units,2,82,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,cabbage,SAN ENRIQUE,small packs,1,20,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,camote,SAN ENRIQUE,bilog,1,30,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,camote tops,SAN ENRIQUE,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,camote tops,SAN ENRIQUE,bundle,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,carrot,SAN ENRIQUE,pieces or units,1,45,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,chicken,SAN ENRIQUE,whole (chicken),1,180,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,chicken,SAN ENRIQUE,whole (chicken),2,240,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,chicken,SAN ENRIQUE,whole (chicken),3,280,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN ENRIQUE,pieces or units,1,43,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN ENRIQUE,pieces or units,2,89.75,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN ENRIQUE,putos,1,67.5,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN ENRIQUE,putos,2,115,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"drinks at restaurant, hotel, cafe, or kiosk",SAN ENRIQUE,pieces,1,225,1,0,0,1,0,0,0,0,3,0,1,1
ILOILO,fresh fish,SAN ENRIQUE,pack,1,150,1,0,0,0,0,0,1,0,3,1,3,1
ILOILO,fresh fish,SAN ENRIQUE,pack,2,300,1,0,0,0,0,1,0,0,3,0,3,1
ILOILO,fresh fish,SAN ENRIQUE,pack,3,400,1,0,0,0,0,0,1,0,3,1,3,1
ILOILO,fresh fish,SAN ENRIQUE,pieces or units,1,20,1,0,0,0,0,0,1,0,3,1,3,2
ILOILO,fresh fish,SAN ENRIQUE,pieces or units,2,103.3333333333333,3,1,1,0,0,0,1,0,3,0,3,2
ILOILO,fresh fish,SAN ENRIQUE,pieces or units,3,150,1,0,0,1,0,0,1,0,3,0,3,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN ENRIQUE,pieces or units,1,29,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN ENRIQUE,pieces or units,2,50,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN ENRIQUE,pieces or units,3,99.5,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN ENRIQUE,putos,1,56,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN ENRIQUE,small cup,1,30,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN ENRIQUE,lipid/lapad,1,80,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN ENRIQUE,lipid/lapad,2,150,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN ENRIQUE,lipid/lapad,3,215,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN ENRIQUE,long-neck,1,75,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN ENRIQUE,long-neck,2,180,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,loaf bread,SAN ENRIQUE,large packs,1,90,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,loaf bread,SAN ENRIQUE,medium packs,1,70,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,loaf bread,SAN ENRIQUE,small packs,1,45,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"prawns, lobster, shrimp",SAN ENRIQUE,pieces or units,1,50,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN ENRIQUE,putos,1,50,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN ENRIQUE,putos,2,85,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN ENRIQUE,putos,3,132.5,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,cabbage,SAN JOAQUIN,pack,1,20,1,0,0,0,0,1,0,0,2,0,1,1
ILOILO,cabbage,SAN JOAQUIN,pieces or units,1,40,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,cabbage,SAN JOAQUIN,pieces or units,2,80,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,camote,SAN JOAQUIN,bilog,1,30,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,camote tops,SAN JOAQUIN,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,carrot,SAN JOAQUIN,pieces or units,1,30,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,chicken,SAN JOAQUIN,bilog,1,200,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,chicken,SAN JOAQUIN,bilog,2,250,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,chicken,SAN JOAQUIN,bilog,3,360,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,chicken,SAN JOAQUIN,pieces or units,1,225,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,chicken,SAN JOAQUIN,pieces or units,2,250,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,chicken,SAN JOAQUIN,pieces or units,3,325,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN JOAQUIN,pieces or units,1,45.75,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN JOAQUIN,pieces or units,2,126,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN JOAQUIN,putos,1,62.25,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN JOAQUIN,putos,2,101,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,fresh fish,SAN JOAQUIN,pieces or units,1,100,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN JOAQUIN,pieces or units,1,40,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN JOAQUIN,putos,1,25,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN JOAQUIN,putos,2,48,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN JOAQUIN,small cup,1,35,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN JOAQUIN,lipid/lapad,1,87.5,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN JOAQUIN,lipid/lapad,2,217.5,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN JOAQUIN,long-neck,1,180,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,loaf bread,SAN JOAQUIN,large packs,1,92.5,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,loaf bread,SAN JOAQUIN,large packs,2,170,2,0,0,0,0,0,1,0,3,1,2,1
ILOILO,loaf bread,SAN JOAQUIN,medium packs,1,65,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,loaf bread,SAN JOAQUIN,small packs,1,49,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,loaf bread,SAN JOAQUIN,small packs,2,100,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,mango,SAN JOAQUIN,pieces or units,1,20,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,mango,SAN JOAQUIN,pieces or units,2,50,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,mango,SAN JOAQUIN,pieces or units,3,100,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN JOAQUIN,pack,1,90,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN JOAQUIN,pack,2,475,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN JOAQUIN,pieces or units,1,30,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN JOAQUIN,pieces or units,2,175,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,rice,SAN JOAQUIN,salmon,1,307.5,1,1,0,0,0,0,0,0,1,0,3,3
ILOILO,rice,SAN JOAQUIN,salmon,2,369,1,0,1,0,0,0,0,0,1,0,3,3
ILOILO,rice,SAN JOAQUIN,salmon,3,414.75,1,0,0,1,0,0,0,0,1,0,3,3
ILOILO,cabbage,SAN MIGUEL,pieces or units,1,50,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,cabbage,SAN MIGUEL,pieces or units,2,200,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,camote tops,SAN MIGUEL,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,carrot,SAN MIGUEL,pieces or units,1,30,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,chicken,SAN MIGUEL,whole (chicken),1,200,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,chicken,SAN MIGUEL,whole (chicken),2,320,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,chicken,SAN MIGUEL,whole (chicken),3,400,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN MIGUEL,pieces or units,1,48,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN MIGUEL,pieces or units,2,70,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN MIGUEL,pieces or units,3,96,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN MIGUEL,putos,1,118,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN MIGUEL,putos,2,150,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN MIGUEL,putos,3,242.5,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,fresh fish,SAN MIGUEL,pieces or units,1,100,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,fresh fish,SAN MIGUEL,pieces or units,2,480,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN MIGUEL,pieces or units,1,60,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN MIGUEL,lipid/lapad,1,76.25,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN MIGUEL,lipid/lapad,2,198,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN MIGUEL,lipid/lapad,3,315,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,loaf bread,SAN MIGUEL,large packs,1,170,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,loaf bread,SAN MIGUEL,small packs,1,50.5,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,loaf bread,SAN MIGUEL,small packs,2,195,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,loaf bread,SAN MIGUEL,tama-tama nga putos,1,92.5,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,loaf bread,SAN MIGUEL,tama-tama nga putos,2,150,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN MIGUEL,bilog,1,50,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN MIGUEL,putos,1,150,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN MIGUEL,putos,2,180,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN MIGUEL,putos,3,290,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,cabbage,SAN RAFAEL,pack,1,20,1,0,0,0,0,1,0,0,2,0,1,1
ILOILO,cabbage,SAN RAFAEL,pieces or units,1,50,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,camote,SAN RAFAEL,bilog,1,45,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,camote tops,SAN RAFAEL,bugkos,1,30,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,carrot,SAN RAFAEL,pieces or units,1,40,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,chicken,SAN RAFAEL,bilog,1,200,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,chicken,SAN RAFAEL,bilog,2,280,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,chicken,SAN RAFAEL,bilog,3,600,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,chicken,SAN RAFAEL,whole (chicken),1,245,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,chicken,SAN RAFAEL,whole (chicken),2,300,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,chicken,SAN RAFAEL,whole (chicken),3,502.5,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN RAFAEL,pieces or units,1,60,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN RAFAEL,pieces or units,2,119,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN RAFAEL,putos,1,55.625,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",SAN RAFAEL,putos,2,117.5,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,fresh fish,SAN RAFAEL,pieces or units,1,100,1,1,1,0,0,0,0,0,3,0,2,2
ILOILO,fresh fish,SAN RAFAEL,pieces or units,2,160,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN RAFAEL,cone,1,10,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN RAFAEL,cone,2,32.5,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN RAFAEL,pieces or units,1,24.5,1,1,0,0,0,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN RAFAEL,pieces or units,2,57.5,2,0,1,1,0,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN RAFAEL,putos,1,20,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN RAFAEL,putos,2,48,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SAN RAFAEL,small cup,1,40,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN RAFAEL,lipid/lapad,1,80,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN RAFAEL,lipid/lapad,2,160,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",SAN RAFAEL,lipid/lapad,3,225,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,loaf bread,SAN RAFAEL,large packs,1,84.16666666666667,3,1,1,0,0,1,1,0,3,0,3,2
ILOILO,loaf bread,SAN RAFAEL,large packs,2,230,1,0,0,1,0,0,0,0,3,0,3,2
ILOILO,loaf bread,SAN RAFAEL,large packs,3,595,1,0,0,0,0,0,1,0,3,1,3,2
ILOILO,loaf bread,SAN RAFAEL,medium packs,1,66.5,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,loaf bread,SAN RAFAEL,small packs,1,50,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SAN RAFAEL,bilog,1,50,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,cabbage,SANTA BARBARA,pieces or units,1,40,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,camote,SANTA BARBARA,bilog,1,30,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,camote tops,SANTA BARBARA,bugkos,1,15,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,carrot,SANTA BARBARA,pieces or units,1,25,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,chicken,SANTA BARBARA,whole (chicken),1,205,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,chicken,SANTA BARBARA,whole (chicken),2,250,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,fresh fish,SANTA BARBARA,pieces or units,1,100,1,1,1,0,0,0,0,0,3,0,2,2
ILOILO,fresh fish,SANTA BARBARA,pieces or units,2,150,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SANTA BARBARA,pieces or units,1,42,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SANTA BARBARA,putos,1,67.5,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"liquor (e.g, whisky, coconut wine)",SANTA BARBARA,lipid/lapad,1,77.5,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",SANTA BARBARA,lipid/lapad,2,140,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",SANTA BARBARA,lipid/lapad,3,192.5,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"liquor (e.g, whisky, coconut wine)",SANTA BARBARA,long-neck,1,180,1,0,0,0,0,1,0,0,3,0,1,1
ILOILO,loaf bread,SANTA BARBARA,large packs,1,90,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,loaf bread,SANTA BARBARA,medium packs,1,65,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,loaf bread,SANTA BARBARA,small packs,1,50,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,loaf bread,SANTA BARBARA,small packs,2,105,2,0,0,0,0,0,1,0,3,1,2,1
ILOILO,mango,SANTA BARBARA,pieces or units,1,50,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,mango,SANTA BARBARA,pieces or units,2,80,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SANTA BARBARA,putos,1,45,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SANTA BARBARA,putos,2,80,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SANTA BARBARA,putos,3,130,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,cabbage,SARA,pieces or units,1,50,2,1,1,0,0,0,0,0,2,0,2,2
ILOILO,cabbage,SARA,pieces or units,2,90,1,0,0,1,0,0,0,0,2,0,2,2
ILOILO,camote,SARA,bilog,1,30,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,camote,SARA,bilog,2,150,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,camote tops,SARA,bugkos,1,20,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,carrot,SARA,pieces or units,1,40,1,0,0,0,1,0,0,0,2,0,1,1
ILOILO,chicken,SARA,whole (chicken),1,230,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,chicken,SARA,whole (chicken),2,500,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,chicken,SARA,whole (chicken),3,600,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",SARA,pieces or units,1,24,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",SARA,pieces or units,2,45,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",SARA,pieces or units,3,80,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",SARA,putos,1,65,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",SARA,putos,2,127.5,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,fresh fish,SARA,pack,1,300,1,0,0,0,0,1,0,0,2,0,1,1
ILOILO,fresh fish,SARA,pieces or units,1,100,1,1,0,0,0,0,0,0,2,0,3,3
ILOILO,fresh fish,SARA,pieces or units,2,250,1,0,1,0,0,0,0,0,2,0,3,3
ILOILO,fresh fish,SARA,pieces or units,3,300,1,0,0,1,0,0,0,0,2,0,3,3
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SARA,pieces or units,1,28.75,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SARA,pieces or units,2,71.25,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SARA,small cup,1,25,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",SARA,small cup,2,65,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"liquor (e.g, whisky, coconut wine)",SARA,lipid/lapad,1,77.5,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,"liquor (e.g, whisky, coconut wine)",SARA,lipid/lapad,2,150,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,"liquor (e.g, whisky, coconut wine)",SARA,long-neck,1,130,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,"liquor (e.g, whisky, coconut wine)",SARA,long-neck,2,180,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,loaf bread,SARA,large packs,1,76.25,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,loaf bread,SARA,large packs,2,170,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,loaf bread,SARA,medium packs,1,63.75,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,loaf bread,SARA,medium packs,2,105,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,loaf bread,SARA,small packs,1,52.5,2,1,1,0,0,0,0,0,3,0,2,2
ILOILO,loaf bread,SARA,small packs,2,120,1,0,0,1,0,0,0,0,3,0,2,2
ILOILO,mango,SARA,pieces or units,1,80,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"prawns, lobster, shrimp",SARA,tumpok,1,60,1,0,0,0,0,1,0,0,3,0,2,1
ILOILO,"prawns, lobster, shrimp",SARA,tumpok,2,100,1,0,0,0,0,0,1,0,3,1,2,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SARA,bilog,1,45,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SARA,putos,1,47.5,1,1,0,0,0,0,0,0,3,0,2,2
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",SARA,putos,2,88.5,2,0,1,1,0,0,0,0,3,0,2,2
ILOILO,rice,SARA,gantang,1,325,1,0,0,0,0,1,0,0,1,0,2,1
ILOILO,rice,SARA,gantang,2,390,1,0,0,0,0,0,1,0,1,1,2,1
ILOILO,cabbage,TIGBAUAN,pieces or units,1,37.5,1,0,0,0,0,1,0,0,2,0,1,1
ILOILO,cabbage,TIGBAUAN,putos (mix vegetable),1,20,1,0,0,0,0,1,0,0,2,0,1,1
ILOILO,camote,TIGBAUAN,bilog,1,30,1,0,0,0,0,1,0,0,2,0,1,1
ILOILO,camote,TIGBAUAN,small packs,1,70,1,0,0,0,0,1,0,0,2,0,1,1
ILOILO,camote tops,TIGBAUAN,bugkos,1,20,1,0,0,0,1,0,0,0,2,0,1,1
ILOILO,camote tops,TIGBAUAN,bundle,1,20,1,0,0,0,1,0,0,0,2,0,1,1
ILOILO,carrot,TIGBAUAN,pieces or units,1,35,2,0,0,0,1,1,0,0,3,0,1,1
ILOILO,carrot,TIGBAUAN,putos (mix vegetable),1,20,1,0,0,0,0,1,0,0,2,0,1,1
ILOILO,chicken,TIGBAUAN,bilog,1,197.5,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,chicken,TIGBAUAN,bilog,2,250,1,0,1,0,0,0,0,0,3,0,3,3
ILOILO,chicken,TIGBAUAN,bilog,3,350,1,0,0,1,0,0,0,0,3,0,3,3
ILOILO,chicken,TIGBAUAN,pieces or units,1,100,1,0,0,0,0,1,0,0,2,0,1,1
ILOILO,chicken,TIGBAUAN,slice,1,50,1,0,0,0,0,1,0,0,2,0,1,1
ILOILO,chicken,TIGBAUAN,whole (chicken),1,200,1,1,0,0,0,0,0,0,3,0,2,2
ILOILO,chicken,TIGBAUAN,whole (chicken),2,252.5,2,0,1,1,0,0,0,0,3,0,2,2
ILOILO,"crackers, cookies, buiscuits, chips/curls",TIGBAUAN,pack,1,130,1,0,0,0,1,0,0,0,3,0,1,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",TIGBAUAN,pieces or units,1,24,1,1,0,0,0,0,0,0,3,0,3,3
ILOILO,"crackers, cookies, buiscuits, chips/curls",TIGBAUAN,pieces or units,2,50,1,0,1,0,0,0,0,0,3,0,3,3
