pull_item,pull_province,pull_municipal_city,harmonized_nsu_unit,corrected_unit,o2_cf,o2_rows,o2_maxrung,o1_grams,o1_n,ratio,logr
loaf bread,ILOILO,SAN MIGUEL,large packs,g,320,3,0,640,8,.5,-.3010299956639811
loaf bread,ILOILO,SAN MIGUEL,small packs,g,84,9,0,420,5,.2,-.6989700043360187
loaf bread,ILOILO,SAN MIGUEL,tama-tama nga putos,g,267.5675675675676,5,0,450,6,.5945945945945945,-.2257790432447888
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SAN MIGUEL,bilog,g,191.25,1,0,637.5,2,.3,-.5228787452803376
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SAN MIGUEL,putos,g,90,17,1,225,4,.4,-.3979400086720375
cabbage,ILOILO,SAN RAFAEL,pack,g,94.92763176269669,2,0,95,3,.9992382290810178,-.0003309589800621
cabbage,ILOILO,SAN RAFAEL,pieces or units,g,792,13,0,660,9,1.2,.0791812460476248
camote,ILOILO,SAN RAFAEL,bilog,g,135,4,0,135,9,1,0
camote tops,ILOILO,SAN RAFAEL,bugkos,g,205,82,0,205,3,1,0
carrot,ILOILO,SAN RAFAEL,pieces or units,g,90.625,13,0,145,9,.625,-.2041199826559248
chicken,ILOILO,SAN RAFAEL,bilog,g,185,9,0,195,3,.9487179487179487,-.0228628829595042
chicken,ILOILO,SAN RAFAEL,whole (chicken),g,1245,16,0,1200,9,1.0375,.0159881053841304
"crackers, cookies, buiscuits, chips/curls",ILOILO,SAN RAFAEL,pieces or units,g,6.4,8,0,35,11,.1828571428571429,-.7378880703663884
"crackers, cookies, buiscuits, chips/curls",ILOILO,SAN RAFAEL,putos,g,29.21348314606741,10,0,40,2,.7303370786516854,-.1364766500020572
fresh fish,ILOILO,SAN RAFAEL,pieces or units,g,269.5,6,0,545,9,.4944954128440367,-.3058377327538849
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN RAFAEL,pieces or units,g,26.3265306122449,23,0,43,1,.6122448979591837,-.2130748253088512
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN RAFAEL,small cup,g,16,1,0,32,1,.5,-.3010299956639811
"liquor (e.g, whisky, coconut wine)",ILOILO,SAN RAFAEL,lipid/lapad,mL,375,33,0,680,5,.5514705882352942,-.2584776449785174
loaf bread,ILOILO,SAN RAFAEL,large packs,g,641.5841584158416,9,0,675,3,.9504950495049505,-.0220501407430742
loaf bread,ILOILO,SAN RAFAEL,medium packs,g,376.3157894736842,12,0,385,2,.9774436090225564,-.009908288660249
loaf bread,ILOILO,SAN RAFAEL,small packs,g,345,3,0,345,6,1,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SAN RAFAEL,bilog,g,82,3,0,205,3,.4,-.3979400086720375
cabbage,ILOILO,SANTA BARBARA,pieces or units,g,657.5,7,0,665,26,.9887218045112782,-.0049258881413091
camote,ILOILO,SANTA BARBARA,bilog,g,125,1,0,150,24,.8333333333333334,-.0791812460476248
camote tops,ILOILO,SANTA BARBARA,bugkos,g,175,44,0,186.25,9,.9395973154362416,-.027058232734036
carrot,ILOILO,SANTA BARBARA,pieces or units,g,96,6,0,130,25,.7384615384615385,-.1316721192672683
chicken,ILOILO,SANTA BARBARA,whole (chicken),g,870,14,0,955,15,.9109947643979057,-.0404841189651278
fresh fish,ILOILO,SANTA BARBARA,pieces or units,g,290,5,0,372.5,24,.7785234899328859,-.1087282791853556
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SANTA BARBARA,pieces or units,g,28.41666666666666,2,0,60,8,.4736111111111111,-.3245781174387707
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SANTA BARBARA,putos,g,162.962962962963,4,0,550,5,.2962962962962963,-.5282737771670437
"liquor (e.g, whisky, coconut wine)",ILOILO,SANTA BARBARA,lipid/lapad,mL,362.9032258064516,27,0,375,8,.9677419354838709,-.0142404391146103
"liquor (e.g, whisky, coconut wine)",ILOILO,SANTA BARBARA,long-neck,mL,666.6666666666667,1,0,750,8,.888888888888889,-.0511525224473813
loaf bread,ILOILO,SANTA BARBARA,large packs,g,591.1111111111112,7,0,665,9,.8888888888888891,-.0511525224473812
loaf bread,ILOILO,SANTA BARBARA,medium packs,g,480.0000000000001,8,0,480,9,1,9.64327466553e-17
loaf bread,ILOILO,SANTA BARBARA,small packs,g,404.2500000000001,2,0,385,9,1.05,.0211892990699381
mango,ILOILO,SANTA BARBARA,pieces or units,g,225,1,0,230,25,.9782608695652174,-.0095453179062304
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SANTA BARBARA,putos,g,202.5,27,0,235,15,.8617021276595744,-.0646428347210489
cabbage,ILOILO,SARA,pieces or units,g,600.9127398045551,11,0,555,14,1.082725657305505,.0345184283596394
camote,ILOILO,SARA,bilog,g,150,1,0,155,10,.967741935483871,-.0142404391146102
camote tops,ILOILO,SARA,bugkos,g,237.5,123,0,232.5,6,1.021505376344086,.0092406567349126
carrot,ILOILO,SARA,pieces or units,g,129.1088578708992,11,0,127.5,4,1.012618493105092,.0054458544947847
chicken,ILOILO,SARA,whole (chicken),g,1065,13,0,1065,12,1,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,SARA,pieces or units,g,6.166666666666666,25,0,30,16,.2055555555555555,-.687070781036311
"crackers, cookies, buiscuits, chips/curls",ILOILO,SARA,putos,g,22.69230769230769,14,0,42.5,6,.5339366515837104,-.2725102663789853
fresh fish,ILOILO,SARA,pack,g,563.363814412179,1,0,530,7,1.062950593230526,.0265130786474601
fresh fish,ILOILO,SARA,pieces or units,g,175.3868478830369,5,0,285,14,.6153924487124102,-.2108478371471437
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SARA,pieces or units,g,21.30434782608696,22,0,50,5,.4260869565217391,-.370501760325098
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SARA,small cup,g,56,23,0,220,5,.2545454545454545,-.5942346538160058
"liquor (e.g, whisky, coconut wine)",ILOILO,SARA,lipid/lapad,mL,362.9032258064516,57,0,375,6,.9677419354838709,-.0142404391146103
loaf bread,ILOILO,SARA,large packs,g,469.672131147541,8,0,622.5,4,.7544933833695437,-.1223445644751322
loaf bread,ILOILO,SARA,medium packs,g,450,7,0,450,1,1,0
loaf bread,ILOILO,SARA,small packs,g,306.4285714285714,5,0,430,3,.712624584717608,-.1471391990731002
mango,ILOILO,SARA,pieces or units,g,245,3,0,245,9,1,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SARA,bilog,g,21.66666666666667,3,0,75,1,.2888888888888889,-.5392691614685068
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SARA,putos,g,213.1578947368421,35,0,235,5,.9070548712206047,-.0423664400098967
cabbage,ILOILO,TIGBAUAN,pieces or units,g,621.7585330661154,14,0,370,7,1.680428467746258,.2254200302096754
cabbage,ILOILO,TIGBAUAN,putos (mix vegetable),g,60.31013687266194,1,0,85,3,.7095310220313169,-.1490286116194906
camote,ILOILO,TIGBAUAN,bilog,g,157.0749234776691,2,0,120,5,1.308957695647242,.1169256107647724
camote,ILOILO,TIGBAUAN,small packs,g,199.285004245711,1,0,175,6,1.138771452832634,.0564365715477512
camote tops,ILOILO,TIGBAUAN,bugkos,g,153.5038558252186,84,0,145,9,1.058647281553232,.0247512866504386
camote tops,ILOILO,TIGBAUAN,bundle,g,204.8770826115427,23,0,192.5,8,1.064296533046975,.0270626474361905
carrot,ILOILO,TIGBAUAN,pieces or units,g,99.34347594499985,20,0,110,9,.9031225085909077,-.0442533336330754
carrot,ILOILO,TIGBAUAN,putos (mix vegetable),g,49.65170871426361,1,0,85,3,.5841377495795719,-.2334847268122658
chicken,ILOILO,TIGBAUAN,bilog,g,1150,23,0,1132.5,8,1.015452538631347,.0066596296687422
chicken,ILOILO,TIGBAUAN,pieces or units,g,414.9292702237271,2,0,670,4,.6192974182443688,-.2081007304935151
chicken,ILOILO,TIGBAUAN,slice,g,120.068527922975,1,0,122.5,2,.9801512483508165,-.0087069026178858
chicken,ILOILO,TIGBAUAN,whole (chicken),g,1015,24,0,1015,9,1,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,TIGBAUAN,pack,g,160,4,0,320,7,.5,-.3010299956639811
"crackers, cookies, buiscuits, chips/curls",ILOILO,TIGBAUAN,pieces or units,g,11.66666666666667,24,0,35,9,.3333333333333333,-.4771212547196624
"crackers, cookies, buiscuits, chips/curls",ILOILO,TIGBAUAN,putos,g,60,39,0,90,9,.6666666666666666,-.1760912590556812
fresh fish,ILOILO,TIGBAUAN,pieces or units,g,378.4855998475193,6,0,295,9,1.283002033381421,.1082273446723807
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,gallons,g,515,1,0,515,2,1,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,pieces or units,g,11.70731707317073,21,0,50,9,.2341463414634147,-.6305126236801669
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,plastic cup,g,469.3548387096774,1,0,485,1,.967741935483871,-.0142404391146102
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,putos,g,41.90283400809717,4,0,65,4,.6446589847399564,-.1906699601095847
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,small cup,g,130.5882352941177,9,0,485,3,.2692540933899333,-.569837685529899
"liquor (e.g, whisky, coconut wine)",ILOILO,TIGBAUAN,lipid/lapad,mL,677.5,48,0,683.75,9,.9908592321755028,-.0039880397950438
"liquor (e.g, whisky, coconut wine)",ILOILO,TIGBAUAN,long-neck,mL,1020.833333333333,3,0,1227.5,9,.8316361167684996,-.0800666581420797
loaf bread,ILOILO,TIGBAUAN,large packs,g,484.979702300406,19,0,667.5,8,.7265613517609079,-.1387277074413509
loaf bread,ILOILO,TIGBAUAN,medium packs,g,430.6666666666667,13,0,475,5,.9066666666666667,-.0425523506854637
loaf bread,ILOILO,TIGBAUAN,small packs,g,77,37,0,385,3,.2,-.6989700043360187
mango,ILOILO,TIGBAUAN,pieces or units,g,152.8246626497668,4,0,135,3,1.132034538146421,.0538596772918144
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TIGBAUAN,bilog,g,74.08163265306122,3,0,255,9,.290516206482593,-.5368296354263563
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TIGBAUAN,pack,g,145.8333333333333,5,0,260,8,.5608974358974359,-.2511165453321483
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TIGBAUAN,putos,g,157.3991031390134,74,1,210,5,.7495195387572069,-.1252170413162559
rice,ILOILO,TIGBAUAN,salmon,g,405,11,0,405,3,1,0
cabbage,ILOILO,TUBUNGAN,pack,g,40,1,0,110,3,.3636363636363636,-.4393326938302626
cabbage,ILOILO,TUBUNGAN,pieces or units,g,680,7,0,680,5,1,0
camote tops,ILOILO,TUBUNGAN,bugkos,g,239.0573099187769,116,0,220,3,1.08662413599444,.036079347313555
carrot,ILOILO,TUBUNGAN,pieces or units,g,91.83333333333333,15,0,145,4,.6333333333333333,-.1983676537668335
chicken,ILOILO,TUBUNGAN,bilog,g,720,15,0,1090,3,.6605504587155964,-.1800940015093551
fresh fish,ILOILO,TUBUNGAN,pieces or units,g,210,2,0,405,12,.5185185185185185,-.2852357284807493
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TUBUNGAN,gallons,mL,475,1,0,950,2,.5,-.3010299956639811
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TUBUNGAN,pieces or units,mL,41.25,9,0,122.5,9,.336734693877551,-.4727121358146073
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TUBUNGAN,putos,mL,29.94791666666667,1,0,60,8,.4991319444444445,-.3017846343975627
"liquor (e.g, whisky, coconut wine)",ILOILO,TUBUNGAN,lipid/lapad,mL,352.9411764705882,33,0,375,9,.9411764705882353,-.0263289387223491
"liquor (e.g, whisky, coconut wine)",ILOILO,TUBUNGAN,long-neck,mL,671.6417910447761,3,1,750,9,.8955223880597015,-.0479235523171828
loaf bread,ILOILO,TUBUNGAN,large packs,g,712.7272727272727,11,0,700,5,1.018181818181818,.0078253375119566
loaf bread,ILOILO,TUBUNGAN,medium packs,g,420,20,0,500,7,.84,-.0757207139381184
loaf bread,ILOILO,TUBUNGAN,small packs,g,489.7959183673469,7,0,400,5,1.224489795918367,.08795517035513
mango,ILOILO,TUBUNGAN,pieces or units,g,235,4,0,235,5,1,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TUBUNGAN,bilog,g,55.55555555555556,3,0,200,3,.2777777777777778,-.5563025007672872
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TUBUNGAN,putos,g,68.96551724137932,34,0,250,8,.2758620689655173,-.5593080109070124
rice,ILOILO,TUBUNGAN,salmon,g,422.5,5,0,422.5,4,1,0
cabbage,ILOILO,ZARRAGA,pack,g,130,1,0,130,1,1,0
cabbage,ILOILO,ZARRAGA,pieces or units,g,276,5,0,695,15,.3971223021582734,-.4010757225248961
camote tops,ILOILO,ZARRAGA,bugkos,g,180.7163610629417,35,0,172.5,4,1.047631078625749,.0202083735594789
carrot,ILOILO,ZARRAGA,pieces or units,g,130.4747805246961,5,0,115,5,1.134563308910401,.0548287346355184
chicken,ILOILO,ZARRAGA,bilog,g,960,7,0,1135,13,.8458149779735683,-.0727246284895731
chicken,ILOILO,ZARRAGA,pieces of fried chicken,g,49.00756241754083,1,0,50,4,.9801512483508165,-.0087069026178858
fresh fish,ILOILO,ZARRAGA,pieces or units,g,420,3,0,425,18,.9882352941176471,-.0051396396524111
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,ZARRAGA,pieces or units,mL,36.92307692307693,4,0,60,3,.6153846153846154,-.2108533653148932
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,ZARRAGA,small cup,mL,50,5,0,100,3,.5,-.3010299956639811
"liquor (e.g, whisky, coconut wine)",ILOILO,ZARRAGA,lipid/lapad,mL,375,11,0,375,5,1,0
loaf bread,ILOILO,ZARRAGA,large packs,g,593.0666666666666,4,0,640,6,.9266666666666665,-.0330764588015862
loaf bread,ILOILO,ZARRAGA,medium packs,g,450,6,0,450,7,1,0
loaf bread,ILOILO,ZARRAGA,small packs,g,504,1,0,360,3,1.4,.146128035678238
mango,ILOILO,ZARRAGA,pieces or units,g,203.7662168663557,5,0,180,4,1.132034538146421,.0538596772918144
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,ZARRAGA,bilog,g,19.5,2,0,65,8,.3,-.5228787452803376
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,ZARRAGA,putos,g,209.3023255813954,11,1,250,11,.8372093023255814,-.0771659548122992
rice,ILOILO,ZARRAGA,salmon,g,415,1,0,415,1,1,0
cabbage,NEGROS OCCIDENTAL,BINALBAGAN,pieces or units,g,481.2499999999999,1,0,770,9,.6249999999999999,-.2041199826559248
camote tops,NEGROS OCCIDENTAL,BINALBAGAN,bugkos,g,300,10,0,300,2,1,0
camote tops,NEGROS OCCIDENTAL,BINALBAGAN,bundle,g,405,1,0,405,9,1,0
chicken,NEGROS OCCIDENTAL,BINALBAGAN,bilog,g,952,2,0,1190,1,.8,-.0969100130080564
chicken,NEGROS OCCIDENTAL,BINALBAGAN,whole (chicken),g,985,1,0,985,9,1,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,BINALBAGAN,pieces or units,mL,60,2,0,60,5,1,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,BINALBAGAN,small cup,mL,25,1,0,120,3,.2083333333333333,-.6812412373755872
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,BINALBAGAN,lipid/lapad,mL,495.9370150006226,1,0,375,6,1.322498706668327,.1213952559910921
loaf bread,NEGROS OCCIDENTAL,BINALBAGAN,large packs,g,711.1111111111111,1,0,640,4,1.111111111111111,.0457574905606751
loaf bread,NEGROS OCCIDENTAL,BINALBAGAN,medium packs,g,501.923076923077,2,0,450,5,1.115384615384616,.0474246499281382
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,BINALBAGAN,putos,g,203.208784317319,3,0,245,4,.829423609458445,-.0812236066479231
cabbage,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,g,540.213439705632,10,0,495,6,1.0913402822336,.0379601856520145
camote tops,NEGROS OCCIDENTAL,CALATRAVA,bundle,g,252.5,21,0,252.5,4,1,0
carrot,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,g,81.1755784660711,8,0,85,6,.9550068054831894,-.0199935335751386
chicken,NEGROS OCCIDENTAL,CALATRAVA,whole (chicken),g,1085.424476487263,2,0,1150,3,.9438473708584898,-.0250982295930179
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CALATRAVA,pieces or units,mL,41.12149532710281,6,0,110,3,.3738317757009346,-.4273237863572472
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CALATRAVA,lipid/lapad,mL,405.8373270219232,20,0,375,5,1.082232872058462,.034320721184793
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CALATRAVA,long-neck,mL,773.0234800417585,1,0,750,5,1.030697973389011,.0131314221148549
loaf bread,NEGROS OCCIDENTAL,CALATRAVA,medium packs,g,275.8620689655173,3,0,405,3,.6811409110259685,-.166763034121681
mango,NEGROS OCCIDENTAL,CALATRAVA,pieces or units,g,337.5444663360897,1,0,300,4,1.125148221120299,.0512097378913563
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CALATRAVA,bilog,g,62.99015749150232,3,0,65,1,.9690793460231125,-.0136406624443578
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CALATRAVA,putos,g,242.2698365057782,9,0,250,3,.9690793460231126,-.0136406624443578
cabbage,NEGROS OCCIDENTAL,CANDONI,pieces or units,g,689.8403905666753,12,0,600,3,1.149733984277792,.0605973685933477
camote tops,NEGROS OCCIDENTAL,CANDONI,bugkos,g,166.7114277202799,109,0,145,1,1.149733984277792,.0605973685933477
carrot,NEGROS OCCIDENTAL,CANDONI,pieces or units,g,91.89797315402657,9,0,100,3,.9189797315402657,-.0366940670440189
chicken,NEGROS OCCIDENTAL,CANDONI,bilog,g,1007.625283353032,11,0,1235,2,.815890917694763,-.0883679013073778
chicken,NEGROS OCCIDENTAL,CANDONI,whole (chicken),g,1049.609670159409,18,0,1272.5,2,.8248406052333269,-.083629967760058
fresh fish,NEGROS OCCIDENTAL,CANDONI,pieces or units,g,539.477450163286,1,0,460,1,1.172777065572361,.0692154644655736
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CANDONI,cone,mL,20,1,0,100,2,.2,-.6989700043360187
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CANDONI,putos,mL,31.71428571428571,4,0,60,3,.5285714285714286,-.2768963159472618
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CANDONI,small cup,mL,33.33333333333334,10,0,100,3,.3333333333333334,-.4771212547196623
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CANDONI,lipid/lapad,mL,405.8373270219232,42,0,375,4,1.082232872058462,.034320721184793
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CANDONI,long-neck,mL,714.0410958904109,2,0,750,3,.9520547945205479,-.021338055530342
loaf bread,NEGROS OCCIDENTAL,CANDONI,large packs,g,605.1575931232092,16,0,640,2,.9455587392550143,-.0243114870812924
loaf bread,NEGROS OCCIDENTAL,CANDONI,medium packs,g,450,12,0,450,3,1,0
loaf bread,NEGROS OCCIDENTAL,CANDONI,small packs,g,198,2,0,220,2,.9,-.0457574905606751
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,CANDONI,tumpok,g,289.9690076763774,1,0,210,1,1.38080479845894,.1401322875981174
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CANDONI,bilog,g,60.56745912644454,6,0,62.5,2,.9690793460231126,-.0136406624443578
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CANDONI,putos,g,207.762985978951,22,0,239,4,.8693011965646485,-.0608297225822694
cabbage,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,g,810.5624589158434,7,0,705,3,1.149733984277792,.0605973685933477
camote,NEGROS OCCIDENTAL,CAUAYAN,bilog,g,154.3088416562463,1,0,150,2,1.028725611041642,.0122995521176869
camote tops,NEGROS OCCIDENTAL,CAUAYAN,bugkos,g,242.5,127,0,242.5,6,1,0
carrot,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,g,128.6571624156372,9,0,140,3,.9189797315402657,-.0366940670440189
chicken,NEGROS OCCIDENTAL,CAUAYAN,pieces or units,g,1271.193933859728,1,0,1362.5,2,.93298637347503,-.0301246991986429
chicken,NEGROS OCCIDENTAL,CAUAYAN,whole (chicken),g,1028.61747675622,27,0,1102.5,6,.9329863734750299,-.0301246991986429
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CAUAYAN,pieces or units,mL,22.5,6,0,90,2,.25,-.6020599913279623
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,CAUAYAN,small cup,mL,93.19827459431967,7,0,100,3,.9319827459431967,-.0305921277866011
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,lipid/lapad,mL,401.313889572254,33,0,375,5,1.070170372192677,.0294529233048922
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,CAUAYAN,long-neck,mL,802.6277791445079,6,0,750,5,1.070170372192677,.0294529233048922
loaf bread,NEGROS OCCIDENTAL,CAUAYAN,large packs,g,570.3225806451613,6,0,650,6,.8774193548387097,-.056792789800074
loaf bread,NEGROS OCCIDENTAL,CAUAYAN,medium packs,g,450,8,0,450,3,1,0
loaf bread,NEGROS OCCIDENTAL,CAUAYAN,small packs,g,369.4736842105263,12,0,360,3,1.026315789473684,.011281010409689
"prawns, lobster, shrimp",NEGROS OCCIDENTAL,CAUAYAN,tumpok,g,359.0092475993243,1,0,260,3,1.38080479845894,.1401322875981174
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,CAUAYAN,putos,g,238.0870010189035,21,0,250,4,.9523480040756142,-.021204324060396
cabbage,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,g,525.1287692845401,15,0,460,3,1.141584281053348,.0575079801672146
camote,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,g,68.65882351227539,1,0,65,2,1.056289592496545,.0237830007558713
camote tops,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bugkos,g,640,43,0,640,3,1,0
carrot,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,g,143.1481578834178,9,0,140,3,1.022486842024413,.0096577279527695
chicken,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,g,1029.979524513707,6,0,1050,8,.9809328804892448,-.0083607078396192
chicken,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),whole (chicken),g,1147.826086956522,15,0,1190,3,.9645597369382536,-.0156708705402926
fresh fish,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,g,193.75,1,0,155,9,1.25,.0969100130080564
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),pieces or units,mL,15,6,0,60,2,.25,-.6020599913279623
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),putos,g,32.06020646044596,2,0,43,1,.7455861967545573,-.1275021407946575
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),small cup,mL,52.08333333333334,1,0,100,2,.5208333333333334,-.2833012287035496
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),lipid/lapad,mL,402.9166656670965,27,0,375,1,1.074444441778924,.0311839635662634
loaf bread,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),large packs,g,428.698224852071,6,0,382.5,9,1.120779672815872,.0495202457038834
loaf bread,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),medium packs,g,371.4285714285714,8,0,400,2,.9285714285714286,-.0321846833714012
loaf bread,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),small packs,g,220,6,0,220,2,1,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),bilog,g,57.22452564485415,4,0,62.5,2,.9155924103176665,-.0382978160093103
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),cans,g,158.48705766141,1,0,150,5,1.0565803844094,.0239025436764609
"preserved or processed meat (tocino, tapa, longaniza, etc)",NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),putos,g,204.7264566992746,29,0,215,2,.9522160776710447,-.0212644899641455
cabbage,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,g,392,13,0,500,15,.784,-.1056839373155615
camote,NEGROS OCCIDENTAL,HINIGARAN,bilog,g,114.7517086317021,3,0,112.5,2,1.020015187837352,.008606638374513
camote tops,NEGROS OCCIDENTAL,HINIGARAN,bugkos,g,267.5,75,0,267.5,2,1,0
carrot,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,g,130.9760584779511,12,0,140,5,.9355432748425075,-.0289361188100132
chicken,NEGROS OCCIDENTAL,HINIGARAN,bilog,g,800.4086840928867,5,0,972.5,6,.8230423486816315,-.0845778180980873
chicken,NEGROS OCCIDENTAL,HINIGARAN,whole (chicken),g,1055,8,0,1055,1,1,0
fresh fish,NEGROS OCCIDENTAL,HINIGARAN,pieces or units,g,525,1,0,525,3,1,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINIGARAN,pieces or units,g,15.63636363636363,11,0,43,1,.3636363636363636,-.4393326938302627
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINIGARAN,putos,mL,12.89473684210526,1,0,49,1,.2631578947368421,-.5797835966168101
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINIGARAN,small cup,mL,57.14285714285715,11,2,110,2,.5194805194805195,-.2844307338445194
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEGROS OCCIDENTAL,HINIGARAN,tupperware,mL,575,1,0,575,2,1,0
"liquor (e.g, whisky, coconut wine)",NEGROS OCCIDENTAL,HINIGARAN,lipid/lapad,mL,396.7496120004981,30,0,375,2,1.057998965334662,.0244852429830357
