pull_item,pull_province,pull_municipal_city,harmonized_nsu_unit,corrected_unit,o2_cf,o2_rows,o2_maxrung,o1_grams,o1_n,ratio,logr
rice,ILOILO,BATAD,letse,g,425,3,0,425,1,1,0
cabbage,ILOILO,BINGAWAN,pieces or units,g,646,4,0,680,23,.95,-.0222763947111522
camote,ILOILO,BINGAWAN,bilog,g,77.5,1,0,75,6,1.033333333333333,.0142404391146103
camote tops,ILOILO,BINGAWAN,bugkos,g,180,41,0,180,5,1,0
carrot,ILOILO,BINGAWAN,pieces or units,g,80.35714285714285,3,0,125,20,.6428571428571428,-.1918855262389132
chicken,ILOILO,BINGAWAN,whole (chicken),g,860,5,0,860,1,1,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,BINGAWAN,pieces or units,g,10,4,0,35,6,.2857142857142857,-.5440680443502756
"crackers, cookies, buiscuits, chips/curls",ILOILO,BINGAWAN,putos,g,38.4,7,0,87.5,16,.4388571428571428,-.3576768286547825
fresh fish,ILOILO,BINGAWAN,pieces or units,g,425,5,0,425,6,1,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,BINGAWAN,pieces or units,g,53.57142857142857,3,0,90,1,.5952380952380952,-.2253092817258628
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,BINGAWAN,putos,mL,242.1875,3,0,775,2,.3125,-.5051499783199059
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,BINGAWAN,small cup,mL,108.75,1,0,435,2,.25,-.6020599913279623
"liquor (e.g, whisky, coconut wine)",ILOILO,BINGAWAN,lipid/lapad,mL,362.9032258064516,20,0,375,5,.9677419354838709,-.0142404391146103
"liquor (e.g, whisky, coconut wine)",ILOILO,BINGAWAN,long-neck,mL,750,1,0,750,8,1,0
loaf bread,ILOILO,BINGAWAN,large packs,g,700,7,0,700,5,1,0
loaf bread,ILOILO,BINGAWAN,medium packs,g,499.4485294117648,2,0,475,4,1.051470588235294,.0217971290948443
loaf bread,ILOILO,BINGAWAN,small packs,g,70,16,0,350,3,.2,-.6989700043360187
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,BINGAWAN,bilog,g,57.2,2,0,260,1,.22,-.6575773191777937
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,BINGAWAN,putos,g,150,15,2,200,1,.75,-.1249387366082999
cabbage,ILOILO,CABATUAN,pieces or units,g,675,25,0,675,21,1,0
cabbage,ILOILO,CABATUAN,putos (mix vegetable),g,57.5,1,0,172.5,8,.3333333333333333,-.4771212547196624
camote,ILOILO,CABATUAN,bilog,g,90,2,0,155,16,.5806451612903226,-.2360891887309666
camote tops,ILOILO,CABATUAN,bugkos,g,192.5,159,0,192.5,8,1,0
camote tops,ILOILO,CABATUAN,bundle,g,920,1,0,920,4,1,0
carrot,ILOILO,CABATUAN,pieces or units,g,113.3333333333333,35,0,170,21,.6666666666666666,-.1760912590556812
carrot,ILOILO,CABATUAN,putos (mix vegetable),g,50.00000000000001,1,0,150,6,.3333333333333334,-.4771212547196623
chicken,ILOILO,CABATUAN,whole (chicken),g,1110,24,0,1090,5,1.018348623853211,.0078964808460338
"crackers, cookies, buiscuits, chips/curls",ILOILO,CABATUAN,pieces or units,g,8.540925266903914,24,0,35,5,.2440264361972547,-.6125631225437496
"crackers, cookies, buiscuits, chips/curls",ILOILO,CABATUAN,putos,g,260.1226993865031,32,2,265,1,.98159509202454,-.008067621748033
fresh fish,ILOILO,CABATUAN,pieces or units,g,560,11,0,530,7,1.056603773584906,.0239121574054114
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,CABATUAN,pieces or units,g,101,7,0,505,2,.2,-.6989700043360187
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,CABATUAN,putos,g,74.75,3,0,299,2,.25,-.6020599913279623
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,CABATUAN,small cup,g,154.6666666666667,6,0,290,4,.5333333333333333,-.2730012720637376
"liquor (e.g, whisky, coconut wine)",ILOILO,CABATUAN,lipid/lapad,mL,500,52,0,585,6,.8547008547008547,-.0681858617461617
"liquor (e.g, whisky, coconut wine)",ILOILO,CABATUAN,long-neck,mL,1195.833333333333,2,0,1230,2,.9722222222222223,-.0122344564170116
loaf bread,ILOILO,CABATUAN,large packs,g,649.6969696969697,22,0,677.5,6,.9589623168958963,-.0181984584035984
loaf bread,ILOILO,CABATUAN,medium packs,g,434.0909090909091,6,0,477.5,4,.9090909090909092,-.041392685158225
loaf bread,ILOILO,CABATUAN,small packs,g,74.90853658536585,28,0,382.5,4,.1958393113342898,-.7081001267212346
mango,ILOILO,CABATUAN,pieces or units,g,200,1,0,210,13,.9523809523809523,-.0211892990699381
pork,ILOILO,CABATUAN,pieces or units,g,274.8674160712237,1,0,272.5,4,1.008687765398986,.0037567532046391
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,CABATUAN,bilog,g,13,5,0,65,1,.2,-.6989700043360187
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,CABATUAN,pack,g,252.5,1,0,505,3,.5,-.3010299956639811
cabbage,ILOILO,CALINOG,pieces or units,g,622.9166666666666,17,0,755,26,.825055187637969,-.0835170006803458
camote,ILOILO,CALINOG,bilog,g,170,2,0,170,9,1,0
camote tops,ILOILO,CALINOG,bugkos,g,145,153,0,145,4,1,0
camote tops,ILOILO,CALINOG,bundle,g,495,3,0,495,3,1,0
carrot,ILOILO,CALINOG,pieces or units,g,67.69230769230769,14,0,110,23,.6153846153846154,-.2108533653148932
chicken,ILOILO,CALINOG,whole (chicken),g,1040,21,0,1032.5,6,1.00726392251816,.0031432789703418
fresh fish,ILOILO,CALINOG,pieces or units,g,377.4999999999999,9,0,377.5,17,.9999999999999999,-4.82163733277e-17
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,CALINOG,pack,mL,600,1,0,600,3,1,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,CALINOG,putos,g,68.57142857142857,10,0,120,1,.5714285714285714,-.2430380486862944
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,CALINOG,small cup,mL,33.33333333333334,10,0,100,3,.3333333333333334,-.4771212547196623
"liquor (e.g, whisky, coconut wine)",ILOILO,CALINOG,lipid/lapad,mL,375,81,1,375,9,1,0
loaf bread,ILOILO,CALINOG,large packs,g,640,14,0,640,6,1,0
loaf bread,ILOILO,CALINOG,medium packs,g,439.8496240601503,13,0,450,7,.9774436090225563,-.009908288660249
mango,ILOILO,CALINOG,pieces or units,g,173.6111111111111,3,0,255,15,.6808278867102396,-.1669626638571672
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,CALINOG,bilog,g,140,3,0,250,4,.5600000000000001,-.2518119729937995
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,CALINOG,pack,g,110,3,0,220,11,.5,-.3010299956639811
cabbage,ILOILO,CARLES,pieces or units,g,624.6575342465753,8,0,735,9,.849874196253844,-.0706453565402158
camote,ILOILO,CARLES,bilog,g,190,1,0,190,9,1,0
camote tops,ILOILO,CARLES,bugkos,g,170,63,0,170,3,1,0
camote tops,ILOILO,CARLES,bundle,g,160,21,0,160,3,1,0
carrot,ILOILO,CARLES,pieces or units,g,101.8867924528302,10,0,135,9,.7547169811320755,-.1222158782728266
chicken,ILOILO,CARLES,whole (chicken),g,1317.5,7,0,1187.5,10,1.109473684210526,.0451170055876801
"crackers, cookies, buiscuits, chips/curls",ILOILO,CARLES,pieces or units,g,6.4,11,0,42.5,10,.1505882352941177,-.8222089560664242
"crackers, cookies, buiscuits, chips/curls",ILOILO,CARLES,putos,g,226.4615384615385,34,0,310,10,.7305210918114144,-.1363672404756482
fresh fish,ILOILO,CARLES,pack,g,387.5,2,0,775,3,.5,-.3010299956639811
fresh fish,ILOILO,CARLES,pieces or units,g,120,7,0,435,9,.2758620689655172,-.5593080109070124
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,CARLES,pieces or units,g,12.63157894736842,20,0,65,2,.194331983805668,-.7114557158840784
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,CARLES,small cup,g,20.8,9,0,67.5,8,.3081481481481482,-.5112404378682633
"liquor (e.g, whisky, coconut wine)",ILOILO,CARLES,lipid/lapad,mL,216.3461538461538,37,0,375,4,.5769230769230769,-.2388820889151367
"liquor (e.g, whisky, coconut wine)",ILOILO,CARLES,long-neck,mL,541.6666666666667,1,0,750,4,.7222222222222223,-.1413291527964692
loaf bread,ILOILO,CARLES,large packs,g,418.5589519650655,10,0,600,5,.6975982532751092,-.1563946155094502
loaf bread,ILOILO,CARLES,medium packs,g,499.2891047069059,3,0,487.5,2,1.024182778885961,.010377469118298
loaf bread,ILOILO,CARLES,small packs,g,83,16,0,415,1,.2,-.6989700043360187
"prawns, lobster, shrimp",ILOILO,CARLES,tumpok,g,214.2857142857143,20,0,225,1,.9523809523809523,-.0211892990699381
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,CARLES,bilog,g,53.5,1,0,267.5,6,.2,-.6989700043360187
cabbage,ILOILO,CONCEPCION,pieces or units,g,695,9,0,700,13,.9928571428571429,-.0031132354241429
camote,ILOILO,CONCEPCION,bilog,g,117.5,1,0,120,12,.9791666666666666,-.0091433794398698
camote tops,ILOILO,CONCEPCION,bugkos,g,250,59,0,250,6,1,0
carrot,ILOILO,CONCEPCION,pieces or units,g,105.9027777777778,7,0,165,12,.6418350168350168,-.1925765926263513
chicken,ILOILO,CONCEPCION,bilog,g,1054.521276595745,4,0,1195,13,.8824445829253094,-.0543125585581949
"crackers, cookies, buiscuits, chips/curls",ILOILO,CONCEPCION,pieces or units,g,9.600000000000001,12,0,48,1,.2,-.6989700043360187
"crackers, cookies, buiscuits, chips/curls",ILOILO,CONCEPCION,putos,g,101.3684210526316,12,0,280,9,.3620300751879699,-.4412553495065324
fresh fish,ILOILO,CONCEPCION,pieces or units,g,165,5,0,375,10,.44,-.3565473235138125
fresh fish,ILOILO,CONCEPCION,tumpok,g,775,1,0,800,12,.96875,-.0137882844856333
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,CONCEPCION,pieces or units,mL,21.25,16,0,85,2,.25,-.6020599913279623
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,CONCEPCION,putos,mL,24.84375,2,0,45,7,.5520833333333334,-.2579953634387793
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,CONCEPCION,small cup,mL,25,9,0,100,2,.25,-.6020599913279623
"liquor (e.g, whisky, coconut wine)",ILOILO,CONCEPCION,lipid/lapad,mL,375,37,0,750,15,.5,-.3010299956639811
loaf bread,ILOILO,CONCEPCION,large packs,g,420,9,0,617.5,7,.680161943319838,-.1673876715338029
loaf bread,ILOILO,CONCEPCION,medium packs,g,432,4,0,480,3,.9,-.0457574905606751
loaf bread,ILOILO,CONCEPCION,small packs,g,281.1834319526627,7,2,220,1,1.27810650887574,.1065670465372573
loaf bread,ILOILO,CONCEPCION,tama-tama nga putos,g,257.1428571428571,7,0,450,1,.5714285714285714,-.2430380486862944
"prawns, lobster, shrimp",ILOILO,CONCEPCION,tumpok,g,316.6666666666667,3,0,380,3,.8333333333333334,-.0791812460476248
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,CONCEPCION,bilog,g,72.390625,4,0,290,10,.2496228448275862,-.602715671679688
cabbage,ILOILO,DINGLE,pack,g,81.81818181818183,3,0,150,3,.5454545454545455,-.2632414347745813
cabbage,ILOILO,DINGLE,pieces or units,g,657.5,23,0,657.5,8,1,0
camote,ILOILO,DINGLE,bilog,g,51.66071428571428,2,0,82.5,4,.6261904761904762,-.2032935419081426
camote tops,ILOILO,DINGLE,bugkos,g,175,167,0,175,3,1,0
carrot,ILOILO,DINGLE,pieces or units,g,116.6666666666667,25,0,175,7,.6666666666666667,-.1760912590556812
chicken,ILOILO,DINGLE,bilog,g,1130,33,0,1102.5,4,1.024943310657596,.0106998453435436
"crackers, cookies, buiscuits, chips/curls",ILOILO,DINGLE,pieces or units,g,6.075,9,0,28,5,.2169642857142857,-.6636117490718694
"crackers, cookies, buiscuits, chips/curls",ILOILO,DINGLE,putos,g,46.66666666666666,9,0,65,7,.717948717948718,-.14390657568428
fresh fish,ILOILO,DINGLE,pieces or units,g,106.6666666666667,16,0,245,9,.435374149659864,-.3611373607642888
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,DINGLE,cone,mL,110,1,0,110,5,1,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,DINGLE,putos,mL,16.92307692307692,7,0,65,3,.2603550295857988,-.584434028127486
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,DINGLE,small cup,mL,80,10,0,140,2,.5714285714285714,-.2430380486862944
"liquor (e.g, whisky, coconut wine)",ILOILO,DINGLE,lipid/lapad,mL,375,61,0,375,5,1,0
"liquor (e.g, whisky, coconut wine)",ILOILO,DINGLE,long-neck,mL,768.4426229508197,4,0,750,6,1.024590163934426,.0105501823333081
loaf bread,ILOILO,DINGLE,large packs,g,579.5555555555555,14,0,640,4,.9055555555555556,-.0430849006993483
loaf bread,ILOILO,DINGLE,medium packs,g,436.1538461538462,30,0,497.5,4,.876691148047932,-.0571533784956744
loaf bread,ILOILO,DINGLE,small packs,g,80,25,0,400,3,.2,-.6989700043360187
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,DINGLE,bilog,g,119.5652173913043,6,0,250,4,.4782608695652173,-.3203351508593679
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,DINGLE,pack,g,145.8333333333333,1,0,250,4,.5833333333333334,-.2340832060333679
cabbage,ILOILO,DUEAS,pieces or units,g,695,25,0,717.5,21,.9686411149825784,-.013837100815916
camote,ILOILO,DUEAS,bilog,g,147.5,3,0,150,12,.9833333333333333,-.0072992387414995
camote tops,ILOILO,DUEAS,bugkos,g,155,194,0,155,5,1,0
carrot,ILOILO,DUEAS,pieces or units,g,61.25000000000001,31,0,127.5,22,.4803921568627452,-.3184040917334038
chicken,ILOILO,DUEAS,whole (chicken),g,1192.5,34,0,1130,5,1.055309734513274,.0233799442287318
"crackers, cookies, buiscuits, chips/curls",ILOILO,DUEAS,balde,g,1500,1,0,1500,3,1,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,DUEAS,putos,g,21.23076923076923,39,0,50,20,.4246153846153846,-.3720042745776379
fresh fish,ILOILO,DUEAS,pieces or units,g,80,15,0,565,9,.1415929203539823,-.8489584608274949
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,DUEAS,pieces or units,mL,37.71428571428572,35,0,110,3,.3428571428571429,-.4648867983026508
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,DUEAS,putos,mL,194.6153846153846,4,0,550,4,.3538461538461539,-.4511855206252626
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,DUEAS,small cup,mL,24,3,0,120,5,.2,-.6989700043360187
"liquor (e.g, whisky, coconut wine)",ILOILO,DUEAS,lipid/lapad,mL,400,77,0,375,8,1.066666666666667,.0280287236002435
"liquor (e.g, whisky, coconut wine)",ILOILO,DUEAS,long-neck,mL,583.3333333333334,1,0,750,10,.7777777777777778,-.109144469425068
loaf bread,ILOILO,DUEAS,large packs,g,431.2210200927357,18,0,667.5,8,.6460240001389298,-.1897513474317157
loaf bread,ILOILO,DUEAS,medium packs,g,499.9999999999999,19,0,500,6,.9999999999999999,-4.82163733277e-17
loaf bread,ILOILO,DUEAS,small packs,g,358.4279475982533,11,0,360,8,.9956331877729259,-.0019006353394342
loaf bread,ILOILO,DUEAS,tama-tama nga putos,g,345,11,0,345,3,1,0
mango,ILOILO,DUEAS,pieces or units,g,275,8,0,275,12,1,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,DUEAS,bilog,g,83.33333333333334,5,0,250,5,.3333333333333334,-.4771212547196623
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,DUEAS,putos,g,175.5,91,1,250,5,.7020000000000001,-.1536628878701947
cabbage,ILOILO,DUMANGAS,pieces or units,g,615,15,0,705,6,.8723404255319149,-.0593140012159819
camote tops,ILOILO,DUMANGAS,bugkos,g,140,78,0,140,2,1,0
carrot,ILOILO,DUMANGAS,pieces or units,g,96.66666666666667,18,0,145,6,.6666666666666667,-.1760912590556812
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,DUMANGAS,cone,mL,32.30769230769231,1,0,105,2,.3076923076923077,-.5118833609788743
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,DUMANGAS,pieces or units,mL,33.26829268292683,13,0,54,4,.6160794941282747,-.2103632462222438
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,DUMANGAS,small cup,mL,56,4,0,140,2,.4,-.3979400086720375
"liquor (e.g, whisky, coconut wine)",ILOILO,DUMANGAS,lipid/lapad,mL,362.9032258064516,29,0,375,2,.9677419354838709,-.0142404391146103
loaf bread,ILOILO,DUMANGAS,large packs,g,640,11,0,640,2,1,0
loaf bread,ILOILO,DUMANGAS,medium packs,g,375.9398496240601,14,0,400,1,.9398496240601503,-.0269416279590294
loaf bread,ILOILO,DUMANGAS,small packs,g,220,7,0,220,2,1,0
mango,ILOILO,DUMANGAS,pieces or units,g,195,13,0,210,6,.9285714285714286,-.0321846833714012
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,DUMANGAS,bilog,g,60,1,0,200,1,.3,-.5228787452803376
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,DUMANGAS,putos,g,497.7777777777778,47,0,620,2,.8028673835125448,-.0953561849394347
cabbage,ILOILO,ESTANCIA,pack,g,82,1,0,205,1,.4,-.3979400086720375
cabbage,ILOILO,ESTANCIA,pieces or units,g,625,10,0,705,12,.8865248226950354,-.0523090996473235
camote tops,ILOILO,ESTANCIA,bugkos,g,317.5,51,0,317.5,10,1,0
carrot,ILOILO,ESTANCIA,pieces or units,g,109.0909090909091,10,0,145,11,.7523510971786834,-.1235794413455751
chicken,ILOILO,ESTANCIA,whole (chicken),g,960.6465517241379,8,0,930,9,1.032953281423804,.0140806796235234
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,ESTANCIA,cone,mL,27.5,1,0,110,3,.25,-.6020599913279623
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,ESTANCIA,pieces or units,mL,250,5,0,600,3,.4166666666666667,-.380211241711606
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,ESTANCIA,small cup,mL,79.16666666666666,8,0,100,3,.7916666666666665,-.1014576407587771
"liquor (e.g, whisky, coconut wine)",ILOILO,ESTANCIA,lipid/lapad,mL,352.9411764705882,13,0,375,7,.9411764705882353,-.0263289387223491
loaf bread,ILOILO,ESTANCIA,large packs,g,677.6470588235294,3,0,640,3,1.058823529411765,.0248235837250321
loaf bread,ILOILO,ESTANCIA,medium packs,g,415.3846153846154,5,0,450,3,.9230769230769231,-.0347621062592119
loaf bread,ILOILO,ESTANCIA,small packs,g,110,1,0,220,1,.5,-.3010299956639811
mango,ILOILO,ESTANCIA,pieces or units,g,232.5,1,0,235,12,.9893617021276596,-.0046449050457635
"prawns, lobster, shrimp",ILOILO,ESTANCIA,tumpok,g,120.8333333333333,8,0,145,9,.8333333333333333,-.0791812460476249
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,ESTANCIA,bilog,g,14,3,0,70,2,.2,-.6989700043360187
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,ESTANCIA,putos,g,250,22,1,250,6,1,0
cabbage,ILOILO,GUIMBAL,pieces or units,g,570,7,0,587.5,27,.9702127659574468,-.0131330152712825
camote tops,ILOILO,GUIMBAL,bugkos,g,135,50,0,135,9,1,0
carrot,ILOILO,GUIMBAL,pieces or units,g,78.75,8,0,125,24,.63,-.2006594505464183
chicken,ILOILO,GUIMBAL,bilog,g,200,8,0,200,6,1,0
chicken,ILOILO,GUIMBAL,whole (chicken),g,1225,3,0,1225,12,1,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,GUIMBAL,pieces or units,g,49.02173913043478,2,0,110,3,.4456521739130435,-.3510039706258197
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,GUIMBAL,small cup,g,27.77777777777778,4,0,125,1,.2222222222222222,-.6532125137753436
loaf bread,ILOILO,GUIMBAL,large packs,g,617.7464788732394,3,0,645,7,.9577464788732394,-.018749436012839
loaf bread,ILOILO,GUIMBAL,medium packs,g,421.7843866171004,7,0,465,5,.9070631970260223,-.0423624536636785
loaf bread,ILOILO,GUIMBAL,small packs,g,415.3846153846154,3,0,450,5,.9230769230769231,-.0347621062592119
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,GUIMBAL,putos,g,137.037037037037,19,0,325,15,.4216524216524217,-.3750454010708666
rice,ILOILO,GUIMBAL,salmon,g,377.5,1,0,377.5,4,1,0
beef,ILOILO,IGBARAS,intestine,g,2064.452559305424,1,0,2060,1,1.002161436556031,.000937686958497
cabbage,ILOILO,IGBARAS,pieces or units,g,595,23,0,595,3,1,0
camote,ILOILO,IGBARAS,bilog,g,140,6,0,140,7,1,0
camote tops,ILOILO,IGBARAS,bugkos,g,105,152,0,105,3,1,0
carrot,ILOILO,IGBARAS,pieces or units,g,100,22,0,150,9,.6666666666666666,-.1760912590556812
carrot,ILOILO,IGBARAS,putos (mix vegetable),g,51.66666666666667,1,0,155,3,.3333333333333334,-.4771212547196623
chicken,ILOILO,IGBARAS,bilog,g,870,58,0,935,5,.9304812834224599,-.0312923582538992
"crackers, cookies, buiscuits, chips/curls",ILOILO,IGBARAS,pieces or units,g,6,4,0,32,7,.1875,-.7269987279362623
"crackers, cookies, buiscuits, chips/curls",ILOILO,IGBARAS,putos,g,24.03846153846154,16,0,60,7,.4006410256410257,-.3972445810103863
fresh fish,ILOILO,IGBARAS,pieces or units,g,196.5,6,0,265,18,.7415094339622641,-.1298833192253624
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,IGBARAS,pieces or units,mL,27.45098039215686,27,1,110,5,.249554367201426,-.6028348255779232
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,IGBARAS,putos,mL,9.800000000000001,3,0,57.5,6,.1704347826086957,-.7684417689971356
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,IGBARAS,small cup,mL,42.66666666666666,32,0,100,5,.4266666666666666,-.369911285071794
"liquor (e.g, whisky, coconut wine)",ILOILO,IGBARAS,junior lapad,mL,50,1,0,250,6,.2,-.6989700043360187
"liquor (e.g, whisky, coconut wine)",ILOILO,IGBARAS,lipid/lapad,mL,375,57,0,375,7,1,0
"liquor (e.g, whisky, coconut wine)",ILOILO,IGBARAS,long-neck,mL,750,11,0,750,7,1,0
loaf bread,ILOILO,IGBARAS,large packs,g,607.5,37,0,607.5,4,1,0
loaf bread,ILOILO,IGBARAS,medium packs,g,450,31,0,450,5,1,0
loaf bread,ILOILO,IGBARAS,small packs,g,123.3333333333333,26,0,400,4,.3083333333333333,-.5109795219806298
mango,ILOILO,IGBARAS,pieces or units,g,176.6666666666667,12,0,225,6,.7851851851851853,-.1050279032302358
"prawns, lobster, shrimp",ILOILO,IGBARAS,tumpok,g,123.75,2,0,135,1,.9166666666666666,-.0377885608893998
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,IGBARAS,cans,g,124.5762711864407,6,0,205,8,.6076891277387351,-.2163185336137035
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,IGBARAS,putos,g,229.1666666666667,99,1,250,6,.9166666666666667,-.0377885608893997
cabbage,ILOILO,JANIUAY,pieces or units,g,650,28,0,705,21,.9219858156028369,-.0352757603485431
camote,ILOILO,JANIUAY,bilog,g,140,3,0,150,18,.9333333333333333,-.0299632233774432
camote tops,ILOILO,JANIUAY,bugkos,g,120,134,0,120,7,1,0
carrot,ILOILO,JANIUAY,pieces or units,g,80,26,0,155,19,.5161290322580645,-.2872417111783479
chicken,ILOILO,JANIUAY,patupa,g,924.2604226438988,1,0,935,3,.9885138210095175,-.0050172541740762
chicken,ILOILO,JANIUAY,whole (chicken),g,965,27,0,1090,9,.8853211009174312,-.0528991845968311
"crackers, cookies, buiscuits, chips/curls",ILOILO,JANIUAY,putos,g,35.64727954971858,20,0,60,21,.594121325828643,-.2261248584573869
fresh fish,ILOILO,JANIUAY,pieces or units,g,156.8627450980392,8,0,495,18,.3168944345414934,-.4990853880395614
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,JANIUAY,putos,mL,117.1875,2,0,450,5,.2604166666666667,-.5843312243675307
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,JANIUAY,small cup,mL,25,5,0,100,3,.25,-.6020599913279623
"liquor (e.g, whisky, coconut wine)",ILOILO,JANIUAY,lipid/lapad,mL,375,59,0,375,6,1,0
loaf bread,ILOILO,JANIUAY,large packs,g,643.975155279503,29,0,640,7,1.006211180124224,.0026891385107812
loaf bread,ILOILO,JANIUAY,medium packs,g,433.3333333333334,13,0,450,5,.962962962962963,-.0163904161881693
loaf bread,ILOILO,JANIUAY,small packs,g,44,19,0,220,3,.2,-.6989700043360187
mango,ILOILO,JANIUAY,pieces or units,g,250,2,0,250,18,1,0
"prawns, lobster, shrimp",ILOILO,JANIUAY,pack,g,17.14285714285714,1,0,30,3,.5714285714285714,-.2430380486862944
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,JANIUAY,bilog,g,100,5,0,250,3,.4,-.3979400086720375
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,JANIUAY,putos,g,155,51,0,270,14,.5740740740740741,-.2410320659886958
cabbage,ILOILO,LAMBUNAO,pieces or units,g,584.3478260869565,16,0,617.5,17,.9463122689667312,-.0239655292314898
camote,ILOILO,LAMBUNAO,bilog,g,155.8333333333333,2,0,172.5,17,.9033816425120772,-.0441287389204188
camote tops,ILOILO,LAMBUNAO,bugkos,g,195,153,0,195,7,1,0
carrot,ILOILO,LAMBUNAO,pieces or units,g,81.53846153846153,16,0,135,20,.603988603988604,-.2189712555370726
chicken,ILOILO,LAMBUNAO,whole (chicken),g,1007.5,26,0,1007.5,7,1,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LAMBUNAO,pieces or units,g,8.869565217391305,16,0,31,4,.2861150070126227,-.5434593624259668
"crackers, cookies, buiscuits, chips/curls",ILOILO,LAMBUNAO,putos,g,136,15,0,320,5,.425,-.3716110699496884
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LAMBUNAO,putos,g,10.9375,2,0,55,12,.1988636363636364,-.7014446234638742
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LAMBUNAO,small cup,g,44.44444444444444,14,0,100,8,.4444444444444444,-.3521825181113625
"liquor (e.g, whisky, coconut wine)",ILOILO,LAMBUNAO,lipid/lapad,mL,375,54,0,375,5,1,0
"liquor (e.g, whisky, coconut wine)",ILOILO,LAMBUNAO,long-neck,mL,616.0714285714284,6,0,750,5,.8214285714285713,-.0854301953246264
loaf bread,ILOILO,LAMBUNAO,large packs,g,640,25,0,670,4,.9552238805970149,-.0198948287169393
