province,pull_municipal_city,cons_name,harmonized_nsu_unit,n_raw_units,raw_units,points_pooled,points_naive
ILOILO,SAN JOAQUIN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,SAN JOAQUIN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,SAN JOAQUIN,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,SAN JOAQUIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
ILOILO,SAN JOAQUIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
ILOILO,SAN MIGUEL,cabbage,pieces or units,1,bilog,1,1
ILOILO,SAN MIGUEL,camote tops,bugkos,1,bugkos,1,1
ILOILO,SAN MIGUEL,carrot,pieces or units,1,bilog,1,1
ILOILO,SAN MIGUEL,fresh fish,pieces or units,1,bilog,1,1
ILOILO,SAN MIGUEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
ILOILO,SAN MIGUEL,loaf bread,large packs,1,dalagku nga putos,1,1
ILOILO,SAN MIGUEL,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,SAN RAFAEL,cabbage,pack,1,putos,1,1
ILOILO,SAN RAFAEL,cabbage,pieces or units,1,bilog,1,1
ILOILO,SAN RAFAEL,camote,bilog,1,bilog,1,1
ILOILO,SAN RAFAEL,camote tops,bugkos,1,bugkos,1,1
ILOILO,SAN RAFAEL,camote tops,bundle,1,bundle,1,1
ILOILO,SAN RAFAEL,carrot,pack,1,putos,1,1
ILOILO,SAN RAFAEL,carrot,pieces or units,1,bilog,1,1
ILOILO,SAN RAFAEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1,cone,1,1
ILOILO,SAN RAFAEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,SAN RAFAEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,SAN RAFAEL,loaf bread,medium packs,1,medium,1,1
ILOILO,SAN RAFAEL,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ILOILO,SAN RAFAEL,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
ILOILO,SAN RAFAEL,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,SANTA BARBARA,cabbage,pieces or units,1,bilog,1,1
ILOILO,SANTA BARBARA,camote,bilog,1,bilog,1,1
ILOILO,SANTA BARBARA,camote tops,bugkos,1,bugkos,1,1
ILOILO,SANTA BARBARA,carrot,pieces or units,1,bilog,1,1
ILOILO,SANTA BARBARA,chicken,bilog,1,bilog,1,1
ILOILO,SANTA BARBARA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
ILOILO,SANTA BARBARA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,SANTA BARBARA,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,SANTA BARBARA,loaf bread,large packs,1,large,1,1
ILOILO,SANTA BARBARA,loaf bread,medium packs,1,medium,1,1
ILOILO,SANTA BARBARA,mango,pieces or units,1,bilog,1,1
ILOILO,SARA,camote,bilog,1,bilog,1,1
ILOILO,SARA,camote tops,bugkos,1,bugkos,1,1
ILOILO,SARA,camote tops,bundle,1,bundle,1,1
ILOILO,SARA,carrot,pieces or units,1,bilog,1,1
ILOILO,SARA,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,SARA,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ILOILO,SARA,mango,pieces or units,1,bilog,1,1
ILOILO,SARA,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
ILOILO,SARA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,SARA,rice,gantang,1,ganta,1,1
ILOILO,TIGBAUAN,cabbage,putos (mix vegetable),1,putos,1,1
ILOILO,TIGBAUAN,camote,bilog,1,bilog,1,1
ILOILO,TIGBAUAN,camote,small packs,1,packs in cellophane,1,1
ILOILO,TIGBAUAN,camote tops,bugkos,1,bugkos,1,1
ILOILO,TIGBAUAN,camote tops,bundle,1,bundle,1,1
ILOILO,TIGBAUAN,carrot,putos (mix vegetable),1,putos,1,1
ILOILO,TIGBAUAN,carrot,slice,1,slice,1,1
ILOILO,TIGBAUAN,chicken,pieces or units,1,pieces or units,1,1
ILOILO,TIGBAUAN,chicken,slice,1,slice,1,1
ILOILO,TIGBAUAN,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
ILOILO,TIGBAUAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gallons,1,gallon,1,1
ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",plastic cup,1,plastic cup,1,1
ILOILO,TUBUNGAN,cabbage,pack,1,pack,1,1
ILOILO,TUBUNGAN,camote tops,bugkos,1,bugkos,1,1
ILOILO,TUBUNGAN,camote tops,bundle,1,bundle,1,1
ILOILO,TUBUNGAN,carrot,pack,1,pack,1,1
ILOILO,TUBUNGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gallons,1,gallon,1,1
ILOILO,TUBUNGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,TUBUNGAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,ZARRAGA,cabbage,pack,1,putos,1,1
ILOILO,ZARRAGA,cabbage,pieces or units,1,bilog,1,1
ILOILO,ZARRAGA,camote tops,bugkos,1,bugkos,1,1
ILOILO,ZARRAGA,carrot,pieces or units,1,bilog,1,1
ILOILO,ZARRAGA,chicken,pieces of fried chicken,1,pieces of fried chicken,1,1
ILOILO,ZARRAGA,fresh fish,pieces or units,1,bilog,1,1
ILOILO,ZARRAGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,ZARRAGA,loaf bread,medium packs,1,medium,1,1
ILOILO,ZARRAGA,loaf bread,small packs,1,small,1,1
ILOILO,ZARRAGA,mango,pieces or units,1,bilog,1,1
ILOILO,ZARRAGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,ZARRAGA,rice,salmon,1,salmon,1,1
NEGROS OCCIDENTAL,BINALBAGAN,cabbage,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,BINALBAGAN,camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,BINALBAGAN,camote tops,bundle,1,bundle,1,1
NEGROS OCCIDENTAL,BINALBAGAN,chicken,bilog,1,bilog,1,1
NEGROS OCCIDENTAL,BINALBAGAN,chicken,whole (chicken),1,whole (chicken),1,1
NEGROS OCCIDENTAL,BINALBAGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,BINALBAGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
NEGROS OCCIDENTAL,BINALBAGAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,1,1
NEGROS OCCIDENTAL,BINALBAGAN,loaf bread,large packs,1,large,1,1
NEGROS OCCIDENTAL,BINALBAGAN,loaf bread,medium packs,1,medium,1,1
NEGROS OCCIDENTAL,BINALBAGAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,1,1
NEGROS OCCIDENTAL,CALATRAVA,cabbage,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,CALATRAVA,camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,CALATRAVA,camote tops,bundle,1,bundle,1,1
NEGROS OCCIDENTAL,CALATRAVA,carrot,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,CALATRAVA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
NEGROS OCCIDENTAL,CALATRAVA,fresh fish,cup,1,cup,1,1
NEGROS OCCIDENTAL,CALATRAVA,"liquor (e.g, whisky, coconut wine)",cup,1,cup,1,1
NEGROS OCCIDENTAL,CALATRAVA,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
NEGROS OCCIDENTAL,CALATRAVA,loaf bread,large packs,1,large,1,1
NEGROS OCCIDENTAL,CALATRAVA,loaf bread,small packs,1,small,1,1
NEGROS OCCIDENTAL,CALATRAVA,mango,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,CALATRAVA,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
NEGROS OCCIDENTAL,CALATRAVA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
NEGROS OCCIDENTAL,CALATRAVA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,pakete,1,1
NEGROS OCCIDENTAL,CANDONI,cabbage,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,CANDONI,camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,CANDONI,carrot,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,CANDONI,fresh fish,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,CANDONI,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1,cone,1,1
NEGROS OCCIDENTAL,CANDONI,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
NEGROS OCCIDENTAL,CANDONI,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
NEGROS OCCIDENTAL,CANDONI,loaf bread,medium packs,1,medium,1,1
NEGROS OCCIDENTAL,CANDONI,loaf bread,small packs,1,small,1,1
NEGROS OCCIDENTAL,CANDONI,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
NEGROS OCCIDENTAL,CAUAYAN,cabbage,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,CAUAYAN,camote,bilog,1,bilog,1,1
NEGROS OCCIDENTAL,CAUAYAN,camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,CAUAYAN,camote tops,tumpok,1,tumpok,1,1
NEGROS OCCIDENTAL,CAUAYAN,carrot,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,CAUAYAN,chicken,pieces or units,1,binilog,1,1
NEGROS OCCIDENTAL,CAUAYAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
NEGROS OCCIDENTAL,CAUAYAN,fresh fish,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,CAUAYAN,fresh fish,tumpok,1,tumpok,1,1
NEGROS OCCIDENTAL,CAUAYAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,CAUAYAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
NEGROS OCCIDENTAL,CAUAYAN,loaf bread,medium packs,1,medium,1,1
NEGROS OCCIDENTAL,CAUAYAN,loaf bread,small packs,1,small,1,1
NEGROS OCCIDENTAL,CAUAYAN,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),cabbage,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),camote,bilog,1,bilog,1,1
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),carrot,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),fresh fish,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),loaf bread,large packs,1,large,1,1
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),loaf bread,medium packs,1,medium,1,1
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),loaf bread,small packs,1,small,1,1
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1,lata,1,1
NEGROS OCCIDENTAL,HINIGARAN,cabbage,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,HINIGARAN,camote,bilog,1,bilog,1,1
NEGROS OCCIDENTAL,HINIGARAN,camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,HINIGARAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
NEGROS OCCIDENTAL,HINIGARAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tupperware,1,supper ware,1,1
NEGROS OCCIDENTAL,HINIGARAN,loaf bread,large packs,1,large,1,1
NEGROS OCCIDENTAL,HINIGARAN,loaf bread,medium packs,1,medium,1,1
NEGROS OCCIDENTAL,HINIGARAN,loaf bread,small packs,1,small,1,1
NEGROS OCCIDENTAL,HINIGARAN,mango,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,HINIGARAN,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
NEGROS OCCIDENTAL,HINIGARAN,rice,salmon,1,salmon,1,1
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),cabbage,pack,1,packs,1,1
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),camote tops,bundle,1,bundle,1,1
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),carrot,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,1,1
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),loaf bread,small packs,1,small,1,1
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,pakete,1,1
NEGROS OCCIDENTAL,ILOG,cabbage,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,ILOG,camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,ILOG,camote tops,bundle,1,bundle,1,1
NEGROS OCCIDENTAL,ILOG,carrot,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,ILOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,ILOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
NEGROS OCCIDENTAL,ILOG,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,1,1
NEGROS OCCIDENTAL,ILOG,loaf bread,large packs,1,large,1,1
NEGROS OCCIDENTAL,ILOG,loaf bread,medium packs,1,medium,1,1
NEGROS OCCIDENTAL,ILOG,loaf bread,small packs,1,small,1,1
NEGROS OCCIDENTAL,ILOG,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
NEGROS OCCIDENTAL,ILOG,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,1,1
NEGROS OCCIDENTAL,ISABELA,cabbage,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,ISABELA,camote,bilog,1,bilog,1,1
NEGROS OCCIDENTAL,ISABELA,camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,ISABELA,carrot,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,ISABELA,fresh fish,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,ISABELA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cup,1,cup,1,1
NEGROS OCCIDENTAL,ISABELA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,ISABELA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
NEGROS OCCIDENTAL,ISABELA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
NEGROS OCCIDENTAL,ISABELA,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
NEGROS OCCIDENTAL,ISABELA,loaf bread,large packs,1,large,1,1
NEGROS OCCIDENTAL,ISABELA,loaf bread,medium packs,1,medium,1,1
NEGROS OCCIDENTAL,ISABELA,mango,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,ISABELA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
NEGROS OCCIDENTAL,LA CASTELLANA,cabbage,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,LA CASTELLANA,camote,bilog,1,bilog,1,1
NEGROS OCCIDENTAL,LA CASTELLANA,camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,LA CASTELLANA,carrot,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,LA CASTELLANA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
NEGROS OCCIDENTAL,LA CASTELLANA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,LA CASTELLANA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
NEGROS OCCIDENTAL,LA CASTELLANA,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
NEGROS OCCIDENTAL,LA CASTELLANA,loaf bread,large packs,1,large,1,1
NEGROS OCCIDENTAL,LA CASTELLANA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
NEGROS OCCIDENTAL,LA CASTELLANA,rice,letse,1,letse,1,1
NEGROS OCCIDENTAL,MANAPLA,cabbage,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,MANAPLA,camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,MANAPLA,carrot,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,MANAPLA,chicken,bilog,1,bilog,1,1
NEGROS OCCIDENTAL,MANAPLA,chicken,whole (chicken),1,whole (chicken),1,1
NEGROS OCCIDENTAL,MANAPLA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
NEGROS OCCIDENTAL,MANAPLA,fresh fish,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,MANAPLA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,MANAPLA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
NEGROS OCCIDENTAL,MANAPLA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,1,1
NEGROS OCCIDENTAL,MANAPLA,loaf bread,large packs,1,large,1,1
NEGROS OCCIDENTAL,MANAPLA,loaf bread,small packs,1,small,1,1
NEGROS OCCIDENTAL,MANAPLA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
NEGROS OCCIDENTAL,MANAPLA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),cabbage,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),camote,bilog,1,bilog,1,1
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),carrot,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),loaf bread,medium packs,1,medium,1,1
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),loaf bread,small packs,1,small,1,1
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),mango,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),rice,salmon,1,salmon,1,1
NEGROS OCCIDENTAL,MURCIA,cabbage,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,MURCIA,camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,MURCIA,carrot,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,MURCIA,chicken,bilog,1,bilog,1,1
NEGROS OCCIDENTAL,MURCIA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,MURCIA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
NEGROS OCCIDENTAL,MURCIA,loaf bread,large packs,1,large,1,1
NEGROS OCCIDENTAL,MURCIA,loaf bread,medium packs,1,medium,1,1
NEGROS OCCIDENTAL,MURCIA,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
NEGROS OCCIDENTAL,MURCIA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
NEGROS OCCIDENTAL,PONTEVEDRA,camote,bilog,1,bilog,1,1
NEGROS OCCIDENTAL,PONTEVEDRA,camote,tumpok,1,tumpok(pile),1,1
NEGROS OCCIDENTAL,PONTEVEDRA,camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,PONTEVEDRA,carrot,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,PONTEVEDRA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
NEGROS OCCIDENTAL,PONTEVEDRA,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
NEGROS OCCIDENTAL,PONTEVEDRA,loaf bread,large packs,1,large,1,1
NEGROS OCCIDENTAL,PONTEVEDRA,loaf bread,medium packs,1,medium,1,1
NEGROS OCCIDENTAL,PONTEVEDRA,mango,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,PONTEVEDRA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
NEGROS OCCIDENTAL,PULUPANDAN,camote,bilog,1,bilog,1,1
NEGROS OCCIDENTAL,PULUPANDAN,camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,PULUPANDAN,carrot,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,PULUPANDAN,chicken,bilog,1,bilog,1,1
NEGROS OCCIDENTAL,PULUPANDAN,chicken,whole (chicken),1,whole (chicken),1,1
NEGROS OCCIDENTAL,PULUPANDAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
NEGROS OCCIDENTAL,PULUPANDAN,fresh fish,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,PULUPANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,PULUPANDAN,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
NEGROS OCCIDENTAL,PULUPANDAN,loaf bread,large packs,1,large,1,1
NEGROS OCCIDENTAL,PULUPANDAN,loaf bread,medium packs,1,medium,1,1
NEGROS OCCIDENTAL,PULUPANDAN,loaf bread,small packs,1,small,1,1
NEGROS OCCIDENTAL,PULUPANDAN,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
NEGROS OCCIDENTAL,PULUPANDAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,cabbage,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,camote tops,bundle,1,bundle,1,1
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,carrot,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,1,1
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,loaf bread,medium packs,1,medium,1,1
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,loaf bread,small packs,1,small,1,1
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1,lata,1,1
NEGROS OCCIDENTAL,SAN ENRIQUE,cabbage,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,SAN ENRIQUE,camote,bilog,1,bilog,1,1
NEGROS OCCIDENTAL,SAN ENRIQUE,camote tops,bugkos,1,bugkos,1,1
NEGROS OCCIDENTAL,SAN ENRIQUE,carrot,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,SAN ENRIQUE,fresh fish,pieces or units,1,bilog,1,1
NEGROS OCCIDENTAL,SAN ENRIQUE,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
