province,pull_municipal_city,cons_name,harmonized_nsu_unit,n_raw_units,raw_units,points_pooled,points_naive
AKLAN,ALTAVAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1,lata,1,1
AKLAN,ALTAVAS,rice,gantang,1,ganta,1,1
AKLAN,ALTAVAS,rice,letse,1,letse,1,1
AKLAN,BANGA,camote tops,bundle,1,bundle,1,1
AKLAN,BANGA,carrot,pieces or units,1,binilog,1,1
AKLAN,BANGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,binilog,1,1
AKLAN,BANGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
AKLAN,BANGA,loaf bread,large packs,1,mabahoe nga putos,1,1
AKLAN,BANGA,loaf bread,medium packs,1,kasarangan nga putos,1,1
AKLAN,BANGA,mango,pieces or units,1,binilog,1,1
AKLAN,BANGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
AKLAN,BATAN,camote tops,bugkos,1,bugkos,1,1
AKLAN,BATAN,camote tops,bundle,1,bundle,1,1
AKLAN,BATAN,chicken,pieces or units,1,binilog,1,1
AKLAN,BATAN,chicken,whole (chicken),1,whole (chicken),1,1
AKLAN,BATAN,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
AKLAN,BATAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,binilog,1,1
AKLAN,BATAN,fresh fish,pieces or units,1,binilog,1,1
AKLAN,BATAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,binilog,1,1
AKLAN,BATAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
AKLAN,BATAN,mango,pieces or units,1,binilog,1,1
AKLAN,BATAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
AKLAN,BATAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1,lata,1,1
AKLAN,BATAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,1,1
AKLAN,BATAN,rice,gantang,1,ganta,1,1
AKLAN,BURUANGA,cabbage,pieces or units,1,binilog,1,1
AKLAN,BURUANGA,cabbage,small packs,1,small pack for pancit (noodles),1,1
AKLAN,BURUANGA,camote,binilog,1,binilog,1,1
AKLAN,BURUANGA,camote tops,bundle,1,bundle,1,1
AKLAN,BURUANGA,chicken,pieces or units,1,binilog,1,1
AKLAN,BURUANGA,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
AKLAN,BURUANGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pack,1,packs,1,1
AKLAN,BURUANGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,binilog,1,1
AKLAN,BURUANGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,maisot nga tasa,1,1
AKLAN,BURUANGA,loaf bread,large packs,1,dalagku nga putos,1,1
AKLAN,BURUANGA,loaf bread,medium packs,1,kasarangan nga putos,1,1
AKLAN,BURUANGA,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
AKLAN,BURUANGA,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
AKLAN,BURUANGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
AKLAN,BURUANGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,1,1
AKLAN,BURUANGA,rice,letse,1,letse,1,1
AKLAN,IBAJAY,camote,binilog,1,binilog,1,1
AKLAN,IBAJAY,camote tops,bugkos,1,bugkos,1,1
AKLAN,IBAJAY,camote tops,bundle,1,bundle,1,1
AKLAN,IBAJAY,chicken,whole (chicken),1,whole (chicken),1,1
AKLAN,IBAJAY,fresh fish,pieces or units,1,binilog,1,1
AKLAN,IBAJAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
AKLAN,IBAJAY,mango,pieces or units,1,binilog,1,1
AKLAN,IBAJAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
AKLAN,LIBACAO,cabbage,pieces or units,1,binilog,1,1
AKLAN,LIBACAO,camote tops,bugkos,1,bugkos,1,1
AKLAN,LIBACAO,camote tops,bundle,1,bundle,1,1
AKLAN,LIBACAO,chicken,bilog,1,bilog,1,1
AKLAN,LIBACAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,binilog,1,1
AKLAN,LIBACAO,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,1,1
AKLAN,LIBACAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,binilog,1,1
AKLAN,LIBACAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
AKLAN,LIBACAO,mango,pieces or units,1,binilog,1,1
AKLAN,LIBACAO,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
AKLAN,LIBACAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
AKLAN,LIBACAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
AKLAN,LIBACAO,rice,salmon,1,salmon,1,1
AKLAN,MADALAG,camote,binilog,1,binilog,1,1
AKLAN,MADALAG,camote tops,bugkos,1,bugkos,1,1
AKLAN,MADALAG,camote tops,bundle,1,bundle,1,1
AKLAN,MADALAG,fresh fish,pieces or units,1,binilog,1,1
AKLAN,MADALAG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
AKLAN,MADALAG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,maisot nga tasa,1,1
AKLAN,MADALAG,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
AKLAN,MADALAG,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
AKLAN,MAKATO,cabbage,pieces or units,1,binilog,1,1
AKLAN,MAKATO,camote tops,bundle,1,bundle,1,1
AKLAN,MAKATO,carrot,pieces or units,1,binilog,1,1
AKLAN,MAKATO,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,binilog,1,1
AKLAN,MAKATO,fresh fish,pieces or units,1,binilog,1,1
AKLAN,MAKATO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,binilog,1,1
AKLAN,MAKATO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,maisot nga tasa,1,1
AKLAN,MAKATO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lapad,1,1
AKLAN,MAKATO,loaf bread,small packs,1,maisot nga putos,1,1
AKLAN,MAKATO,mango,pieces or units,1,binilog,1,1
AKLAN,MAKATO,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
AKLAN,MAKATO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,1,1
AKLAN,MALAY,camote,binilog,1,binilog,1,1
AKLAN,MALAY,camote tops,bugkos,1,bugkos,1,1
AKLAN,MALAY,camote tops,bundle,1,bundle,1,1
AKLAN,MALAY,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,binilog,1,1
AKLAN,MALAY,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
AKLAN,MALAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
AKLAN,MALAY,mango,pieces or units,1,binilog,1,1
AKLAN,MALAY,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
AKLAN,MALAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
AKLAN,MALAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
AKLAN,MALAY,rice,gantang,1,ganta,1,1
AKLAN,MALINAO,cabbage,pieces or units,1,binilog,1,1
AKLAN,MALINAO,camote tops,2bond,1,2bond,1,1
AKLAN,MALINAO,camote tops,3bugkos,1,3bugkos,1,1
AKLAN,MALINAO,camote tops,bugkos,1,1bugkus,1,1
AKLAN,MALINAO,camote tops,bundle,1,bundle,1,1
AKLAN,MALINAO,carrot,pieces or units,1,binilog,1,1
AKLAN,MALINAO,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
AKLAN,MALINAO,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
AKLAN,MALINAO,fresh fish,pieces or units,1,binilog,1,1
AKLAN,MALINAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,binilog,1,1
AKLAN,MALINAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
AKLAN,MALINAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,maisot nga tasa,1,1
AKLAN,MALINAO,loaf bread,100pcs of pandesal,1,100pcs of pandesal,1,1
AKLAN,MALINAO,loaf bread,medium packs,1,kasarangan nga putos,1,1
AKLAN,MALINAO,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
AKLAN,MALINAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
AKLAN,MALINAO,rice,gantang,1,ganta,1,1
AKLAN,NABAS,cabbage,pieces or units,1,binilog,1,1
AKLAN,NABAS,camote tops,bugkos,1,bugkos,1,1
AKLAN,NABAS,camote tops,bundle,1,bundle,1,1
AKLAN,NABAS,carrot,pieces or units,1,binilog,1,1
AKLAN,NABAS,chicken,whole (chicken),1,whole (chicken),1,1
AKLAN,NABAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,maisot nga tasa,1,1
AKLAN,NABAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
AKLAN,NEW WASHINGTON,cabbage,pieces or units,1,binilog,1,1
AKLAN,NEW WASHINGTON,camote tops,bugkos,1,bugkos,1,1
AKLAN,NEW WASHINGTON,camote tops,bundle,1,bundle,1,1
AKLAN,NEW WASHINGTON,carrot,pieces or units,1,binilog,1,1
AKLAN,NEW WASHINGTON,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,1,1
AKLAN,NEW WASHINGTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,binilog,1,1
AKLAN,NEW WASHINGTON,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
AKLAN,NEW WASHINGTON,loaf bread,large packs,1,mabahoe nga putos,1,1
AKLAN,NEW WASHINGTON,loaf bread,medium packs,1,kasarangan nga putos,1,1
AKLAN,NEW WASHINGTON,loaf bread,small packs,1,maisot nga putos,1,1
AKLAN,NEW WASHINGTON,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
AKLAN,NEW WASHINGTON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1,putos,1,1
AKLAN,TANGALAN,cabbage,pieces or units,1,binilog,1,1
AKLAN,TANGALAN,camote tops,bundle,1,bundle,1,1
AKLAN,TANGALAN,carrot,pieces or units,1,binilog,1,1
AKLAN,TANGALAN,chicken,whole (chicken),1,whole (chicken),1,1
AKLAN,TANGALAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,binilog,1,1
AKLAN,TANGALAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,binilog,1,1
AKLAN,TANGALAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lapad,1,1
AKLAN,TANGALAN,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
AKLAN,TANGALAN,loaf bread,large packs,1,mabahoe nga putos,1,1
AKLAN,TANGALAN,loaf bread,medium packs,1,kasarangan nga putos,1,1
AKLAN,TANGALAN,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
AKLAN,TANGALAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
ANTIQUE,BARBAZA,cabbage,pieces or units,1,bilog,1,1
ANTIQUE,BARBAZA,camote,bilog,1,bilog,1,1
ANTIQUE,BARBAZA,camote tops,bundle,1,bundle,1,1
ANTIQUE,BARBAZA,carrot,pieces or units,1,bilog,1,1
ANTIQUE,BARBAZA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ANTIQUE,BARBAZA,fresh fish,pieces or units,1,bilog,1,1
ANTIQUE,BARBAZA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
ANTIQUE,BARBAZA,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ANTIQUE,BARBAZA,mango,pieces or units,1,bilog,1,1
ANTIQUE,BARBAZA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ANTIQUE,BARBAZA,rice,letse,1,letse,1,1
ANTIQUE,BELISON,camote,binilog,1,binilog,1,1
ANTIQUE,BELISON,camote tops,bugkos,1,bugkos,1,1
ANTIQUE,BELISON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ANTIQUE,BELISON,"liquor (e.g, whisky, coconut wine)",bul,1,bul,1,1
ANTIQUE,BELISON,"liquor (e.g, whisky, coconut wine)",gin,1,gin,1,1
ANTIQUE,BELISON,"liquor (e.g, whisky, coconut wine)",jr,1,jr,1,1
ANTIQUE,BELISON,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ANTIQUE,BELISON,loaf bread,medium packs,1,medium nga putos,1,1
ANTIQUE,BELISON,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
ANTIQUE,BELISON,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ANTIQUE,BUGASONG,camote,bilog,1,bilog,1,1
ANTIQUE,BUGASONG,camote tops,bugkos,1,bugkos,1,1
ANTIQUE,BUGASONG,camote tops,bundle,1,bundle,1,1
ANTIQUE,BUGASONG,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ANTIQUE,BUGASONG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ANTIQUE,BUGASONG,loaf bread,small packs,1,gagmay nga putos,1,1
ANTIQUE,BUGASONG,mango,pieces or units,1,binilog,1,1
ANTIQUE,BUGASONG,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
ANTIQUE,BUGASONG,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ANTIQUE,BUGASONG,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1,lata,1,1
ANTIQUE,BUGASONG,rice,letse,1,letse,1,1
ANTIQUE,BUGASONG,rice,salmon,1,salmon,1,1
ANTIQUE,CULASI,camote,bilog,1,bilog,1,1
ANTIQUE,CULASI,camote tops,bugkos,1,bugkos,1,1
ANTIQUE,CULASI,camote tops,bundle,1,bundle,1,1
ANTIQUE,CULASI,chicken,whole (chicken),1,whole (chicken),1,1
ANTIQUE,CULASI,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,1,1
ANTIQUE,CULASI,fresh fish,pieces or units,1,bilog,1,1
ANTIQUE,CULASI,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ANTIQUE,CULASI,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ANTIQUE,CULASI,mango,pieces or units,1,binilog,1,1
ANTIQUE,CULASI,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
ANTIQUE,CULASI,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ANTIQUE,CULASI,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,piraso,1,1
ANTIQUE,CULASI,rice,gantang,1,ganta,1,1
ANTIQUE,CULASI,rice,letse,1,letse,1,1
ANTIQUE,HAMTIC,camote,bilog,1,bilog,1,1
ANTIQUE,HAMTIC,camote,tumpok,1,tupok,1,1
ANTIQUE,HAMTIC,camote tops,bugkos,1,bugkos,1,1
ANTIQUE,HAMTIC,camote tops,bundle,1,bundle,1,1
ANTIQUE,HAMTIC,"crackers, cookies, buiscuits, chips/curls",balde,1,balde,1,1
ANTIQUE,HAMTIC,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
ANTIQUE,HAMTIC,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ANTIQUE,HAMTIC,fresh fish,pieces or units,1,binilog,1,1
ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1,cone,1,1
ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone ( dirty ice cream ) 10 pesos per cone,1,cone ( dirty ice cream ) 10 pesos per cone,1,1
ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ANTIQUE,HAMTIC,"mineral or spring water, all drinking water sold in containers",tab,1,tab,1,1
ANTIQUE,HAMTIC,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ANTIQUE,HAMTIC,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
ANTIQUE,HAMTIC,rice,gantang,1,ganta,1,1
ANTIQUE,HAMTIC,rice,letse,1,letse,1,1
ANTIQUE,LAUA-AN,camote tops,bugkos,1,bugkos,1,1
ANTIQUE,LAUA-AN,camote tops,bundle,1,bundle,1,1
ANTIQUE,LAUA-AN,chicken,pieces or units,1,pieces or units,1,1
ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ANTIQUE,LAUA-AN,fresh fish,pieces or units,1,binilog,1,1
ANTIQUE,LAUA-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ANTIQUE,LAUA-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,small cup (translate),1,1
ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ANTIQUE,LAUA-AN,loaf bread,large packs,1,daragkul nga putos,1,1
ANTIQUE,LAUA-AN,loaf bread,medium packs,1,medium nga putos,1,1
ANTIQUE,LAUA-AN,loaf bread,small packs,1,gagmay nga putos,1,1
ANTIQUE,LAUA-AN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ANTIQUE,LAUA-AN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
ANTIQUE,LIBERTAD,camote,bilog,1,bilog,1,1
ANTIQUE,LIBERTAD,camote tops,bugkos,1,bugkos,1,1
ANTIQUE,LIBERTAD,camote tops,bundle,1,bundle,1,1
ANTIQUE,LIBERTAD,carrot,pack,1,pack,1,1
ANTIQUE,LIBERTAD,chicken,pieces or units,1,piraso,1,1
ANTIQUE,LIBERTAD,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
ANTIQUE,LIBERTAD,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ANTIQUE,LIBERTAD,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ANTIQUE,LIBERTAD,loaf bread,medium packs,1,medium nga putos,1,1
ANTIQUE,LIBERTAD,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ANTIQUE,LIBERTAD,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ANTIQUE,PANDAN,beef,patupa,1,patupa,1,1
ANTIQUE,PANDAN,cabbage,pack,1,pack,1,1
ANTIQUE,PANDAN,camote tops,bugkos,1,bugkos,1,1
ANTIQUE,PANDAN,camote tops,bundle,1,bundle,1,1
ANTIQUE,PANDAN,carrot,pack,1,pack,1,1
ANTIQUE,PANDAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ANTIQUE,PANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ANTIQUE,PANDAN,"liquor (e.g, whisky, coconut wine)",baso,1,baso,1,1
ANTIQUE,PANDAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,1,lipid / lapad,1,1
ANTIQUE,PANDAN,loaf bread,medium packs,1,medium nga putos,1,1
ANTIQUE,PANDAN,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ANTIQUE,PANDAN,pork,pieces barbeque,1,pieces barbeque,1,1
ANTIQUE,PANDAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ANTIQUE,PANDAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
ANTIQUE,PATNONGON,cabbage,putos (mix vegetable),1,mixmix,1,1
ANTIQUE,PATNONGON,camote,bilog,1,bilog,1,1
ANTIQUE,PATNONGON,camote,tumpok,1,tumpok,1,1
ANTIQUE,PATNONGON,camote tops,bugkos,1,bugkos,1,1
ANTIQUE,PATNONGON,camote tops,bundle,1,bundle,1,1
ANTIQUE,PATNONGON,carrot,putos (mix vegetable),1,mixmix,1,1
ANTIQUE,PATNONGON,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ANTIQUE,PATNONGON,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ANTIQUE,PATNONGON,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
ANTIQUE,SAN REMIGIO,camote,bilog,1,bilog,1,1
ANTIQUE,SAN REMIGIO,camote,tumpok,1,tumpok,1,1
ANTIQUE,SAN REMIGIO,camote tops,bugkos,1,bugkos,1,1
ANTIQUE,SAN REMIGIO,camote tops,bundle,1,bundle,1,1
ANTIQUE,SAN REMIGIO,chicken,bilog,1,bilog,1,1
ANTIQUE,SAN REMIGIO,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ANTIQUE,SAN REMIGIO,fresh fish,pieces or units,1,binilog,1,1
ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",ball (tuba),1,ball (tuba),1,1
ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",glass,1,glass,1,1
ANTIQUE,SAN REMIGIO,loaf bread,small packs,1,gagmay nga putos,1,1
ANTIQUE,SAN REMIGIO,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ANTIQUE,SAN REMIGIO,mango,pieces or units,1,binilog,1,1
ANTIQUE,SAN REMIGIO,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
ANTIQUE,SAN REMIGIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ANTIQUE,SAN REMIGIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
ANTIQUE,SEBASTE,camote tops,bugkos,1,bugkos,1,1
ANTIQUE,SEBASTE,camote tops,bundle,1,bundle,1,1
ANTIQUE,SEBASTE,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ANTIQUE,SEBASTE,fresh fish,pieces or units,1,binilog,1,1
ANTIQUE,SEBASTE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ANTIQUE,SEBASTE,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ANTIQUE,SEBASTE,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
ANTIQUE,SIBALOM,camote,tumpok,1,tumpok,1,1
ANTIQUE,SIBALOM,camote tops,bugkos,1,bugkos,1,1
ANTIQUE,SIBALOM,camote tops,bundle,1,bundle,1,1
ANTIQUE,SIBALOM,carrot,tumpok,1,tumpok / plastic,1,1
ANTIQUE,SIBALOM,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ANTIQUE,SIBALOM,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ANTIQUE,SIBALOM,fresh fish,pieces or units,1,bilog,1,1
ANTIQUE,SIBALOM,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",apa,1,apa,1,1
ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",14 tasa,1,14 tasa,1,1
ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",7 ball,1,7 ball,1,1
ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",boll,1,boll,1,1
ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",coconut wine,1,coconut wine,1,1
ANTIQUE,SIBALOM,"liquor (e.g, whisky, coconut wine)",takal ng tuba,1,takal ng tuba,1,1
ANTIQUE,SIBALOM,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ANTIQUE,SIBALOM,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
ANTIQUE,SIBALOM,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ANTIQUE,SIBALOM,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
ANTIQUE,SIBALOM,rice,gantang,1,ganta,1,1
ANTIQUE,TIBIAO,beer,case,1,1 case,1,1
ANTIQUE,TIBIAO,cabbage,pieces or units,1,binilog,1,1
ANTIQUE,TIBIAO,camote,bilog,1,bilog,1,1
ANTIQUE,TIBIAO,camote tops,bugkos,1,bugkos,1,1
ANTIQUE,TIBIAO,camote tops,bundle,1,bundle,1,1
ANTIQUE,TIBIAO,carrot,pieces or units,1,binilog,1,1
ANTIQUE,TIBIAO,chicken,bilog,1,bilog,1,1
ANTIQUE,TIBIAO,chicken,pieces or units,1,binilog,1,1
ANTIQUE,TIBIAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,binilog,1,1
ANTIQUE,TIBIAO,loaf bread,medium packs,1,medium nga putos,1,1
ANTIQUE,TIBIAO,loaf bread,small packs,1,gagmay nga putos,1,1
ANTIQUE,TIBIAO,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ANTIQUE,TIBIAO,rice,salmon,1,salmon,1,1
ANTIQUE,TOBIAS FORNIER,camote,bilog,1,bilog,1,1
ANTIQUE,TOBIAS FORNIER,camote tops,bugkos,1,bugkos,1,1
ANTIQUE,TOBIAS FORNIER,camote tops,bundle,1,bundle,1,1
ANTIQUE,TOBIAS FORNIER,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,1,1
ANTIQUE,TOBIAS FORNIER,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ANTIQUE,TOBIAS FORNIER,fresh fish,pieces or units,1,binilog,1,1
ANTIQUE,TOBIAS FORNIER,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ANTIQUE,TOBIAS FORNIER,loaf bread,small packs,1,gagmay nga putos,1,1
ANTIQUE,TOBIAS FORNIER,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ANTIQUE,TOBIAS FORNIER,mango,pieces or units,1,binilog,1,1
ANTIQUE,TOBIAS FORNIER,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ANTIQUE,TOBIAS FORNIER,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1,lata,1,1
ANTIQUE,TOBIAS FORNIER,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
ANTIQUE,TOBIAS FORNIER,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
