province,pull_municipal_city,cons_name,pull_nsu_unit,cleaned_nsu_unit,harmonized_nsu_unit,source,cell_merge_with,n_cell_merged,cause_label,in_MS_as,fallback_harmonized_nsu_unit,price_case_id
NEGROS OCCIDENTAL,ILOG,carrot,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,ISABELA,carrot,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,LA CASTELLANA,carrot,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,MANAPLA,carrot,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),carrot,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,MURCIA,carrot,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,PONTEVEDRA,carrot,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,PULUPANDAN,carrot,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,carrot,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,SAN ENRIQUE,carrot,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,TOBOSO,carrot,bilog,bilog,pieces or units,MS & Price,,1,,,,
NEGROS OCCIDENTAL,VALLADOLID,carrot,bilog,bilog,pieces or units,MS & Price,pieces or units,2,,,,
NEGROS OCCIDENTAL,VALLADOLID,carrot,pieces or units,pieces or units,pieces or units,MS & Price,bilog,2,,,,
AKLAN,ALTAVAS,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11499.0
AKLAN,ALTAVAS,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,ALTAVAS,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
AKLAN,BANGA,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,BANGA,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
AKLAN,BATAN,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,BATAN,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
AKLAN,BURUANGA,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,BURUANGA,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
AKLAN,IBAJAY,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,IBAJAY,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
AKLAN,LIBACAO,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11550.0
AKLAN,LIBACAO,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,LIBACAO,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
AKLAN,MADALAG,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,MADALAG,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
AKLAN,MAKATO,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
AKLAN,MALAY,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11579.0
AKLAN,MALAY,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
AKLAN,MALINAO,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,MALINAO,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
AKLAN,NABAS,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
AKLAN,NABAS,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
AKLAN,NEW WASHINGTON,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
AKLAN,TANGALAN,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ANTIQUE,BARBAZA,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11601.0
ANTIQUE,BARBAZA,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ANTIQUE,BELISON,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
ANTIQUE,BELISON,chicken,bilog nga manok,whole (chicken),whole (chicken),MS & Price,,1,,,,
ANTIQUE,BUGASONG,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11614.0
ANTIQUE,BUGASONG,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
ANTIQUE,BUGASONG,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,harmonizable,whole (chicken),,11615.0
ANTIQUE,BUGASONG,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,bilog nga manok,2,,,,
ANTIQUE,CULASI,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11628.0
ANTIQUE,CULASI,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ANTIQUE,HAMTIC,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11643.0
ANTIQUE,HAMTIC,chicken,binilog,binilog,pieces or units,Price Only,,1,empty/uncommon,,,11645.0
ANTIQUE,HAMTIC,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,harmonizable,whole (chicken),,11644.0
ANTIQUE,HAMTIC,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,bilog nga manok,2,,,,
ANTIQUE,LAUA-AN,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11660.0
ANTIQUE,LAUA-AN,chicken,pieces or units,pieces or units,pieces or units,Price Only,,1,empty/uncommon,,,11662.0
ANTIQUE,LAUA-AN,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,harmonizable,whole (chicken),,11661.0
ANTIQUE,LAUA-AN,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,bilog nga manok,2,,,,
ANTIQUE,LIBERTAD,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11677.0
ANTIQUE,LIBERTAD,chicken,piraso,piraso,pieces or units,MS & Price,,1,,,,
ANTIQUE,LIBERTAD,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,harmonizable,whole (chicken),,11678.0
ANTIQUE,LIBERTAD,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,bilog nga manok,2,,,,
ANTIQUE,PANDAN,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11693.0
ANTIQUE,PANDAN,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,harmonizable,whole (chicken),,11694.0
ANTIQUE,PANDAN,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,bilog nga manok,2,,,,
ANTIQUE,PATNONGON,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11709.0
ANTIQUE,PATNONGON,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
ANTIQUE,PATNONGON,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,harmonizable,whole (chicken),,11710.0
ANTIQUE,PATNONGON,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,bilog nga manok,2,,,,
ANTIQUE,SAN REMIGIO,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ANTIQUE,SAN REMIGIO,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
ANTIQUE,SAN REMIGIO,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,empty/uncommon,,bilog,11728.0
ANTIQUE,SAN REMIGIO,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,bilog nga manok,2,empty/uncommon,,bilog,11729.0
ANTIQUE,SEBASTE,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11745.0
ANTIQUE,SEBASTE,chicken,binilog,binilog,pieces or units,Price Only,,1,empty/uncommon,,,11747.0
ANTIQUE,SEBASTE,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,harmonizable,whole (chicken),,11746.0
ANTIQUE,SEBASTE,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,bilog nga manok,2,,,,
ANTIQUE,SIBALOM,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ANTIQUE,SIBALOM,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
ANTIQUE,SIBALOM,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,empty/uncommon,,bilog,11758.0
ANTIQUE,SIBALOM,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,bilog nga manok,2,empty/uncommon,,bilog,11759.0
ANTIQUE,TIBIAO,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11781.0
ANTIQUE,TIBIAO,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
ANTIQUE,TIBIAO,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,harmonizable,whole (chicken),,11782.0
ANTIQUE,TIBIAO,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,bilog nga manok,2,,,,
ANTIQUE,TOBIAS FORNIER,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11791.0
ANTIQUE,TOBIAS FORNIER,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
ANTIQUE,TOBIAS FORNIER,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,buong (manok); whole (chicken),3,harmonizable,whole (chicken),,11792.0
ANTIQUE,TOBIAS FORNIER,chicken,buong (manok),buong (manok),whole (chicken),Price Only,bilog nga manok; whole (chicken),3,harmonizable,whole (chicken),,11793.0
ANTIQUE,TOBIAS FORNIER,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,bilog nga manok; buong (manok),3,,,,
ANTIQUE,VALDERRAMA,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11808.0
ANTIQUE,VALDERRAMA,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
ANTIQUE,VALDERRAMA,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,harmonizable,whole (chicken),,11809.0
ANTIQUE,VALDERRAMA,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,bilog nga manok,2,,,,
CAPIZ,CUARTERO,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,CUARTERO,chicken,pieces or units,pieces or units,pieces or units,MS & Price,,1,,,,
CAPIZ,CUARTERO,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
CAPIZ,DAO,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,DAO,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
CAPIZ,DUMALAG,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11824.0
CAPIZ,DUMALAG,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
CAPIZ,DUMARAO,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,DUMARAO,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,empty/uncommon,,bilog,11833.0
CAPIZ,DUMARAO,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,bilog nga manok,2,empty/uncommon,,bilog,11834.0
CAPIZ,IVISAN,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11839.0
CAPIZ,IVISAN,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
CAPIZ,JAMINDAN,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,JAMINDAN,chicken,chicken wings,chicken wings,chicken wings,MS & Price,,1,,,,
CAPIZ,JAMINDAN,chicken,binilog,binilog,pieces or units,Price Only,,1,empty/uncommon,,,11853.0
CAPIZ,JAMINDAN,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
CAPIZ,MA-AYON,chicken,1order,1order,1order,Price Only,,1,nonsensical (recoverable),,,11864.0
CAPIZ,MA-AYON,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11865.0
CAPIZ,MA-AYON,chicken,pack,pack,pack,MS & Price,,1,,,,
CAPIZ,MA-AYON,chicken,slice,slice,slice,Price Only,,1,empty/uncommon,,,11866.0
CAPIZ,MA-AYON,chicken,tingi tingi,tingi tingi,tingi tingi,Price Only,,1,nonsensical (unmappable),,,11867.0
CAPIZ,MA-AYON,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
CAPIZ,MAMBUSAO,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,MAMBUSAO,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
CAPIZ,PANAY,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,PANAY,chicken,sliced,slice,slice,MS & Price,,1,,,,
CAPIZ,PANAY,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,,1,empty/uncommon,,bilog,11892.0
CAPIZ,PANITAN,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11905.0
CAPIZ,PANITAN,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
CAPIZ,PILAR,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11913.0
CAPIZ,PILAR,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
CAPIZ,PONTEVEDRA,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,PONTEVEDRA,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,,1,empty/uncommon,,bilog,11930.0
CAPIZ,PRESIDENT ROXAS,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
CAPIZ,PRESIDENT ROXAS,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,,1,empty/uncommon,,bilog,11935.0
CAPIZ,SAPI-AN,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
CAPIZ,SIGMA,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11954.0
CAPIZ,SIGMA,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
CAPIZ,TAPAZ,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11971.0
CAPIZ,TAPAZ,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,AJUY,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),11986.0
ILOILO,AJUY,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,ALIMODIAN,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,ALIMODIAN,chicken,patupong,patupong,patupong,Price Only,,1,nonsensical (unmappable),,,11997.0
ILOILO,ALIMODIAN,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
ILOILO,ALIMODIAN,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,empty/uncommon,,bilog,11996.0
ILOILO,ALIMODIAN,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,bilog nga manok,2,empty/uncommon,,bilog,11998.0
ILOILO,ANILAO,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,ANILAO,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,,1,empty/uncommon,,bilog,12007.0
ILOILO,BADIANGAN,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12008.0
ILOILO,BADIANGAN,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,BALASAN,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,BALASAN,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,,1,empty/uncommon,,bilog,12021.0
ILOILO,BANATE,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,BANATE,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,,1,empty/uncommon,,bilog,12035.0
ILOILO,BAROTAC NUEVO,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,BAROTAC NUEVO,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,BAROTAC VIEJO,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,BAROTAC VIEJO,chicken,1/2,half,half,Price Only,,1,nonsensical (unmappable),,,12057.0
ILOILO,BAROTAC VIEJO,chicken,pieces or units,pieces or units,pieces or units,Price Only,,1,empty/uncommon,,,12058.0
ILOILO,BAROTAC VIEJO,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,,1,empty/uncommon,,bilog,12059.0
ILOILO,BATAD,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12076.0
ILOILO,BATAD,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,BINGAWAN,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12083.0
ILOILO,BINGAWAN,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,CABATUAN,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12089.0
ILOILO,CABATUAN,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,CALINOG,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12095.0
ILOILO,CALINOG,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,CARLES,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12103.0
ILOILO,CARLES,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,whole chicken,2,,,,
ILOILO,CARLES,chicken,whole chicken,whole (chicken),whole (chicken),MS & Price,whole (chicken),2,,,,
ILOILO,CONCEPCION,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,CONCEPCION,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,,1,empty/uncommon,,bilog,12114.0
ILOILO,DINGLE,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,DINGLE,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,,1,empty/uncommon,,bilog,12127.0
ILOILO,DUEAS,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12144.0
ILOILO,DUEAS,chicken,patopung,patopung,patopung,Price Only,,1,nonsensical (unmappable),,,12145.0
ILOILO,DUEAS,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,DUMANGAS,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,,12158.0
ILOILO,DUMANGAS,chicken,putos,putos,putos,Price Only,,1,empty/uncommon,,,12159.0
ILOILO,DUMANGAS,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,,1,empty/uncommon,,,12160.0
ILOILO,ESTANCIA,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,GUIMBAL,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,GUIMBAL,chicken,binilog,binilog,pieces or units,Price Only,,1,empty/uncommon,,,12177.0
ILOILO,GUIMBAL,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,IGBARAS,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,IGBARAS,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,whole chicken,2,empty/uncommon,,bilog,12184.0
ILOILO,IGBARAS,chicken,whole chicken,whole (chicken),whole (chicken),Price Only,whole (chicken),2,empty/uncommon,,bilog,12185.0
ILOILO,JANIUAY,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12195.0
ILOILO,JANIUAY,chicken,patupa,patupa,patupa,MS & Price,,1,,,,
ILOILO,JANIUAY,chicken,binilog,binilog,pieces or units,Price Only,,1,empty/uncommon,,,12197.0
ILOILO,JANIUAY,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole; whole (chicken),3,harmonizable,whole (chicken),,12196.0
ILOILO,JANIUAY,chicken,whole,whole (chicken),whole (chicken),MS & Price,bilog nga manok; whole (chicken),3,,,,
ILOILO,JANIUAY,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,bilog nga manok; whole,3,,,,
ILOILO,LAMBUNAO,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12208.0
ILOILO,LAMBUNAO,chicken,binilog,binilog,pieces or units,Price Only,,1,empty/uncommon,,,12210.0
ILOILO,LAMBUNAO,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,harmonizable,whole (chicken),,12209.0
ILOILO,LAMBUNAO,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,bilog nga manok,2,,,,
ILOILO,LEGANES,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,LEGANES,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,,1,empty/uncommon,,bilog,12226.0
ILOILO,LEMERY,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12234.0
ILOILO,LEMERY,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,LEON,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12253.0
ILOILO,LEON,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,harmonizable,whole (chicken),,12254.0
ILOILO,LEON,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,bilog nga manok,2,,,,
ILOILO,MAASIN,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12265.0
ILOILO,MAASIN,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,MIAGAO,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12280.0
ILOILO,MIAGAO,chicken,binilog,binilog,pieces or units,Price Only,,1,empty/uncommon,,,12282.0
ILOILO,MIAGAO,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,harmonizable,whole (chicken),,12281.0
ILOILO,MIAGAO,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,bilog nga manok,2,,,,
ILOILO,MINA,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12296.0
ILOILO,MINA,chicken,piraso,piraso,pieces or units,Price Only,,1,empty/uncommon,,,12297.0
ILOILO,MINA,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,NEW LUCENA,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12312.0
ILOILO,NEW LUCENA,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,OTON,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,OTON,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,,1,empty/uncommon,,bilog,12318.0
ILOILO,POTOTAN,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12328.0
ILOILO,POTOTAN,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,SAN DIONISIO,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,SAN DIONISIO,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,,1,empty/uncommon,,bilog,12335.0
ILOILO,SAN ENRIQUE,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12347.0
ILOILO,SAN ENRIQUE,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,SAN JOAQUIN,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,SAN JOAQUIN,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
ILOILO,SAN JOAQUIN,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,empty/uncommon,,bilog,12360.0
ILOILO,SAN JOAQUIN,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,bilog nga manok,2,empty/uncommon,,bilog,12361.0
ILOILO,SAN MIGUEL,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12370.0
ILOILO,SAN MIGUEL,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,SAN RAFAEL,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,SAN RAFAEL,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,SANTA BARBARA,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12381.0
ILOILO,SANTA BARBARA,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,SARA,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12384.0
ILOILO,SARA,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,TIGBAUAN,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,TIGBAUAN,chicken,pieces or units,pieces or units,pieces or units,MS & Price,,1,,,,
ILOILO,TIGBAUAN,chicken,slice,slice,slice,MS & Price,,1,,,,
ILOILO,TIGBAUAN,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
ILOILO,TUBUNGAN,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,TUBUNGAN,chicken,binilog,binilog,pieces or units,Price Only,,1,empty/uncommon,,,12403.0
ILOILO,TUBUNGAN,chicken,bilog nga manok,whole (chicken),whole (chicken),Price Only,whole (chicken),2,empty/uncommon,,bilog,12402.0
ILOILO,TUBUNGAN,chicken,whole (chicken),whole (chicken),whole (chicken),Price Only,bilog nga manok,2,empty/uncommon,,bilog,12404.0
ILOILO,ZARRAGA,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
ILOILO,ZARRAGA,chicken,pieces of fried chicken,pieces of fried chicken,pieces of fried chicken,MS & Price,,1,,,,
NEGROS OCCIDENTAL,BINALBAGAN,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
NEGROS OCCIDENTAL,BINALBAGAN,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
NEGROS OCCIDENTAL,CALATRAVA,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12411.0
NEGROS OCCIDENTAL,CALATRAVA,chicken,tibuok na manok,tibuok na manok,whole (chicken),Price Only,whole (chicken),2,harmonizable,whole (chicken),,12412.0
NEGROS OCCIDENTAL,CALATRAVA,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,tibuok na manok,2,,,,
NEGROS OCCIDENTAL,CANDONI,chicken,bilog,bilog,bilog,MS & Price,,1,,,,
NEGROS OCCIDENTAL,CANDONI,chicken,whole (chicken),whole (chicken),whole (chicken),MS & Price,,1,,,,
NEGROS OCCIDENTAL,CAUAYAN,chicken,bilog,bilog,bilog,Price Only,,1,empty/uncommon,,whole (chicken),12421.0
NEGROS OCCIDENTAL,CAUAYAN,chicken,binilog,binilog,pieces or units,MS & Price,,1,,,,
