id,pull_province,pull_municipal_city,pull_item,pull_nsu_unit,harmonized_nsu_unit,size,dim,corrected_weight,flat_group,nobs,nven,check_reason,vendor_id,market_name,store_stall_name
5932,ILOILO,BATAD,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1466,6,6,"flat group: 3+ vendors, one identical value",7UZEZTJH,Batad market,Pem ann
5933,ILOILO,BATAD,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1466,6,6,"flat group: 3+ vendors, one identical value",9RDTH6Y1,roadside,Charey store
5934,ILOILO,BATAD,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1466,6,6,"flat group: 3+ vendors, one identical value",QVKY6TCV,Batad roadside,Bnn store
5935,ILOILO,BATAD,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1466,6,6,"flat group: 3+ vendors, one identical value",RR5RUJ5H,Batad roadside,Shenat store
5936,ILOILO,BATAD,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1466,6,6,"flat group: 3+ vendors, one identical value",TKB82TZL,roadside,Lorian store
5937,ILOILO,BATAD,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1466,6,6,"flat group: 3+ vendors, one identical value",VBS6BHHR,Batad market,3 kings store
6074,ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1508,6,6,"flat group: 3+ vendors, one identical value",2DTQXPHE,"Sitio, Karuntingan, Bingawan",Ash Angel store
6075,ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1508,6,6,"flat group: 3+ vendors, one identical value",C4B5WDDK,"Sitio, Karuntingan, Bingawan",Js Sari-sari store
6076,ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1508,6,6,"flat group: 3+ vendors, one identical value",GEFKLBDM,Bingawan Public Market,Dear Store
6077,ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1508,6,6,"flat group: 3+ vendors, one identical value",IUJNOVAK,Bingawan Public Market,RTJ Faldas Sari-sari store
6079,ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1508,6,6,"flat group: 3+ vendors, one identical value",SW43R4ES,Bingawan Public Market,Maquiliao Store
6081,ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1508,6,6,"flat group: 3+ vendors, one identical value",VIGYX5AE,"Sitio, Karuntingan, Bingawan",Reymarie bread stall
6069,ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1506,5,5,"flat group: 3+ vendors, one identical value",2M7XEN7V,"Sitio, Karuntingan, Bingawan",Js Sari-sari store
6070,ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1506,5,5,"flat group: 3+ vendors, one identical value",KXGHAMUT,Castellanes street,Reymarie bread stall
6071,ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1506,5,5,"flat group: 3+ vendors, one identical value",O66BSUK2,Purok 6,Ash Angel store
6072,ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1506,5,5,"flat group: 3+ vendors, one identical value",WRIEPP0Y,Bingawan Public Market,Maquiliao Store
6073,ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1506,5,5,"flat group: 3+ vendors, one identical value",WW3HNXPH,Bingawan Public Market,RTJ Faldas Sari-sari store
6348,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1581,8,8,"flat group: 3+ vendors, one identical value",5A7Y0BH9,Caro Building,Riza art and signs
6349,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1581,8,8,"flat group: 3+ vendors, one identical value",60KV83P0,Dalid Talipapa,JR Caro
6350,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1581,8,8,"flat group: 3+ vendors, one identical value",9SVWOTN1,Dalid Talipapa,Trining Store
6351,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1581,8,8,"flat group: 3+ vendors, one identical value",9ZHKC6BR,Dalid talipapa,Vinz lechon stall
6352,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1581,8,8,"flat group: 3+ vendors, one identical value",IN0OFSNI,Poblacion rizal ilaud,Godes Fruit stand
6353,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1581,8,8,"flat group: 3+ vendors, one identical value",KQT83OTJ,Calinog gulayan Market,Carisma store
6355,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1581,8,8,"flat group: 3+ vendors, one identical value",MWZX6ZOS,Calinog gulayan Market,Leo Grace Store
6356,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1581,8,8,"flat group: 3+ vendors, one identical value",PYG7OVVV,Calinog Public Market,Connie's Store
6357,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1584,8,8,"flat group: 3+ vendors, one identical value",1PVY81P6,Calinog gulayan Market,Leo Grace Store
6359,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1584,8,8,"flat group: 3+ vendors, one identical value",4CO602ZZ,Dalid talipapa,Trining Store
6360,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1584,8,8,"flat group: 3+ vendors, one identical value",5TAH0E5K,Poblacion rizal ilaud,Riza art and signs
6361,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1584,8,8,"flat group: 3+ vendors, one identical value",7LJSH5B4,Poblacion rizal ilaud,Godes Fruit stand
6362,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1584,8,8,"flat group: 3+ vendors, one identical value",BHMOHYX8,Poblacion rizal ilaud,Solas B stall
6363,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1584,8,8,"flat group: 3+ vendors, one identical value",IBGG8F1Z,Calinog gulayan Market,Connie's Store
6364,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1584,8,8,"flat group: 3+ vendors, one identical value",NCB0GFPH,Dalid talipapa,Vinz lechon stall
6365,ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1584,8,8,"flat group: 3+ vendors, one identical value",P308S3AP,Dalid talipapa,JR Caro
6503,ILOILO,CARLES,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1627,4,4,"flat group: 3+ vendors, one identical value",AW541HFY,Carles Public market,3'Js Variety Store
6504,ILOILO,CARLES,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1627,4,4,"flat group: 3+ vendors, one identical value",CBTXNYE6,Carles Public market,AJV Sari Sari Store
6505,ILOILO,CARLES,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1627,4,4,"flat group: 3+ vendors, one identical value",R2DLSTMR,Carles roadside,Eddie Store
6506,ILOILO,CARLES,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1627,4,4,"flat group: 3+ vendors, one identical value",U78NPGAU,Carles Public market,RC Wholesale Retail
6499,ILOILO,CARLES,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1625,3,3,"flat group: 3+ vendors, one identical value",9KNME5UY,Carles Public market,AJV Sari Sari Store
6500,ILOILO,CARLES,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1625,3,3,"flat group: 3+ vendors, one identical value",GATU0WYZ,Carles Public market,RC Wholesale Retail
6501,ILOILO,CARLES,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1625,3,3,"flat group: 3+ vendors, one identical value",LRPUPGN0,Carles Public market,3'Js Variety Store
6725,ILOILO,DINGLE,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1707,4,4,"flat group: 3+ vendors, one identical value",1Z0ILS2K,Dingle roadside,Myka sari sari store
6726,ILOILO,DINGLE,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1707,4,4,"flat group: 3+ vendors, one identical value",GBTT4MIA,Public market,John and sam store
6727,ILOILO,DINGLE,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1707,4,4,"flat group: 3+ vendors, one identical value",IT8C5KMM,Public market,Porras sari sari store
6728,ILOILO,DINGLE,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1707,4,4,"flat group: 3+ vendors, one identical value",RW4PVY4C,Public market,Miravic store
6873,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1741,8,8,"flat group: 3+ vendors, one identical value",25N12ICR,Duenas Public Market,Love variety Store
6874,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1741,8,8,"flat group: 3+ vendors, one identical value",CRZYDUSD,Duenas bangga patyo,Hermzden store
6875,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1741,8,8,"flat group: 3+ vendors, one identical value",DSJ929TQ,Duenas bangga patyo,Jordan Sari-sari store
6876,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1741,8,8,"flat group: 3+ vendors, one identical value",I9OLZHE1,Duenas Public Market,6 grandchildren store
6877,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1741,8,8,"flat group: 3+ vendors, one identical value",N99CWZ5B,Duenas bangga patyo,Eboy store
6878,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1741,8,8,"flat group: 3+ vendors, one identical value",OTTCH9SR,Duenas road,Dre Sari-sari
6879,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1741,8,8,"flat group: 3+ vendors, one identical value",P9H4K2AR,Duenas Public Market,Ruthwin store
6880,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1741,8,8,"flat group: 3+ vendors, one identical value",ZDTHO2IM,Duenas front of Public market,Dry goods traiding
6881,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1743,8,8,"flat group: 3+ vendors, one identical value",7TD16APF,Duenas Public Market,Ruthwin store
6882,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1743,8,8,"flat group: 3+ vendors, one identical value",A46FSBHW,Duenas Public Market,Love variety Store
6884,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1743,8,8,"flat group: 3+ vendors, one identical value",GTKAE2RN,Duenas bangga patyo,Jordan Sari-sari store
6885,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1743,8,8,"flat group: 3+ vendors, one identical value",HL87IYNX,Duenas bangga patyo,Eboy store
6886,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1743,8,8,"flat group: 3+ vendors, one identical value",IJLEWXQG,Duenas bangga patyo,Hermzden store
6887,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1743,8,8,"flat group: 3+ vendors, one identical value",RRSCMOJE,Duenas road,Dre Sari-sari
6888,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1743,8,8,"flat group: 3+ vendors, one identical value",TVOUCPK3,Duenas Public Market,6 grandchildren store
6889,ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,1743,8,8,"flat group: 3+ vendors, one identical value",UCLHBH96,Duenas road,Dry goods traiding
7054,ILOILO,ESTANCIA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1795,7,7,"flat group: 3+ vendors, one identical value",1U5VANY0,Estancia Roadside,May May Store
7055,ILOILO,ESTANCIA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1795,7,7,"flat group: 3+ vendors, one identical value",7APCF6PU,Estancia Public Market,Loren Store
7056,ILOILO,ESTANCIA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1795,7,7,"flat group: 3+ vendors, one identical value",8M17ISGS,Estancia Roadside,Vasquez Store
7057,ILOILO,ESTANCIA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1795,7,7,"flat group: 3+ vendors, one identical value",9GZDEQVU,Estancia Public Market,Sunshine Store
7058,ILOILO,ESTANCIA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1795,7,7,"flat group: 3+ vendors, one identical value",K2F1HH0Q,Estancia Talipapa,Paning Store
7059,ILOILO,ESTANCIA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1795,7,7,"flat group: 3+ vendors, one identical value",QKYNWEAF,Estancia  Roadside,Est Store
7060,ILOILO,ESTANCIA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1795,7,7,"flat group: 3+ vendors, one identical value",YGUME51K,Estancia Wet Market,Lucille's Variety Store
7314,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1859,7,7,"flat group: 3+ vendors, one identical value",11SJBZBF,Brgy.5 talipapa,Amon store
7315,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1859,7,7,"flat group: 3+ vendors, one identical value",3XAHTZKB,Igbaras roadside,Erazo variety store
7316,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1859,7,7,"flat group: 3+ vendors, one identical value",DL96XVSV,Igbaras public market,Pilo store
7317,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1859,7,7,"flat group: 3+ vendors, one identical value",L6ZNZP0B,Igbaras public market,Deniamel consumer goods
7318,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1859,7,7,"flat group: 3+ vendors, one identical value",TCM7X7HP,Igbaras roadside,Inday con store
7319,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1859,7,7,"flat group: 3+ vendors, one identical value",UOLTI74O,Igbaras public market,Jescel store
7320,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1859,7,7,"flat group: 3+ vendors, one identical value",X71K7ZFQ,Igbaras roadside,D sisters
7321,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1860,7,7,"flat group: 3+ vendors, one identical value",2IXVNV9K,Igbaras public market,Deniamel consumer goods
7322,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1860,7,7,"flat group: 3+ vendors, one identical value",3HFI0E8J,Igbaras roadside,Inday con store
7323,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1860,7,7,"flat group: 3+ vendors, one identical value",3MT1X92J,Igbaras public market,Jescel store
7324,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1860,7,7,"flat group: 3+ vendors, one identical value",CL2ZUO63,Igbaras roadside,Erazo variety store
7325,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1860,7,7,"flat group: 3+ vendors, one identical value",DQWJGOX7,Igbaras roadside,D sisters
7326,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1860,7,7,"flat group: 3+ vendors, one identical value",U6O17GCE,Igbaras public market,Pilo store
7327,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1860,7,7,"flat group: 3+ vendors, one identical value",V47PMD60,Brgy.5 talipapa,Amon store
7308,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",junior lapad,junior lapad,small_size,mL,250,1858,6,6,"flat group: 3+ vendors, one identical value",4BD4O80L,Igbaras roadside,D sisters
7309,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",junior lapad,junior lapad,small_size,mL,250,1858,6,6,"flat group: 3+ vendors, one identical value",51CEE8R8,Brgy.5 talipapa,Amon store
7310,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",junior lapad,junior lapad,small_size,mL,250,1858,6,6,"flat group: 3+ vendors, one identical value",DGW5QL95,Igbaras public market,Pilo store
7311,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",junior lapad,junior lapad,small_size,mL,250,1858,6,6,"flat group: 3+ vendors, one identical value",P60Q8YNF,Igbaras roadside,Inday con store
7312,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",junior lapad,junior lapad,small_size,mL,250,1858,6,6,"flat group: 3+ vendors, one identical value",R6BA057B,Igbaras public market,Jescel store
7313,ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",junior lapad,junior lapad,small_size,mL,250,1858,6,6,"flat group: 3+ vendors, one identical value",XWNTGA3G,Igbaras public market,Deniamel consumer goods
7495,ILOILO,JANIUAY,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1895,5,5,"flat group: 3+ vendors, one identical value",6AFLSHAF,Jibolo Street,Toto RV store
7496,ILOILO,JANIUAY,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1895,5,5,"flat group: 3+ vendors, one identical value",E9Q5RLYI,Janiuay Public Market,RR store
7498,ILOILO,JANIUAY,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1895,5,5,"flat group: 3+ vendors, one identical value",MCR209EN,Janiuay Public Market,Frozen store
7499,ILOILO,JANIUAY,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1895,5,5,"flat group: 3+ vendors, one identical value",MDMW5Q8M,Janiuay Public Market,Mama's store
7500,ILOILO,JANIUAY,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1895,5,5,"flat group: 3+ vendors, one identical value",URZHD4F3,Jibolo Street,Erna store
7660,ILOILO,LAMBUNAO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1930,5,5,"flat group: 3+ vendors, one identical value",0UK41HXE,Poblacion Lambunao Roadside,Reymon Store
7661,ILOILO,LAMBUNAO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1930,5,5,"flat group: 3+ vendors, one identical value",6Q4O1YZ4,Lambunao Public Market,Ze Ze Store
7662,ILOILO,LAMBUNAO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1930,5,5,"flat group: 3+ vendors, one identical value",FCPMBKWB,Poblacion Lambunao Roadside,Manny Store
7663,ILOILO,LAMBUNAO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1930,5,5,"flat group: 3+ vendors, one identical value",H68PVA73,Cubay Roadside,Susan Store
7664,ILOILO,LAMBUNAO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1930,5,5,"flat group: 3+ vendors, one identical value",YFHERCIK,Lambunao Public Market,Kent Adrian Grocery Store
7665,ILOILO,LAMBUNAO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1931,5,5,"flat group: 3+ vendors, one identical value",BRN3N4E5,Lambunao Public Market,Kent Adrian Grocery Store
7666,ILOILO,LAMBUNAO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1931,5,5,"flat group: 3+ vendors, one identical value",IVBK9HST,Lambunao Public Market,Ze Ze Store
7667,ILOILO,LAMBUNAO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1931,5,5,"flat group: 3+ vendors, one identical value",JIF2W33I,Poblacion Lambunao Roadside,Manny Store
7668,ILOILO,LAMBUNAO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1931,5,5,"flat group: 3+ vendors, one identical value",OXKPZ5ZY,Poblacion Lambunao Roadside,Reymon Store
7669,ILOILO,LAMBUNAO,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,large_size,mL,750,1931,5,5,"flat group: 3+ vendors, one identical value",S743TR83,Poblacion Lambunao Roadside,Susan Store
7772,ILOILO,LEGANES,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1969,5,5,"flat group: 3+ vendors, one identical value",21LXT1WY,leganes Public Market,Leejjem Store
7773,ILOILO,LEGANES,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,large_size,mL,750,1968,5,5,"flat group: 3+ vendors, one identical value",21LXT1WY,leganes Public Market,Leejjem Store
7774,ILOILO,LEGANES,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1969,5,5,"flat group: 3+ vendors, one identical value",4GBKHMN9,leganes Public Market,Zanjie Store
7775,ILOILO,LEGANES,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,large_size,mL,750,1968,5,5,"flat group: 3+ vendors, one identical value",4GBKHMN9,leganes Public Market,Zanjie Store
7776,ILOILO,LEGANES,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1969,5,5,"flat group: 3+ vendors, one identical value",M8CTQDYK,roadside,Sunido Store
7777,ILOILO,LEGANES,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,large_size,mL,750,1968,5,5,"flat group: 3+ vendors, one identical value",M8CTQDYK,roadside,Sunido Store
7778,ILOILO,LEGANES,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1969,5,5,"flat group: 3+ vendors, one identical value",R0E73DQC,roadside,EMR Store
7779,ILOILO,LEGANES,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,large_size,mL,750,1968,5,5,"flat group: 3+ vendors, one identical value",R0E73DQC,roadside,EMR Store
7780,ILOILO,LEGANES,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,1969,5,5,"flat group: 3+ vendors, one identical value",WCCD9MFW,roadside,Rene Store
7781,ILOILO,LEGANES,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,large_size,mL,750,1968,5,5,"flat group: 3+ vendors, one identical value",WCCD9MFW,roadside,Rene Store
7957,ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,2034,8,8,"flat group: 3+ vendors, one identical value",29FMD9V6,Cabaluna street,Alderete Sari-sari store
7959,ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,2034,8,8,"flat group: 3+ vendors, one identical value",A37ITJ69,Leon Public Market,Mtk Cagampang Store
7960,ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,2034,8,8,"flat group: 3+ vendors, one identical value",H6HNCVP5,"Brgy Bucari, Leon",Twinkle Sari-sari store
7961,ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,2034,8,8,"flat group: 3+ vendors, one identical value",O17AOOER,"Brgy. Bucari, Leon",Cha-cha Sari-sari store
7962,ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,2034,8,8,"flat group: 3+ vendors, one identical value",SIO918XW,Front of Leon Public Market,Junnel Store
7963,ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,2034,8,8,"flat group: 3+ vendors, one identical value",UIBQ8AHJ,Leon Public Market,Bigbest consumer goods retailing
7964,ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,2034,8,8,"flat group: 3+ vendors, one identical value",WTAXX5OF,Leon Public Market,Calasagsag store
7965,ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,medium_size,mL,375,2034,8,8,"flat group: 3+ vendors, one identical value",ZVMBGMFB,F Cabarles street Leon,3Q minimart
7966,ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,2037,8,8,"flat group: 3+ vendors, one identical value",0SSGBH7G,Leon Public Market,Mtk Cagampang Store
7967,ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,2037,8,8,"flat group: 3+ vendors, one identical value",5HNJQX6M,Front of Leon Public Market,Alderete Sari-sari store
7969,ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,2037,8,8,"flat group: 3+ vendors, one identical value",7GEHMME8,"Brgy. Bucari, leon",Dolar Store
7970,ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,2037,8,8,"flat group: 3+ vendors, one identical value",G64NG9SE,Front of Leon Public Market,Junnel Store
7971,ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,2037,8,8,"flat group: 3+ vendors, one identical value",PO2IA6LV,Leon Bagsakan,Cha-cha Sari-sari store
7973,ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,medium_size,mL,750,2037,8,8,"flat group: 3+ vendors, one identical value",U0X4N2O9,Leon Public Market,Calasagsag store
