province,pull_municipal_city,cons_name,harmonized_nsu_unit,branch,unique_price,prov_median,abs_gap,ratio,n_weighings,holds
ANTIQUE,SEBASTE,rice,letse,(no MS rows),1500.0,390.0,1110.0,3.8461538461538463,0,prov_median + unique x2
NEGROS OCCIDENTAL,CAUAYAN,rice,salmon,(no MS rows),1260.0,225.0,1035.0,5.6,0,prov_median + unique x2
CAPIZ,PONTEVEDRA,chicken,bilog,size-based,1200.0,250.0,950.0,4.8,10,prov_median + unique x2
ILOILO,TUBUNGAN,fresh fish,pieces or units,size-based,1000.0,100.0,900.0,10.0,12,prov_median + unique x1
ILOILO,DUEAS,fresh fish,pack,(no MS rows),1050.0,200.0,850.0,5.25,0,prov_median + unique x2
NEGROS OCCIDENTAL,VALLADOLID,chicken,whole (chicken),price-quantity,1050.0,250.0,800.0,4.2,2,prov_median + unique x1
ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,980.0,180.0,800.0,5.444444444444445,10,prov_median + unique x1
ILOILO,JANIUAY,chicken,pieces or units,(no MS rows),1050.0,285.0,765.0,3.6842105263157894,0,prov_median + unique x1
ILOILO,POTOTAN,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,900.0,180.0,720.0,5.0,9,prov_median + unique x2
ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,840.0,180.0,660.0,4.666666666666667,10,prov_median + unique x2
ILOILO,BALASAN,fresh fish,pack,(no MS rows),700.0,150.0,550.0,4.666666666666667,0,prov_median + unique x1
ILOILO,SAN RAFAEL,loaf bread,large packs,size-based,595.0,90.0,505.0,6.611111111111111,3,full_triple + prov_median + unique x2
ILOILO,MIAGAO,chicken,pieces or units,(no MS rows),760.0,285.0,475.0,2.6666666666666665,0,prov_median + unique x1
NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),fresh fish,pieces or units,size-based,600.0,160.0,440.0,3.75,9,prov_median + unique x1
ANTIQUE,SIBALOM,rice,gantang,(no MS rows),910.0,475.0,435.0,1.9157894736842105,0,prov_median + unique x1
ILOILO,BATAD,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,size-based,500.0,90.0,410.0,5.555555555555555,8,prov_median + unique x1
AKLAN,MALINAO,fresh fish,pieces or units,size-based,500.0,100.0,400.0,5.0,6,prov_median + unique x1
ILOILO,SAN JOAQUIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,size-based,475.0,90.0,385.0,5.277777777777778,9,prov_median + unique x1
ILOILO,SAN MIGUEL,fresh fish,pieces or units,size-based,480.0,100.0,380.0,4.8,8,prov_median + unique x1
ILOILO,JANIUAY,chicken,whole (chicken),size-based,630.0,250.0,380.0,2.52,9,full_triple + prov_median + unique x2
ANTIQUE,BUGASONG,fresh fish,pieces or units,size-based,450.0,70.0,380.0,6.428571428571429,5,prov_median + unique x2
ILOILO,LEMERY,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,size-based,455.0,90.0,365.0,5.055555555555555,3,prov_median + unique x1
ANTIQUE,LIBERTAD,fresh fish,pieces or units,size-based,400.0,70.0,330.0,5.714285714285714,7,prov_median + unique x1
ANTIQUE,TIBIAO,rice,letse,(no MS rows),77.0,390.0,313.0,0.19743589743589743,0,prov_median + unique x2
CAPIZ,MAMBUSAO,rice,letse,(no MS rows),604.0,300.0,304.0,2.013333333333333,0,prov_median + unique x2
ILOILO,AJUY,fresh fish,pack,price-quantity,500.0,200.0,300.0,2.5,1,prov_median + unique x2
AKLAN,ALTAVAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,(no MS rows),350.0,60.0,290.0,5.833333333333333,0,full_triple + prov_median + unique x1
ANTIQUE,TOBIAS FORNIER,rice,gantang,conventional,200.0,475.0,275.0,0.42105263157894735,3,prov_median + unique x1
ILOILO,TIGBAUAN,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,450.0,180.0,270.0,2.5,9,prov_median + unique x2
ILOILO,SAN DIONISIO,rice,salmon,(no MS rows),660.0,390.0,270.0,1.6923076923076923,0,prov_median + unique x1
CAPIZ,DUMARAO,rice,salmon,(no MS rows),120.0,390.0,270.0,0.3076923076923077,0,prov_median + unique x2
ILOILO,LEMERY,rice,letse,(no MS rows),110.0,375.0,265.0,0.29333333333333333,0,prov_median + unique x2
ANTIQUE,BELISON,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,size-based,300.0,45.0,255.0,6.666666666666667,4,prov_median + unique x1
ILOILO,CARLES,rice,letse,(no MS rows),120.0,375.0,255.0,0.32,0,prov_median + unique x1
ILOILO,BALASAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,(no MS rows),345.0,90.0,255.0,3.8333333333333335,0,prov_median + unique x1
ILOILO,AJUY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,size-based,300.0,48.0,252.0,6.25,1,prov_median + unique x2
CAPIZ,DUMALAG,rice,letse,(no MS rows),50.0,300.0,250.0,0.16666666666666666,0,prov_median + unique x1
ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,400.0,157.5,242.5,2.5396825396825395,14,prov_median + unique x2
CAPIZ,PILAR,fresh fish,pieces or units,size-based,350.0,110.0,240.0,3.1818181818181817,14,prov_median + unique x2
CAPIZ,DUMARAO,rice,salmon,(no MS rows),150.0,390.0,240.0,0.38461538461538464,0,prov_median + unique x2
CAPIZ,JAMINDAN,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,390.0,155.0,235.0,2.5161290322580645,1,prov_median + unique x1
ILOILO,BALASAN,"crackers, cookies, buiscuits, chips/curls",pack,size-based,350.0,120.0,230.0,2.9166666666666665,2,prov_median + unique x1
ILOILO,BAROTAC NUEVO,rice,letse,conventional,150.0,375.0,225.0,0.4,1,prov_median + unique x2
ILOILO,DINGLE,rice,letse,(no MS rows),600.0,375.0,225.0,1.6,0,prov_median + unique x1
NEGROS OCCIDENTAL,SAN ENRIQUE,chicken,bilog,(no MS rows),30.0,250.0,220.0,0.12,0,prov_median + unique x2
ILOILO,LEMERY,fresh fish,pack,size-based,50.0,270.0,220.0,0.18518518518518517,2,full_triple + prov_median + unique x1
ANTIQUE,SAN REMIGIO,fresh fish,pieces or units,size-based,400.0,180.0,220.0,2.2222222222222223,9,prov_median + unique x1
ILOILO,SANTA BARBARA,rice,salmon,(no MS rows),175.0,390.0,215.0,0.44871794871794873,0,prov_median + unique x2
CAPIZ,SAPI-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,(no MS rows),250.0,35.0,215.0,7.142857142857143,0,prov_median + unique x2
ANTIQUE,TIBIAO,rice,letse,(no MS rows),175.0,390.0,215.0,0.44871794871794873,0,prov_median + unique x2
ILOILO,ZARRAGA,rice,salmon,conventional,600.0,390.0,210.0,1.5384615384615385,1,prov_median + unique x1
ANTIQUE,BARBAZA,rice,letse,(no MS rows),180.0,390.0,210.0,0.46153846153846156,0,prov_median + unique x1
ANTIQUE,LAUA-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,(no MS rows),240.0,30.0,210.0,8.0,0,mun_median + prov_median + unique x2
ANTIQUE,PANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,conventional,250.0,45.0,205.0,5.555555555555555,2,prov_median + unique x1
CAPIZ,DUMARAO,rice,letse,(no MS rows),98.0,300.0,202.0,0.32666666666666666,0,prov_median + unique x1
ILOILO,BAROTAC NUEVO,rice,letse,conventional,173.0,375.0,202.0,0.4613333333333333,1,prov_median + unique x2
ANTIQUE,SEBASTE,chicken,bilog,(no MS rows),50.0,250.0,200.0,0.2,0,prov_median + unique x2
CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,price-quantity,250.0,50.0,200.0,5.0,3,prov_median + unique x2
ANTIQUE,HAMTIC,"prawns, lobster, shrimp",tumpok,conventional,300.0,100.0,200.0,3.0,2,prov_median + unique x1
ILOILO,MAASIN,"crackers, cookies, buiscuits, chips/curls",pack,size-based,320.0,120.0,200.0,2.6666666666666665,7,prov_median + unique x1
ILOILO,SAN RAFAEL,fresh fish,pack,(no MS rows),500.0,300.0,200.0,1.6666666666666667,0,full_triple + prov_median + unique x2
ILOILO,MINA,loaf bread,tama-tama nga putos,(no MS rows),275.0,77.5,197.5,3.5483870967741935,0,prov_median + unique x2
ILOILO,MINA,rice,gantang,conventional,130.0,325.0,195.0,0.4,4,prov_median + unique x1
ILOILO,POTOTAN,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,375.0,180.0,195.0,2.0833333333333335,9,prov_median + unique x2
ILOILO,DUEAS,rice,gantang,conventional,520.0,325.0,195.0,1.6,7,prov_median + unique x1
ANTIQUE,SAN REMIGIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,price-quantity,240.0,45.0,195.0,5.333333333333333,2,prov_median + unique x1
ILOILO,SAN ENRIQUE,rice,letse,(no MS rows),180.0,375.0,195.0,0.48,0,prov_median + unique x1
CAPIZ,MA-AYON,rice,salmon,(no MS rows),200.0,390.0,190.0,0.5128205128205128,0,prov_median + unique x1
ILOILO,BAROTAC VIEJO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,size-based,240.0,50.0,190.0,4.8,5,mun_median + prov_median + unique x1
ANTIQUE,CULASI,rice,letse,(no MS rows),580.0,390.0,190.0,1.4871794871794872,0,prov_median + unique x1
AKLAN,NABAS,"liquor (e.g, whisky, coconut wine)",lipid/lapad,size-based,260.0,80.0,180.0,3.25,3,prov_median + unique x2
ILOILO,BALASAN,rice,salmon,(no MS rows),570.0,390.0,180.0,1.4615384615384615,0,prov_median + unique x1
AKLAN,LIBACAO,fresh fish,pieces or units,size-based,280.0,100.0,180.0,2.8,6,prov_median + unique x2
NEGROS OCCIDENTAL,PULUPANDAN,fresh fish,pieces or units,price-quantity,340.0,160.0,180.0,2.125,2,prov_median + unique x1
ILOILO,BAROTAC VIEJO,rice,letse,(no MS rows),195.0,375.0,180.0,0.52,0,prov_median + unique x1
NEGROS OCCIDENTAL,LA CASTELLANA,"liquor (e.g, whisky, coconut wine)",long-neck,price-quantity,360.0,182.5,177.5,1.9726027397260273,6,prov_median + unique x1
ANTIQUE,HAMTIC,rice,gantang,conventional,300.0,475.0,175.0,0.631578947368421,3,prov_median + unique x1
ILOILO,LEMERY,rice,letse,(no MS rows),200.0,375.0,175.0,0.5333333333333333,0,prov_median + unique x2
ANTIQUE,TIBIAO,loaf bread,large packs,size-based,290.0,120.0,170.0,2.4166666666666665,3,prov_median + unique x2
ILOILO,BAROTAC VIEJO,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,350.0,180.0,170.0,1.9444444444444444,2,prov_median + unique x1
ANTIQUE,BARBAZA,chicken,bilog,(no MS rows),85.0,250.0,165.0,0.34,0,prov_median + unique x2
ANTIQUE,BUGASONG,loaf bread,large packs,size-based,255.0,92.5,162.5,2.7567567567567566,2,full_triple + prov_median + unique x1
CAPIZ,DUMALAG,fresh fish,pack,(no MS rows),360.0,200.0,160.0,1.8,0,prov_median + unique x2
NEGROS OCCIDENTAL,VALLADOLID,chicken,bilog,price-quantity,90.0,250.0,160.0,0.36,2,prov_median + unique x2
ANTIQUE,BELISON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,size-based,200.0,40.0,160.0,5.0,4,prov_median + unique x2
CAPIZ,PANAY,mango,pieces or units,size-based,230.0,75.0,155.0,3.066666666666667,12,prov_median + unique x2
ANTIQUE,PATNONGON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,conventional,200.0,45.0,155.0,4.444444444444445,5,prov_median + unique x2
ILOILO,SAN ENRIQUE,fresh fish,pack,size-based,150.0,300.0,150.0,0.5,1,full_triple + prov_median + unique x2
ILOILO,SAN MIGUEL,cabbage,pieces or units,size-based,200.0,50.0,150.0,4.0,24,prov_median + unique x1
AKLAN,NABAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,size-based,180.0,30.0,150.0,6.0,4,prov_median + unique x2
ILOILO,DUMANGAS,fresh fish,pack,(no MS rows),50.0,200.0,150.0,0.25,0,prov_median + unique x1
AKLAN,IBAJAY,"liquor (e.g, whisky, coconut wine)",lipid/lapad,size-based,225.0,75.0,150.0,3.0,6,full_triple + prov_median + unique x2
CAPIZ,JAMINDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tub,size-based,120.0,270.0,150.0,0.4444444444444444,3,prov_median + unique x1
CAPIZ,SIGMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tub,size-based,420.0,270.0,150.0,1.5555555555555556,7,prov_median + unique x1
CAPIZ,DUMALAG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,price-quantity,200.0,50.0,150.0,4.0,2,prov_median + unique x2
ILOILO,GUIMBAL,rice,salmon,conventional,540.0,390.0,150.0,1.3846153846153846,4,prov_median + unique x1
NEGROS OCCIDENTAL,MANAPLA,chicken,whole (chicken),price-quantity,400.0,250.0,150.0,1.6,4,prov_median + unique x1
ILOILO,BAROTAC VIEJO,fresh fish,pack,(no MS rows),50.0,200.0,150.0,0.25,0,full_triple + prov_median + unique x1
ILOILO,JANIUAY,loaf bread,tama-tama nga putos,(no MS rows),225.0,77.5,147.5,2.903225806451613,0,prov_median + unique x1
ANTIQUE,BUGASONG,rice,salmon,(no MS rows),260.0,405.0,145.0,0.6419753086419753,0,prov_median + unique x1
ILOILO,SAN JOAQUIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,size-based,175.0,30.0,145.0,5.833333333333333,5,prov_median + unique x1
CAPIZ,IVISAN,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,300.0,155.0,145.0,1.935483870967742,4,prov_median + unique x2
ANTIQUE,TIBIAO,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,300.0,157.5,142.5,1.9047619047619047,6,prov_median + unique x2
ILOILO,DUEAS,"prawns, lobster, shrimp",tumpok,size-based,200.0,60.0,140.0,3.3333333333333335,1,prov_median + unique x2
ILOILO,LEGANES,"prawns, lobster, shrimp",tumpok,size-based,200.0,60.0,140.0,3.3333333333333335,3,prov_median + unique x2
ILOILO,DUEAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,(no MS rows),500.0,362.5,137.5,1.3793103448275863,0,prov_median + unique x1
ILOILO,DUMANGAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,size-based,225.0,362.5,137.5,0.6206896551724138,1,prov_median + unique x1
CAPIZ,DAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,(no MS rows),20.0,156.0,136.0,0.1282051282051282,0,prov_median + unique x1
ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,(no MS rows),180.0,48.0,132.0,3.75,0,prov_median + unique x1
ANTIQUE,HAMTIC,fresh fish,pieces or units,size-based,50.0,180.0,130.0,0.2777777777777778,12,prov_median + unique x1
ANTIQUE,SIBALOM,fresh fish,pieces or units,size-based,200.0,70.0,130.0,2.857142857142857,9,prov_median + unique x1
ANTIQUE,SEBASTE,fresh fish,pieces or units,size-based,50.0,180.0,130.0,0.2777777777777778,3,prov_median + unique x1
ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,size-based,150.0,20.0,130.0,7.5,3,mun_median + prov_median + unique x2
NEGROS OCCIDENTAL,HINIGARAN,rice,salmon,(no MS rows),100.0,225.0,125.0,0.4444444444444444,0,prov_median + unique x1
ANTIQUE,TIBIAO,loaf bread,tama-tama nga putos,(no MS rows),195.0,70.0,125.0,2.7857142857142856,0,prov_median + unique x1
AKLAN,TANGALAN,cabbage,pieces or units,size-based,174.0,52.5,121.5,3.3142857142857145,20,prov_median + unique x1
NEGROS OCCIDENTAL,PULUPANDAN,"prawns, lobster, shrimp",tumpok,price-quantity,200.0,80.0,120.0,2.5,1,prov_median + unique x1
NEGROS OCCIDENTAL,CALATRAVA,"prawns, lobster, shrimp",tumpok,(no MS rows),200.0,80.0,120.0,2.5,0,prov_median + unique x1
AKLAN,TANGALAN,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,120.0,240.0,120.0,0.5,11,prov_median + unique x1
ILOILO,SARA,camote,bilog,size-based,150.0,30.0,120.0,5.0,10,prov_median + unique x1
ANTIQUE,CULASI,loaf bread,medium packs,size-based,180.0,60.0,120.0,3.0,3,prov_median + unique x2
ILOILO,TIGBAUAN,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,300.0,180.0,120.0,1.6666666666666667,9,prov_median + unique x2
ANTIQUE,PANDAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,(no MS rows),150.0,32.5,117.5,4.615384615384615,0,prov_median + unique x1
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"liquor (e.g, whisky, coconut wine)",long-neck,price-quantity,300.0,182.5,117.5,1.643835616438356,2,prov_median + unique x2
CAPIZ,JAMINDAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,size-based,165.0,49.0,116.0,3.36734693877551,1,prov_median + unique x2
CAPIZ,DUMALAG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,price-quantity,160.0,50.0,110.0,3.2,2,prov_median + unique x2
ILOILO,BAROTAC VIEJO,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,(no MS rows),200.0,90.0,110.0,2.2222222222222223,0,prov_median + unique x1
AKLAN,BURUANGA,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,130.0,240.0,110.0,0.5416666666666666,9,prov_median + unique x2
ANTIQUE,PATNONGON,cabbage,pieces or units,size-based,156.0,50.0,106.0,3.12,13,mun_median + prov_median + unique x2
ILOILO,SAN ENRIQUE,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,75.0,180.0,105.0,0.4166666666666667,6,prov_median + unique x1
CAPIZ,SIGMA,rice,salmon,(no MS rows),286.0,390.0,104.0,0.7333333333333333,0,prov_median + unique x1
ANTIQUE,VALDERRAMA,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,260.0,157.5,102.5,1.6507936507936507,14,prov_median + unique x2
ILOILO,IGBARAS,loaf bread,tama-tama nga putos,(no MS rows),180.0,77.5,102.5,2.3225806451612905,0,prov_median + unique x1
CAPIZ,PRESIDENT ROXAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,size-based,150.0,49.0,101.0,3.061224489795918,1,prov_median + unique x1
ILOILO,NEW LUCENA,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,280.0,180.0,100.0,1.5555555555555556,9,prov_median + unique x1
ANTIQUE,BARBAZA,loaf bread,large packs,size-based,180.0,80.0,100.0,2.25,5,prov_median + unique x2
ANTIQUE,BELISON,mango,pieces or units,size-based,200.0,100.0,100.0,2.0,11,prov_median + unique x2
ANTIQUE,BUGASONG,mango,pieces or units,size-based,200.0,100.0,100.0,2.0,14,prov_median + unique x1
AKLAN,TANGALAN,"prawns, lobster, shrimp",tumpok,(no MS rows),160.0,60.0,100.0,2.6666666666666665,0,prov_median + unique x1
ILOILO,SAN MIGUEL,chicken,bilog,(no MS rows),180.0,280.0,100.0,0.6428571428571429,0,prov_median + unique x2
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),chicken,whole (chicken),price-quantity,150.0,250.0,100.0,0.6,4,prov_median + unique x2
ILOILO,SAN ENRIQUE,fresh fish,pack,size-based,400.0,300.0,100.0,1.3333333333333333,1,full_triple + prov_median + unique x2
ILOILO,CARLES,chicken,bilog,(no MS rows),180.0,280.0,100.0,0.6428571428571429,0,prov_median + unique x1
ILOILO,DINGLE,fresh fish,pack,(no MS rows),100.0,200.0,100.0,0.5,0,prov_median + unique x2
CAPIZ,PANAY,rice,letse,(no MS rows),200.0,300.0,100.0,0.6666666666666666,0,prov_median + unique x1
AKLAN,ALTAVAS,rice,gantang,(no MS rows),300.0,397.5,97.5,0.7547169811320755,0,prov_median + unique x1
AKLAN,BATAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,size-based,125.0,30.0,95.0,4.166666666666667,2,prov_median + unique x1
ANTIQUE,HAMTIC,rice,salmon,(no MS rows),500.0,405.0,95.0,1.2345679012345678,0,prov_median + unique x2
CAPIZ,MA-AYON,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,(no MS rows),250.0,156.0,94.0,1.6025641025641026,0,prov_median + unique x1
ANTIQUE,BARBAZA,"liquor (e.g, whisky, coconut wine)",long-neck,price-quantity,250.0,157.5,92.5,1.5873015873015872,7,prov_median + unique x1
AKLAN,MALAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,size-based,120.0,30.0,90.0,4.0,4,prov_median + unique x1
ANTIQUE,PANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,size-based,120.0,30.0,90.0,4.0,1,full_triple + prov_median + unique x2
ILOILO,SARA,rice,salmon,(no MS rows),300.0,390.0,90.0,0.7692307692307693,0,prov_median + unique x2
ILOILO,SAN JOAQUIN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,size-based,140.0,50.0,90.0,2.8,3,mun_median + prov_median + unique x1
CAPIZ,CUARTERO,rice,salmon,(no MS rows),480.0,390.0,90.0,1.2307692307692308,0,prov_median + unique x1
ILOILO,LEMERY,loaf bread,large packs,size-based,80.0,170.0,90.0,0.47058823529411764,2,full_triple + mun_median + prov_median + unique x1
AKLAN,MADALAG,cabbage,pieces or units,size-based,150.0,60.0,90.0,2.5,18,full_triple + prov_median + unique x1
CAPIZ,JAMINDAN,fresh fish,pieces or units,size-based,200.0,110.0,90.0,1.8181818181818181,5,prov_median + unique x2
ANTIQUE,SEBASTE,rice,letse,(no MS rows),300.0,390.0,90.0,0.7692307692307693,0,prov_median + unique x2
ILOILO,CARLES,rice,salmon,(no MS rows),300.0,390.0,90.0,0.7692307692307693,0,prov_median + unique x1
ILOILO,SANTA BARBARA,rice,salmon,(no MS rows),302.0,390.0,88.0,0.7743589743589744,0,prov_median + unique x2
ILOILO,SAN JOAQUIN,loaf bread,large packs,size-based,180.0,92.5,87.5,1.945945945945946,6,full_triple + prov_median + unique x2
ILOILO,MINA,loaf bread,small packs,size-based,135.0,49.0,86.0,2.7551020408163267,3,mun_median + prov_median + unique x2
ILOILO,BADIANGAN,rice,letse,(no MS rows),290.0,375.0,85.0,0.7733333333333333,0,prov_median + unique x1
AKLAN,IBAJAY,"liquor (e.g, whisky, coconut wine)",lipid/lapad,size-based,160.0,75.0,85.0,2.1333333333333333,6,full_triple + prov_median + unique x2
ILOILO,MINA,"crackers, cookies, buiscuits, chips/curls",pack,size-based,204.0,120.0,84.0,1.7,3,prov_median + unique x1
AKLAN,ALTAVAS,rice,letse,(no MS rows),260.0,177.0,83.0,1.4689265536723164,0,prov_median + unique x1
AKLAN,BURUANGA,rice,letse,(no MS rows),94.0,177.0,83.0,0.5310734463276836,0,prov_median + unique x1
ANTIQUE,TIBIAO,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,240.0,157.5,82.5,1.5238095238095237,6,prov_median + unique x2
CAPIZ,PRESIDENT ROXAS,chicken,bilog,size-based,170.0,250.0,80.0,0.68,1,prov_median + unique x1
ILOILO,BALASAN,mango,pieces or units,size-based,160.0,80.0,80.0,2.0,4,prov_median + unique x2
ILOILO,BALASAN,carrot,pieces or units,size-based,120.0,40.0,80.0,3.0,13,mun_median + prov_median + unique x1
ILOILO,CARLES,"liquor (e.g, whisky, coconut wine)",long-neck,size-based,260.0,180.0,80.0,1.4444444444444444,4,prov_median + unique x1
ILOILO,BAROTAC VIEJO,fresh fish,pieces or units,size-based,20.0,100.0,80.0,0.2,5,prov_median + unique x2
ANTIQUE,LAUA-AN,fresh fish,pieces or units,size-based,100.0,180.0,80.0,0.5555555555555556,6,prov_median + unique x1
NEGROS OCCIDENTAL,ISABELA,fresh fish,pieces or units,size-based,80.0,160.0,80.0,0.5,9,prov_median + unique x1
NEGROS OCCIDENTAL,SAN ENRIQUE,"liquor (e.g, whisky, coconut wine)",long-neck,price-quantity,260.0,182.5,77.5,1.4246575342465753,5,prov_median + unique x1
ANTIQUE,LIBERTAD,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,price-quantity,110.0,32.5,77.5,3.3846153846153846,5,prov_median + unique x2
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"liquor (e.g, whisky, coconut wine)",long-neck,price-quantity,260.0,182.5,77.5,1.4246575342465753,2,prov_median + unique x2
ILOILO,TUBUNGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,size-based,125.0,48.0,77.0,2.6041666666666665,9,prov_median + unique x1
