pull_province,pull_municipal_city,pull_item,harmonized_nsu_unit,corrected_unit,item_nsu_hetero_type,n,w,branch,label,vendors,prov_median,prov_n,prov_n_other
AKLAN,ALTAVAS,cabbage,pieces or units,1.0,2,1,475.0,size-based,small,1,495.0,75,74
AKLAN,ALTAVAS,cabbage,pieces or units,1.0,4,1,1200.0,size-based,large,1,1030.0,65,64
AKLAN,ALTAVAS,camote tops,bundle,1.0,4,1,1130.0,size-based,large,1,1152.5,2,1
AKLAN,ALTAVAS,carrot,pieces or units,1.0,4,1,630.0,size-based,large,1,240.0,45,44
AKLAN,ALTAVAS,chicken,pieces or units,1.0,2,1,390.0,size-based,small,1,160.0,21,20
AKLAN,ALTAVAS,chicken,pieces or units,1.0,3,1,500.0,size-based,medium,1,537.5,16,15
AKLAN,ALTAVAS,"crackers, cookies, buiscuits, chips/curls",pieces or units,1.0,3,1,26.0,size-based,medium,1,55.0,16,15
AKLAN,ALTAVAS,"crackers, cookies, buiscuits, chips/curls",pieces or units,1.0,4,1,90.0,size-based,large,1,87.5,10,9
AKLAN,ALTAVAS,pork,slice,1.0,2,1,160.0,size-based,small,1,160.0,1,0
AKLAN,ALTAVAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,4,1,1000.0,size-based,large,1,1120.0,8,7
AKLAN,BANGA,carrot,pieces or units,1.0,4,1,200.0,size-based,large,1,240.0,45,44
AKLAN,BANGA,chicken,whole (chicken),1.0,3,1,920.0,size-based,medium,1,1065.0,22,21
AKLAN,BANGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,2,1,85.0,size-based,small,1,75.0,5,4
AKLAN,BANGA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1.0,3,1,60.0,size-based,medium,1,75.0,2,1
AKLAN,BANGA,mango,pieces or units,1.0,2,1,155.0,size-based,small,1,180.0,27,26
AKLAN,BANGA,mango,pieces or units,1.0,4,1,340.0,size-based,large,1,290.0,21,20
AKLAN,BANGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,8,1,360.0,price-quantity,mun_median,1,302.5,26,25
AKLAN,BATAN,chicken,whole (chicken),1.0,3,1,1200.0,size-based,medium,1,1065.0,22,21
AKLAN,BATAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1.0,3,1,55.0,size-based,medium,1,55.0,16,15
AKLAN,BATAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1.0,4,1,85.0,size-based,large,1,87.5,10,9
AKLAN,BATAN,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,2,1,350.0,size-based,small,1,350.0,10,9
AKLAN,BATAN,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,4,1,750.0,size-based,large,1,750.0,67,66
AKLAN,BATAN,loaf bread,medium packs,1.0,3,1,450.0,size-based,medium,1,450.0,47,46
AKLAN,BATAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1.0,2,1,45.0,size-based,small,1,65.0,17,16
AKLAN,BATAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,3,1,360.0,size-based,medium,1,500.0,8,7
AKLAN,BURUANGA,"crackers, cookies, buiscuits, chips/curls",pack,1.0,9,1,98.0,price-quantity,prov_median,1,98.0,1,0
AKLAN,BURUANGA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,2,1,250.0,size-based,small,1,250.0,1,0
AKLAN,BURUANGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,3,1,400.0,size-based,medium,1,500.0,8,7
AKLAN,IBAJAY,chicken,pieces or units,1.0,3,1,335.0,size-based,medium,1,537.5,16,15
AKLAN,IBAJAY,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,2,1,350.0,size-based,small,1,350.0,10,9
AKLAN,IBAJAY,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,4,1,1000.0,size-based,large,1,750.0,67,66
AKLAN,LIBACAO,carrot,pieces or units,1.0,4,1,225.0,size-based,large,1,240.0,45,44
AKLAN,LIBACAO,chicken,pieces or units,1.0,2,1,360.0,size-based,small,1,160.0,21,20
AKLAN,LIBACAO,fresh fish,pieces or units,1.0,4,1,1670.0,size-based,large,1,940.0,17,16
AKLAN,LIBACAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1.0,3,1,90.0,size-based,medium,1,75.0,2,1
AKLAN,LIBACAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1.0,2,1,100.0,size-based,small,1,105.0,8,7
AKLAN,LIBACAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1.0,3,1,495.0,size-based,medium,1,495.0,1,0
AKLAN,LIBACAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1.0,4,1,350.0,size-based,large,1,350.0,1,0
AKLAN,MADALAG,camote,binilog,1.0,2,1,65.0,size-based,small,1,85.0,17,16
AKLAN,MADALAG,camote,binilog,1.0,3,1,160.0,size-based,medium,1,155.0,12,11
AKLAN,MADALAG,camote,binilog,1.0,4,1,180.0,size-based,large,1,242.5,10,9
AKLAN,MADALAG,chicken,pieces or units,1.0,3,1,500.0,size-based,medium,1,537.5,16,15
AKLAN,MADALAG,chicken,pieces or units,1.0,4,1,680.0,size-based,large,1,665.0,8,7
AKLAN,MADALAG,"crackers, cookies, buiscuits, chips/curls",pieces or units,1.0,3,1,48.0,size-based,medium,1,55.0,16,15
AKLAN,MADALAG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,2,1,45.0,size-based,small,1,75.0,5,4
AKLAN,MADALAG,loaf bread,large packs,1.0,4,1,640.0,size-based,large,1,640.0,43,42
AKLAN,MADALAG,loaf bread,medium packs,1.0,4,1,700.0,size-based,large,1,700.0,1,0
AKLAN,MADALAG,loaf bread,small packs,1.0,2,1,220.0,size-based,small,1,360.0,33,32
AKLAN,MADALAG,mango,pieces or units,1.0,3,1,255.0,size-based,medium,1,240.0,29,28
AKLAN,MADALAG,mango,pieces or units,1.0,4,1,280.0,size-based,large,1,290.0,21,20
AKLAN,MAKATO,carrot,pieces or units,1.0,4,1,285.0,size-based,large,1,240.0,45,44
AKLAN,MAKATO,fresh fish,pieces or units,1.0,4,1,860.0,size-based,large,1,940.0,17,16
AKLAN,MALAY,"prawns, lobster, shrimp",tumpok,1.0,3,1,285.0,size-based,medium,1,272.5,4,3
AKLAN,MALINAO,camote tops,bundle,1.0,4,1,1175.0,size-based,large,1,1152.5,2,1
AKLAN,MALINAO,chicken,pieces or units,1.0,2,1,95.0,size-based,small,1,160.0,21,20
AKLAN,MALINAO,"crackers, cookies, buiscuits, chips/curls",putos,1.0,8,1,300.0,price-quantity,mun_median,1,300.0,35,34
AKLAN,MALINAO,fresh fish,pieces or units,1.0,3,1,480.0,size-based,medium,1,492.5,22,21
AKLAN,NABAS,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,2,1,350.0,size-based,small,1,350.0,10,9
AKLAN,NABAS,loaf bread,large packs,1.0,4,1,700.0,size-based,large,1,640.0,43,42
AKLAN,NABAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1.0,8,1,70.0,price-quantity,mun_median,1,65.0,9,8
AKLAN,NEW WASHINGTON,"crackers, cookies, buiscuits, chips/curls",putos,1.0,8,1,320.0,price-quantity,mun_median,1,300.0,35,34
AKLAN,NEW WASHINGTON,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1.0,2,1,70.0,size-based,small,1,65.0,17,16
AKLAN,NEW WASHINGTON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,2,1,370.0,size-based,small,1,250.0,25,24
AKLAN,NEW WASHINGTON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,3,1,500.0,size-based,medium,1,500.0,8,7
AKLAN,NEW WASHINGTON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,4,1,1200.0,size-based,large,1,1120.0,8,7
AKLAN,TANGALAN,chicken,whole (chicken),1.0,2,1,995.0,size-based,small,1,847.5,4,3
AKLAN,TANGALAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,3,1,140.0,size-based,medium,1,140.0,1,0
AKLAN,TANGALAN,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,2,1,500.0,size-based,small,1,350.0,10,9
AKLAN,TANGALAN,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,3,1,750.0,size-based,medium,1,750.0,23,22
AKLAN,TANGALAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,3,1,1000.0,size-based,medium,1,500.0,8,7
ANTIQUE,BARBAZA,"crackers, cookies, buiscuits, chips/curls",pieces or units,1.0,3,1,48.0,size-based,medium,1,48.0,10,9
ANTIQUE,BARBAZA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,9,1,90.0,price-quantity,prov_median,1,90.0,1,0
ANTIQUE,BARBAZA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,2,1,250.0,size-based,small,1,250.0,19,18
ANTIQUE,BELISON,chicken,whole (chicken),1.0,2,1,995.0,size-based,small,1,855.0,6,5
ANTIQUE,BELISON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1.0,2,1,56.0,size-based,small,1,56.0,2,1
ANTIQUE,BELISON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1.0,3,1,65.0,size-based,medium,1,65.0,1,0
ANTIQUE,BELISON,"prawns, lobster, shrimp",tumpok,1.0,2,1,210.0,size-based,small,1,210.0,1,0
ANTIQUE,BELISON,"prawns, lobster, shrimp",tumpok,1.0,3,1,250.0,size-based,medium,1,250.0,3,2
ANTIQUE,BELISON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,4,1,1000.0,size-based,large,1,1000.0,1,0
ANTIQUE,BUGASONG,chicken,pieces or units,1.0,2,1,230.0,size-based,small,1,210.0,10,9
ANTIQUE,BUGASONG,chicken,pieces or units,1.0,4,1,575.0,size-based,large,1,575.0,5,4
ANTIQUE,BUGASONG,fresh fish,pieces or units,1.0,4,1,1590.0,size-based,large,1,1587.5,28,27
ANTIQUE,BUGASONG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1.0,2,1,56.0,size-based,small,1,56.0,2,1
ANTIQUE,BUGASONG,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,9,1,250.0,price-quantity,prov_median,1,65.0,3,2
ANTIQUE,CULASI,chicken,whole (chicken),1.0,2,1,820.0,size-based,small,1,855.0,6,5
ANTIQUE,CULASI,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,3,1,300.0,size-based,medium,1,250.0,3,2
ANTIQUE,HAMTIC,camote tops,bugkos,1.0,3,1,285.0,size-based,medium,1,285.0,3,2
ANTIQUE,HAMTIC,"crackers, cookies, buiscuits, chips/curls",balde,1.0,3,1,1400.0,size-based,medium,1,1400.0,1,0
ANTIQUE,HAMTIC,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1.0,3,1,500.0,size-based,medium,1,500.0,1,0
ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,2,1,80.0,size-based,small,1,85.0,4,3
ANTIQUE,HAMTIC,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,2,1,115.0,size-based,small,1,100.0,17,16
ANTIQUE,HAMTIC,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,2,1,350.0,size-based,small,1,350.0,5,4
ANTIQUE,LAUA-AN,cabbage,pieces or units,1.0,4,1,1030.0,size-based,large,1,912.5,56,55
ANTIQUE,LAUA-AN,camote tops,bundle,1.0,3,1,630.0,size-based,medium,1,630.0,1,0
ANTIQUE,LAUA-AN,chicken,whole (chicken),1.0,3,1,980.0,size-based,medium,1,990.0,25,24
ANTIQUE,LAUA-AN,"crackers, cookies, buiscuits, chips/curls",pack,1.0,3,1,450.0,size-based,medium,1,60.0,5,4
ANTIQUE,LAUA-AN,fresh fish,pieces or units,1.0,2,1,425.0,size-based,small,1,140.0,28,27
ANTIQUE,LAUA-AN,loaf bread,small packs,1.0,2,1,360.0,size-based,small,1,360.0,22,21
ANTIQUE,LAUA-AN,mango,pieces or units,1.0,3,1,205.0,size-based,medium,1,235.0,31,30
ANTIQUE,LIBERTAD,cabbage,pieces or units,1.0,4,1,1005.0,size-based,large,1,912.5,56,55
ANTIQUE,LIBERTAD,camote tops,bugkos,1.0,8,1,350.0,price-quantity,mun_median,1,182.5,4,3
ANTIQUE,LIBERTAD,carrot,pieces or units,1.0,4,1,390.0,size-based,large,1,220.0,45,44
ANTIQUE,LIBERTAD,fresh fish,pieces or units,1.0,4,1,1700.0,size-based,large,1,1587.5,28,27
ANTIQUE,LIBERTAD,loaf bread,large packs,1.0,4,1,680.0,size-based,large,1,640.0,35,34
ANTIQUE,PANDAN,carrot,pieces or units,1.0,4,1,350.0,size-based,large,1,220.0,45,44
ANTIQUE,PANDAN,chicken,whole (chicken),1.0,3,1,975.0,size-based,medium,1,990.0,25,24
ANTIQUE,PANDAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1.0,3,1,58.0,size-based,medium,1,48.0,10,9
ANTIQUE,PANDAN,"crackers, cookies, buiscuits, chips/curls",putos,1.0,3,1,450.0,size-based,medium,1,65.0,16,15
ANTIQUE,PANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,3,1,645.0,size-based,medium,1,645.0,1,0
ANTIQUE,PANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1.0,2,1,120.0,size-based,small,1,100.0,10,9
ANTIQUE,PANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1.0,3,1,210.0,size-based,medium,1,210.0,1,0
ANTIQUE,PANDAN,"liquor (e.g, whisky, coconut wine)",baso,2.0,4,1,750.0,size-based,large,1,750.0,1,0
ANTIQUE,PANDAN,loaf bread,small packs,1.0,2,1,400.0,size-based,small,1,360.0,22,21
ANTIQUE,PATNONGON,camote,bilog,1.0,4,1,360.0,size-based,large,1,230.0,29,28
ANTIQUE,PATNONGON,fresh fish,tumpok,1.0,1,1,525.0,conventional,conventional,1,525.0,1,0
ANTIQUE,SAN REMIGIO,chicken,bilog,1.0,2,1,610.0,size-based,small,1,610.0,1,0
ANTIQUE,SAN REMIGIO,chicken,bilog,1.0,4,1,1285.0,size-based,large,1,1285.0,5,4
ANTIQUE,SAN REMIGIO,chicken,pieces or units,1.0,2,1,150.0,size-based,small,1,210.0,10,9
ANTIQUE,SAN REMIGIO,chicken,pieces or units,1.0,3,1,210.0,size-based,medium,1,490.0,25,24
ANTIQUE,SAN REMIGIO,chicken,pieces or units,1.0,4,1,460.0,size-based,large,1,575.0,5,4
ANTIQUE,SAN REMIGIO,"drinks at restaurant, hotel, cafe, or kiosk",pieces,2.0,3,1,355.0,size-based,medium,1,355.0,24,23
ANTIQUE,SAN REMIGIO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,8,1,100.0,price-quantity,mun_median,1,105.0,8,7
ANTIQUE,SAN REMIGIO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,1,1,60.0,conventional,conventional,1,450.0,18,17
ANTIQUE,SAN REMIGIO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,2,1,100.0,size-based,small,1,100.0,37,36
ANTIQUE,SEBASTE,chicken,whole (chicken),1.0,3,1,920.0,size-based,medium,1,990.0,25,24
ANTIQUE,SEBASTE,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1.0,2,1,250.0,size-based,small,1,250.0,1,0
ANTIQUE,SEBASTE,fresh fish,pieces or units,1.0,2,1,60.0,size-based,small,1,140.0,28,27
ANTIQUE,SEBASTE,fresh fish,pieces or units,1.0,3,1,275.0,size-based,medium,1,620.0,31,30
ANTIQUE,SEBASTE,fresh fish,pieces or units,1.0,4,1,675.0,size-based,large,1,1587.5,28,27
ANTIQUE,SEBASTE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,3,1,210.0,size-based,medium,1,210.0,1,0
ANTIQUE,SIBALOM,chicken,pieces or units,1.0,4,1,490.0,size-based,large,1,575.0,5,4
ANTIQUE,TIBIAO,carrot,pieces or units,1.0,4,1,405.0,size-based,large,1,220.0,45,44
ANTIQUE,TIBIAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,2,1,95.0,size-based,small,1,85.0,4,3
ANTIQUE,TOBIAS FORNIER,chicken,pieces or units,1.0,2,1,150.0,size-based,small,1,210.0,10,9
ANTIQUE,TOBIAS FORNIER,chicken,pieces or units,1.0,3,1,220.0,size-based,medium,1,490.0,25,24
ANTIQUE,TOBIAS FORNIER,fresh fish,pieces or units,1.0,3,1,740.0,size-based,medium,1,620.0,31,30
ANTIQUE,TOBIAS FORNIER,loaf bread,small packs,1.0,8,1,360.0,price-quantity,mun_median,1,360.0,1,0
ANTIQUE,TOBIAS FORNIER,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1.0,3,1,135.0,size-based,medium,1,175.0,11,10
ANTIQUE,VALDERRAMA,camote tops,bundle,1.0,1,1,1110.0,conventional,conventional,1,712.5,4,3
ANTIQUE,VALDERRAMA,chicken,pieces or units,1.0,3,1,395.0,size-based,medium,1,490.0,25,24
ANTIQUE,VALDERRAMA,chicken,whole (chicken),1.0,2,1,900.0,size-based,small,1,855.0,6,5
ANTIQUE,VALDERRAMA,chicken,whole (chicken),1.0,3,1,1040.0,size-based,medium,1,990.0,25,24
ANTIQUE,VALDERRAMA,loaf bread,medium packs,1.0,3,1,600.0,size-based,medium,1,450.0,42,41
ANTIQUE,VALDERRAMA,loaf bread,small packs,1.0,2,1,385.0,size-based,small,1,360.0,22,21
ANTIQUE,VALDERRAMA,loaf bread,tama-tama nga putos,1.0,9,1,500.0,price-quantity,prov_median,1,500.0,1,0
CAPIZ,CUARTERO,chicken,bilog,1.0,2,1,1085.0,size-based,small,1,847.5,4,3
CAPIZ,CUARTERO,chicken,bilog,1.0,3,1,1295.0,size-based,medium,1,1092.5,10,9
CAPIZ,CUARTERO,chicken,bilog,1.0,4,1,1365.0,size-based,large,1,1347.5,14,13
CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1.0,9,1,100.0,price-quantity,prov_median,1,100.0,1,0
CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,2.0,9,1,110.0,price-quantity,prov_median,1,110.0,1,0
CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1.0,8,1,395.0,price-quantity,mun_median,1,50.0,5,4
CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tupperware,1.0,9,1,1025.0,price-quantity,prov_median,1,1025.0,1,0
CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tupperware,2.0,9,1,1250.0,price-quantity,prov_median,1,1250.0,1,0
CAPIZ,CUARTERO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,4,1,1000.0,size-based,large,1,1000.0,10,9
CAPIZ,DAO,camote tops,bugkos,1.0,2,1,175.0,size-based,small,1,175.0,7,6
CAPIZ,DAO,chicken,bilog,1.0,3,1,1040.0,size-based,medium,1,1092.5,10,9
CAPIZ,DAO,chicken,bilog,1.0,4,1,1330.0,size-based,large,1,1347.5,14,13
CAPIZ,DAO,chicken,whole (chicken),1.0,3,1,940.0,size-based,medium,1,1137.5,20,19
CAPIZ,DAO,"drinks at restaurant, hotel, cafe, or kiosk",pieces,2.0,3,1,500.0,size-based,medium,1,500.0,1,0
CAPIZ,DAO,"drinks at restaurant, hotel, cafe, or kiosk",pieces,2.0,4,1,651.0,size-based,large,1,825.5,2,1
CAPIZ,DAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,9,1,65.0,price-quantity,prov_median,1,65.0,11,10
CAPIZ,DAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,8,1,110.0,price-quantity,mun_median,1,110.0,3,2
CAPIZ,DAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,2,1,375.0,size-based,small,1,250.0,12,11
CAPIZ,DAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,3,1,375.0,size-based,medium,1,375.0,63,62
CAPIZ,DAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,4,1,750.0,size-based,large,1,750.0,27,26
CAPIZ,DAO,loaf bread,large packs,1.0,4,1,640.0,size-based,large,1,640.0,42,41
CAPIZ,DAO,loaf bread,medium packs,1.0,3,1,450.0,size-based,medium,1,450.0,35,34
CAPIZ,DAO,loaf bread,medium packs,1.0,4,1,640.0,size-based,large,1,640.0,3,2
CAPIZ,DAO,loaf bread,small packs,1.0,2,1,360.0,size-based,small,1,360.0,23,22
CAPIZ,DAO,loaf bread,small packs,1.0,3,1,450.0,size-based,medium,1,500.0,5,4
CAPIZ,DAO,loaf bread,small packs,1.0,4,1,640.0,size-based,large,1,640.0,5,4
CAPIZ,DAO,"prawns, lobster, shrimp",tumpok,1.0,1,1,355.0,conventional,conventional,1,285.0,23,22
CAPIZ,DUMALAG,camote,bilog,1.0,3,1,150.0,size-based,medium,1,150.0,18,17
CAPIZ,DUMALAG,"drinks at restaurant, hotel, cafe, or kiosk",pieces,2.0,2,1,473.0,size-based,small,1,473.0,6,5
CAPIZ,DUMALAG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,9,1,45.0,price-quantity,prov_median,1,45.0,1,0
CAPIZ,DUMALAG,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,2,1,250.0,size-based,small,1,250.0,12,11
CAPIZ,DUMALAG,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,4,1,750.0,size-based,large,1,750.0,27,26
CAPIZ,DUMALAG,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,5,1,750.0,price-quantity,mp25,1,750.0,1,0
CAPIZ,DUMALAG,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,6,1,1000.0,price-quantity,mp50,1,1000.0,1,0
CAPIZ,DUMALAG,loaf bread,medium packs,1.0,4,1,640.0,size-based,large,1,640.0,3,2
CAPIZ,DUMALAG,loaf bread,small packs,1.0,2,1,400.0,size-based,small,1,360.0,23,22
CAPIZ,DUMALAG,loaf bread,small packs,1.0,3,1,500.0,size-based,medium,1,500.0,5,4
CAPIZ,DUMALAG,"mineral or spring water, all drinking water sold in containers",container,2.0,3,1,1000.0,size-based,medium,1,1000.0,1,0
CAPIZ,DUMALAG,"prawns, lobster, shrimp",tumpok,1.0,1,1,215.0,conventional,conventional,1,285.0,23,22
CAPIZ,DUMALAG,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,2,1,250.0,size-based,small,1,250.0,10,9
CAPIZ,DUMALAG,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,4,1,500.0,size-based,large,1,70.0,19,18
CAPIZ,DUMARAO,cabbage,pack,1.0,3,1,575.0,size-based,medium,1,575.0,1,0
CAPIZ,DUMARAO,cabbage,pack,1.0,4,1,770.0,size-based,large,1,770.0,1,0
CAPIZ,DUMARAO,camote tops,bugkos,1.0,1,1,175.0,conventional,conventional,1,175.0,22,21
CAPIZ,DUMARAO,carrot,pieces or units,1.0,4,1,220.0,size-based,large,1,200.0,46,45
CAPIZ,DUMARAO,chicken,bilog,1.0,3,1,1270.0,size-based,medium,1,1092.5,10,9
CAPIZ,DUMARAO,chicken,bilog,1.0,4,1,1435.0,size-based,large,1,1347.5,14,13
CAPIZ,DUMARAO,fresh fish,pack,1.0,9,1,780.0,price-quantity,prov_median,1,680.0,4,3
CAPIZ,DUMARAO,fresh fish,pieces or units,1.0,4,1,680.0,size-based,large,1,570.0,41,40
CAPIZ,DUMARAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,2,1,45.0,size-based,small,1,60.0,10,9
CAPIZ,DUMARAO,loaf bread,medium packs,1.0,2,1,360.0,size-based,small,1,360.0,1,0
CAPIZ,DUMARAO,loaf bread,medium packs,1.0,4,1,640.0,size-based,large,1,640.0,3,2
CAPIZ,DUMARAO,"prawns, lobster, shrimp",tumpok,1.0,1,1,570.0,conventional,conventional,1,285.0,23,22
CAPIZ,IVISAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2.0,9,1,700.0,price-quantity,prov_median,1,65.0,11,10
CAPIZ,IVISAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,2.0,2,1,180.0,size-based,small,1,100.0,22,21
CAPIZ,JAMINDAN,camote tops,bugkos,1.0,8,1,230.0,price-quantity,mun_median,1,205.0,10,9
CAPIZ,JAMINDAN,camote tops,bundle,1.0,1,1,245.0,conventional,conventional,1,170.0,7,6
CAPIZ,JAMINDAN,chicken,bilog,1.0,4,1,1075.0,size-based,large,1,1347.5,14,13
CAPIZ,JAMINDAN,chicken,chicken wings,1.0,9,1,15.0,price-quantity,prov_median,1,15.0,1,0
CAPIZ,JAMINDAN,chicken,whole (chicken),1.0,4,1,1245.0,size-based,large,1,1370.0,25,24
CAPIZ,JAMINDAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1.0,2,1,48.0,size-based,small,1,28.0,34,33
CAPIZ,JAMINDAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1.0,4,1,210.0,size-based,large,1,90.0,16,15
CAPIZ,JAMINDAN,"crackers, cookies, buiscuits, chips/curls",putos,1.0,5,1,240.0,price-quantity,mp25,1,37.0,6,5
CAPIZ,JAMINDAN,"crackers, cookies, buiscuits, chips/curls",putos,1.0,6,1,330.0,price-quantity,mp50,1,280.0,3,2
CAPIZ,JAMINDAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,2.0,2,1,355.0,size-based,small,1,473.0,6,5
CAPIZ,JAMINDAN,fresh fish,pieces or units,1.0,3,1,420.0,size-based,medium,1,375.0,38,37
CAPIZ,JAMINDAN,fresh fish,pieces or units,1.0,4,1,585.0,size-based,large,1,570.0,41,40
CAPIZ,JAMINDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2.0,2,1,90.0,size-based,small,1,76.5,10,9
CAPIZ,JAMINDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tub,2.0,4,1,1249.9999720603228,size-based,large,1,1249.9999720603228,4,3
CAPIZ,JAMINDAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,2.0,3,1,375.0,size-based,medium,1,375.0,63,62
CAPIZ,JAMINDAN,"liquor (e.g, whisky, coconut wine)",long-neck,2.0,4,1,750.0,size-based,large,1,750.0,24,23
CAPIZ,JAMINDAN,loaf bread,individual,1.0,2,1,60.0,size-based,small,1,60.0,1,0
CAPIZ,JAMINDAN,loaf bread,large packs,1.0,8,1,640.0,price-quantity,mun_median,1,640.0,1,0
CAPIZ,JAMINDAN,loaf bread,medium packs,1.0,3,1,450.0,size-based,medium,1,450.0,35,34
CAPIZ,JAMINDAN,loaf bread,small packs,1.0,2,1,400.0,size-based,small,1,360.0,23,22
CAPIZ,JAMINDAN,"prawns, lobster, shrimp",tumpok,1.0,1,1,1000.0,conventional,conventional,1,285.0,23,22
