pull_province,pull_item,pull_municipal_city,harmonized_nsu_unit,p_g,conv_rank,corrected_unit,d_reclassified,k_use,n_points,d_point_usable,unusable_why,w_g,n_g,n_disputed,n_uncertain,group_id,n_filled,n_empty,branch,w_use,v_use,hetero_code,share_uncertain,d_thin
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",CONCEPCION,small cup,40,1,mL,0,1,1,1,,100,2,0,0,1,1,0,3,100,.4,,0,1
ILOILO,"liquor (e.g, whisky, coconut wine)",CONCEPCION,lipid/lapad,80,1,mL,0,3,3,1,,375,7,0,0,1,3,0,3,375,.2133333333333333,,0,0
ILOILO,"liquor (e.g, whisky, coconut wine)",CONCEPCION,lipid/lapad,160,2,mL,0,3,3,1,,750,7,0,0,2,3,0,3,750,.2133333333333333,,0,0
ILOILO,"liquor (e.g, whisky, coconut wine)",CONCEPCION,lipid/lapad,240,3,mL,0,3,3,1,,1000,1,0,0,3,3,0,3,1000,.24,,0,1
ILOILO,loaf bread,CONCEPCION,large packs,100,1,g,0,2,2,1,,560,4,0,0,1,2,0,3,560,.1785714285714286,,0,0
ILOILO,loaf bread,CONCEPCION,large packs,165,2,g,0,2,2,1,,675,3,0,0,2,2,0,3,675,.2444444444444444,,0,0
ILOILO,loaf bread,CONCEPCION,medium packs,75,1,g,0,1,1,1,,480,3,0,0,1,1,0,3,480,.15625,,0,0
ILOILO,loaf bread,CONCEPCION,small packs,42.25,1,g,0,2,2,1,,220,1,0,0,1,1,1,3,220,.1920454545454545,,0,1
ILOILO,loaf bread,CONCEPCION,small packs,78,2,g,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,loaf bread,CONCEPCION,tama-tama nga putos,70,1,g,0,1,1,1,,450,1,0,0,1,1,0,3,450,.1555555555555556,,0,1
ILOILO,"prawns, lobster, shrimp",CONCEPCION,tumpok,60,1,g,0,1,1,1,,380,3,0,0,1,1,0,3,380,.1578947368421053,,0,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",CONCEPCION,bilog,48,1,g,0,1,1,1,,282.5,10,1,1,1,1,0,3,282.5,.1699115044247788,,.1,0
ILOILO,cabbage,DINGLE,pack,27.5,1,g,0,1,1,1,,150,3,0,0,1,1,0,3,150,.1833333333333333,,0,0
ILOILO,cabbage,DINGLE,pieces or units,50,1,g,0,1,1,1,,657.5,8,0,0,1,1,0,3,657.5,.0760456273764259,,0,0
ILOILO,camote,DINGLE,bilog,30,1,g,0,1,1,1,,82.5,4,0,0,1,1,0,3,82.5,.3636363636363636,,0,0
ILOILO,camote tops,DINGLE,bugkos,20,1,g,0,1,1,1,,175,3,0,0,1,1,0,3,175,.1142857142857143,,0,0
ILOILO,carrot,DINGLE,pieces or units,30,1,g,0,1,1,1,,175,7,0,0,1,1,0,3,175,.1714285714285714,,0,0
ILOILO,chicken,DINGLE,bilog,250,1,g,0,3,3,1,,1047.5,2,0,0,1,3,0,3,1047.5,.2386634844868735,,0,1
ILOILO,chicken,DINGLE,bilog,300,2,g,0,3,3,1,,1130,1,0,0,2,3,0,3,1130,.2654867256637168,,0,1
ILOILO,chicken,DINGLE,bilog,350,3,g,0,3,3,1,,1245,1,0,0,3,3,0,3,1245,.2811244979919679,,0,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",DINGLE,pieces or units,40,1,g,0,2,2,1,,27,3,0,0,1,2,0,3,27,1.481481481481481,,0,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",DINGLE,pieces or units,135,2,g,0,2,2,1,,61.5,2,0,0,2,2,0,3,61.5,2.195121951219512,,0,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",DINGLE,putos,54,1,g,0,2,2,1,,42,4,2,2,1,2,0,3,42,1.285714285714286,,.5,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",DINGLE,putos,100,2,g,0,2,2,1,,100,3,0,0,2,2,0,3,100,1,,0,0
ILOILO,fresh fish,DINGLE,pieces or units,105,1,g,0,2,2,1,,115,5,1,1,1,2,0,3,115,.9130434782608695,,.2,0
ILOILO,fresh fish,DINGLE,pieces or units,150,2,g,0,2,2,1,,460,4,0,0,2,2,0,3,460,.3260869565217391,,0,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DINGLE,cone,5,1,mL,0,1,1,1,,110,5,0,0,1,1,0,3,110,.0454545454545455,,0,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DINGLE,putos,32.5,1,mL,0,2,2,1,,47.5,2,0,0,1,2,0,3,47.5,.6842105263157895,,0,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DINGLE,putos,100,2,mL,0,2,2,1,,75,2,0,0,2,2,0,3,75,1.333333333333333,,0,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DINGLE,small cup,35,1,mL,0,1,1,1,,140,2,0,0,1,1,0,3,140,.25,,0,1
ILOILO,"liquor (e.g, whisky, coconut wine)",DINGLE,lipid/lapad,80,1,mL,0,3,3,1,,375,5,0,0,1,1,2,3,375,.2133333333333333,,0,0
ILOILO,"liquor (e.g, whisky, coconut wine)",DINGLE,lipid/lapad,180,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"liquor (e.g, whisky, coconut wine)",DINGLE,lipid/lapad,150,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"liquor (e.g, whisky, coconut wine)",DINGLE,long-neck,152.5,1,mL,0,3,3,1,,750,5,0,0,1,2,1,3,750,.2033333333333333,,0,0
ILOILO,"liquor (e.g, whisky, coconut wine)",DINGLE,long-neck,311,3,mL,0,3,3,1,,1000,1,0,0,3,2,1,3,1000,.311,,0,1
ILOILO,"liquor (e.g, whisky, coconut wine)",DINGLE,long-neck,230,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,loaf bread,DINGLE,large packs,90,1,g,0,1,1,1,,640,4,0,0,1,1,0,3,640,.140625,,0,0
ILOILO,loaf bread,DINGLE,medium packs,65,1,g,0,2,2,1,,472.5,2,0,0,1,2,0,3,472.5,.1375661375661376,,0,1
ILOILO,loaf bread,DINGLE,medium packs,120,2,g,0,2,2,1,,500,2,0,0,2,2,0,3,500,.24,,0,1
ILOILO,loaf bread,DINGLE,small packs,55,1,g,0,1,1,1,,400,3,0,0,1,1,0,3,400,.1375,,0,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",DINGLE,bilog,34.5,1,g,0,1,1,1,,235,4,1,1,1,1,0,3,235,.1468085106382979,,.25,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",DINGLE,pack,90,1,g,0,1,1,1,,250,4,0,0,1,1,0,3,250,.36,,0,0
ILOILO,cabbage,DUEAS,pieces or units,55,1,g,0,1,1,1,,695,21,0,0,1,1,0,3,695,.079136690647482,,0,0
ILOILO,camote,DUEAS,bilog,15,1,g,0,1,1,1,,147.5,12,3,3,1,1,0,3,147.5,.1016949152542373,,.25,0
ILOILO,camote tops,DUEAS,bugkos,20,1,g,0,1,1,1,,155,5,0,0,1,1,0,3,155,.1290322580645161,,0,0
ILOILO,carrot,DUEAS,pieces or units,40,1,g,0,1,1,1,,122.5,22,0,0,1,1,0,3,122.5,.3265306122448979,,0,0
ILOILO,chicken,DUEAS,whole (chicken),220,1,g,0,3,3,1,,857.5,2,0,0,1,3,0,3,857.5,.2565597667638484,,0,1
ILOILO,chicken,DUEAS,whole (chicken),250,2,g,0,3,3,1,,1192.5,2,0,0,2,3,0,3,1192.5,.209643605870021,,0,1
ILOILO,chicken,DUEAS,whole (chicken),375,3,g,0,3,3,1,,1365,1,0,0,3,3,0,3,1365,.2747252747252747,,0,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",DUEAS,bucket,369,1,g,0,1,1,1,,1500,3,0,0,1,1,0,3,1500,.246,,0,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",DUEAS,putos,65,1,g,0,3,3,1,,24,9,9,9,1,3,0,3,24,2.708333333333333,,1,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",DUEAS,putos,120,2,g,0,3,3,1,,50,6,0,0,2,3,0,3,50,2.4,,0,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",DUEAS,putos,159,3,g,0,3,3,1,,85,5,0,0,3,3,0,3,85,1.870588235294118,,0,0
ILOILO,fresh fish,DUEAS,pieces or units,125,1,g,0,3,3,1,,95,3,1,1,1,3,0,3,95,1.315789473684211,,.3333333333333333,0
ILOILO,fresh fish,DUEAS,pieces or units,180,2,g,0,3,3,1,,542.5,4,0,0,2,3,0,3,542.5,.3317972350230415,,0,0
ILOILO,fresh fish,DUEAS,pieces or units,210,3,g,0,3,3,1,,690,2,0,0,3,3,0,3,690,.3043478260869565,,0,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUEAS,pieces or units,35,1,mL,0,2,2,1,,110,2,0,0,1,2,0,3,110,.3181818181818182,,0,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUEAS,pieces or units,100,2,mL,0,2,2,1,,400,1,1,1,2,2,0,3,400,.25,,1,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUEAS,putos,32.5,1,mL,0,1,1,1,,550,5,5,5,1,1,0,3,550,.0590909090909091,,1,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUEAS,small cup,90,1,mL,0,1,1,1,,120,5,1,1,1,1,0,3,120,.75,,.2,0
ILOILO,"liquor (e.g, whisky, coconut wine)",DUEAS,lipid/lapad,75,1,mL,0,3,3,1,,375,8,0,0,1,1,2,3,375,.2,,0,0
ILOILO,"liquor (e.g, whisky, coconut wine)",DUEAS,lipid/lapad,120,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"liquor (e.g, whisky, coconut wine)",DUEAS,lipid/lapad,240,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"liquor (e.g, whisky, coconut wine)",DUEAS,long-neck,180,1,mL,0,1,1,1,,750,10,0,0,1,1,0,3,750,.24,,0,0
ILOILO,"liquor (e.g, whisky, coconut wine)",DUEAS,long-neck,980,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,loaf bread,DUEAS,large packs,80.875,1,g,0,3,3,1,,450,3,0,0,1,3,0,3,450,.1797222222222222,,0,0
ILOILO,loaf bread,DUEAS,large packs,140,2,g,0,3,3,1,,690,4,0,0,2,3,0,3,690,.2028985507246377,,0,0
ILOILO,loaf bread,DUEAS,large packs,164.5,3,g,0,3,3,1,,720,1,0,0,3,3,0,3,720,.2284722222222222,,0,1
ILOILO,loaf bread,DUEAS,medium packs,70,1,g,0,1,1,1,,500,6,0,0,1,1,0,3,500,.14,,0,0
ILOILO,loaf bread,DUEAS,small packs,57.25,1,g,0,1,1,1,,290,8,1,1,1,1,0,3,290,.1974137931034483,,.125,0
ILOILO,loaf bread,DUEAS,tama-tama nga putos,65,1,g,0,1,1,1,,345,3,0,0,1,1,0,3,345,.1884057971014493,,0,0
ILOILO,mango,DUEAS,pieces or units,37.5,1,g,0,3,3,1,,207.5,4,0,0,1,3,0,3,207.5,.1807228915662651,,0,0
ILOILO,mango,DUEAS,pieces or units,80,2,g,0,3,3,1,,275,5,0,0,2,3,0,3,275,.2909090909090909,,0,0
ILOILO,mango,DUEAS,pieces or units,112.5,3,g,0,3,3,1,,340,3,0,0,3,3,0,3,340,.3308823529411765,,0,0
ILOILO,"prawns, lobster, shrimp",DUEAS,tumpok,60,1,g,0,1,1,1,,230,1,0,0,1,1,0,3,230,.2608695652173913,,0,1
ILOILO,"prawns, lobster, shrimp",DUEAS,tumpok,200,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,"prawns, lobster, shrimp",DUEAS,tumpok,100,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUEAS,bilog,45,1,g,0,1,1,1,,250,5,0,0,1,1,0,3,250,.18,,0,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUEAS,putos,50,1,g,0,3,3,1,,195,2,0,0,1,2,1,3,195,.2564102564102564,,0,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUEAS,putos,80,2,g,0,3,3,1,,250,3,0,0,2,2,1,3,250,.32,,0,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUEAS,putos,130,3,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,rice,DUEAS,gantang,,,g,0,,1,1,,2230,7,1,1,1,,,1,2230,,,.1428571428571428,0
ILOILO,cabbage,DUMANGAS,pieces or units,35,1,g,0,2,2,1,,615,3,0,0,1,2,0,3,615,.0569105691056911,,0,0
ILOILO,cabbage,DUMANGAS,pieces or units,72.5,2,g,0,2,2,1,,800,3,0,0,2,2,0,3,800,.090625,,0,0
ILOILO,camote tops,DUMANGAS,bugkos,20,1,g,0,1,1,1,,140,2,0,0,1,1,0,3,140,.1428571428571428,,0,1
ILOILO,carrot,DUMANGAS,pieces or units,30,1,g,0,1,1,1,,145,6,0,0,1,1,0,3,145,.2068965517241379,,0,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUMANGAS,cone,32.5,1,mL,0,1,1,1,,105,2,0,0,1,1,0,3,105,.3095238095238095,,0,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUMANGAS,cone,60,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUMANGAS,pieces or units,30.75,1,mL,0,3,3,1,,46.5,2,0,0,1,3,0,3,46.5,.6612903225806451,,0,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUMANGAS,pieces or units,62.5,2,mL,0,3,3,1,,60,1,0,0,2,3,0,3,60,1.041666666666667,,0,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUMANGAS,pieces or units,100,3,mL,0,3,3,1,,65,1,0,0,3,3,0,3,65,1.538461538461539,,0,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",DUMANGAS,small cup,25,1,mL,0,1,1,1,,140,2,0,0,1,1,0,3,140,.1785714285714286,,0,1
ILOILO,"liquor (e.g, whisky, coconut wine)",DUMANGAS,lipid/lapad,77.5,1,mL,0,2,2,1,,375,2,0,0,1,1,1,3,375,.2066666666666667,,0,1
ILOILO,"liquor (e.g, whisky, coconut wine)",DUMANGAS,lipid/lapad,160,2,mL,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"liquor (e.g, whisky, coconut wine)",DUMANGAS,long-neck,180,1,mL,0,1,1,1,,750,2,0,0,1,1,0,3,750,.24,,0,1
ILOILO,"liquor (e.g, whisky, coconut wine)",DUMANGAS,long-neck,150,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,loaf bread,DUMANGAS,large packs,70,1,g,0,2,2,1,,640,2,0,0,1,1,1,3,640,.109375,,0,1
ILOILO,loaf bread,DUMANGAS,large packs,115,2,g,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,loaf bread,DUMANGAS,medium packs,66.5,1,g,0,1,1,1,,400,1,0,0,1,1,0,3,400,.16625,,0,1
ILOILO,loaf bread,DUMANGAS,small packs,45,1,g,0,2,2,1,,220,2,0,0,1,1,1,3,220,.2045454545454546,,0,1
ILOILO,loaf bread,DUMANGAS,small packs,92.5,2,g,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,mango,DUMANGAS,pieces or units,50,1,g,0,2,2,1,,195,3,0,0,1,2,0,3,195,.2564102564102564,,0,0
ILOILO,mango,DUMANGAS,pieces or units,95,2,g,0,2,2,1,,255,3,0,0,2,2,0,3,255,.3725490196078431,,0,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUMANGAS,bilog,50,1,g,0,1,1,1,,200,1,0,0,1,1,0,3,200,.25,,0,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUMANGAS,pack,362.5,1,g,0,1,1,1,,285,1,0,0,1,1,0,3,285,1.271929824561403,,0,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUMANGAS,pack,225,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUMANGAS,putos,56.25,1,g,0,2,2,1,,560,1,0,0,1,2,0,3,560,.1004464285714286,,0,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",DUMANGAS,putos,130,2,g,0,2,2,1,,680,1,0,0,2,2,0,3,680,.1911764705882353,,0,1
ILOILO,cabbage,ESTANCIA,pack,50,1,g,0,1,1,1,,205,1,0,0,1,1,0,3,205,.2439024390243902,,0,1
ILOILO,cabbage,ESTANCIA,pieces or units,45,1,g,0,1,1,1,,625,12,0,0,1,1,0,3,625,.072,,0,0
ILOILO,camote tops,ESTANCIA,bugkos,20,1,g,0,1,1,1,,317.5,10,2,2,1,1,0,3,317.5,.062992125984252,,.2,0
ILOILO,carrot,ESTANCIA,pieces or units,27.5,1,g,0,1,1,1,,120,11,0,0,1,1,0,3,120,.2291666666666667,,0,0
ILOILO,chicken,ESTANCIA,whole (chicken),220,1,g,0,3,3,1,,810,3,0,0,1,3,0,3,810,.2716049382716049,,0,0
ILOILO,chicken,ESTANCIA,whole (chicken),290,2,g,0,3,3,1,,977.5,4,0,0,2,3,0,3,977.5,.2966751918158568,,0,0
ILOILO,chicken,ESTANCIA,whole (chicken),615,3,g,0,3,3,1,,1237.5,2,0,0,3,3,0,3,1237.5,.496969696969697,,0,1
ILOILO,fresh fish,ESTANCIA,pieces or units,100,1,g,0,1,1,1,,160,15,1,1,1,1,0,3,160,.625,,.0666666666666667,0
ILOILO,fresh fish,ESTANCIA,pieces or units,60,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ESTANCIA,cone,40,1,mL,0,1,1,1,,110,3,0,0,1,1,0,3,110,.3636363636363636,,0,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ESTANCIA,pieces or units,60,1,mL,0,1,1,1,,600,3,2,2,1,1,0,3,600,.1,,.6666666666666666,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ESTANCIA,small cup,20,1,mL,0,2,2,1,,100,3,0,0,1,1,1,3,100,.2,,0,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ESTANCIA,small cup,56,2,mL,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"liquor (e.g, whisky, coconut wine)",ESTANCIA,lipid/lapad,85,1,mL,0,3,3,1,,375,7,0,0,1,1,2,3,375,.2266666666666667,,0,0
ILOILO,"liquor (e.g, whisky, coconut wine)",ESTANCIA,lipid/lapad,240,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"liquor (e.g, whisky, coconut wine)",ESTANCIA,lipid/lapad,160,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,loaf bread,ESTANCIA,large packs,85,1,g,0,1,1,1,,640,3,0,0,1,1,0,3,640,.1328125,,0,0
ILOILO,loaf bread,ESTANCIA,medium packs,65,1,g,0,1,1,1,,450,3,0,0,1,1,0,3,450,.1444444444444444,,0,0
ILOILO,loaf bread,ESTANCIA,small packs,50,1,g,0,1,1,1,,220,1,0,0,1,1,0,3,220,.2272727272727273,,0,1
ILOILO,mango,ESTANCIA,pieces or units,80,1,g,0,1,1,1,,232.5,12,0,0,1,1,0,3,232.5,.3440860215053764,,0,0
ILOILO,mango,ESTANCIA,pieces or units,120,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,"prawns, lobster, shrimp",ESTANCIA,tumpok,60,1,g,0,1,1,1,,145,9,2,2,1,1,0,3,145,.4137931034482759,,.2222222222222222,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",ESTANCIA,bilog,50,1,g,0,1,1,1,,70,2,0,0,1,1,0,3,70,.7142857142857143,,0,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",ESTANCIA,putos,50,1,g,0,3,3,1,,250,5,0,0,1,2,1,3,250,.2,,0,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",ESTANCIA,putos,122.5,3,g,0,3,3,1,,1000,1,1,1,3,2,1,3,1000,.1225,,1,1
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",ESTANCIA,putos,84,2,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,cabbage,GUIMBAL,pieces or units,50,1,g,0,1,1,1,,570,27,0,0,1,1,0,3,570,.087719298245614,,0,0
ILOILO,camote tops,GUIMBAL,bugkos,20,1,g,0,1,1,1,,135,9,0,0,1,1,0,3,135,.1481481481481481,,0,0
ILOILO,carrot,GUIMBAL,pieces or units,35,1,g,0,1,1,1,,122.5,24,0,0,1,1,0,3,122.5,.2857142857142857,,0,0
ILOILO,chicken,GUIMBAL,bilog,200,1,g,0,3,3,1,,192.5,2,2,2,1,3,0,3,192.5,1.038961038961039,,1,1
ILOILO,chicken,GUIMBAL,bilog,225,2,g,0,3,3,1,,200,3,3,3,2,3,0,3,200,1.125,,1,0
ILOILO,chicken,GUIMBAL,bilog,372.5,3,g,0,3,3,1,,220,1,1,1,3,3,0,3,220,1.693181818181818,,1,1
ILOILO,chicken,GUIMBAL,whole (chicken),275,1,g,0,3,3,1,,857.5,4,0,0,1,3,0,3,857.5,.3206997084548105,,0,0
ILOILO,chicken,GUIMBAL,whole (chicken),300,2,g,0,3,3,1,,1225,5,0,0,2,3,0,3,1225,.2448979591836735,,0,0
ILOILO,chicken,GUIMBAL,whole (chicken),350,3,g,0,3,3,1,,1575,3,0,0,3,3,0,3,1575,.2222222222222222,,0,0
ILOILO,fresh fish,GUIMBAL,pieces or units,100,1,g,0,1,1,1,,565,11,1,1,1,1,0,3,565,.1769911504424779,,.0909090909090909,0
ILOILO,fresh fish,GUIMBAL,pieces or units,170,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",GUIMBAL,pieces or units,46,1,g,0,1,1,1,,110,3,0,0,1,1,0,3,110,.4181818181818182,,0,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",GUIMBAL,pieces or units,112,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",GUIMBAL,small cup,45,1,g,0,2,2,1,,125,1,0,0,1,1,1,3,125,.36,,0,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",GUIMBAL,small cup,112.5,2,g,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,loaf bread,GUIMBAL,large packs,88.75,1,g,0,1,1,1,,645,7,0,0,1,1,0,3,645,.1375968992248062,,0,0
ILOILO,loaf bread,GUIMBAL,medium packs,67.25,1,g,0,1,1,1,,465,5,0,0,1,1,0,3,465,.1446236559139785,,0,0
ILOILO,loaf bread,GUIMBAL,small packs,65,1,g,0,1,1,1,,450,5,0,0,1,1,0,3,450,.1444444444444444,,0,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",GUIMBAL,putos,67.5,1,g,0,3,3,1,,185,5,0,0,1,3,0,3,185,.3648648648648649,,0,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",GUIMBAL,putos,130,2,g,0,3,3,1,,325,6,0,0,2,3,0,3,325,.4,,0,0
ILOILO,"preserved or processed meat (tocino, tapa, longaniza, etc)",GUIMBAL,putos,167.5,3,g,0,3,3,1,,550,4,0,0,3,3,0,3,550,.3045454545454546,,0,0
ILOILO,rice,GUIMBAL,salmon,,,g,0,,1,1,,377.5,4,0,0,1,,,1,377.5,,,0,0
ILOILO,beef,IGBARAS,intestine,150,,g,0,,1,1,,2060,1,0,0,1,,,2,2060,.0728155339805825,province_median,0,1
ILOILO,cabbage,IGBARAS,pieces or units,45,1,g,0,1,1,1,,595,3,0,0,1,1,0,3,595,.0756302521008403,,0,0
ILOILO,camote,IGBARAS,bilog,25,1,g,0,1,1,1,,140,7,2,2,1,1,0,3,140,.1785714285714286,,.2857142857142857,0
ILOILO,camote tops,IGBARAS,bugkos,20,1,g,0,1,1,1,,105,3,0,0,1,1,0,3,105,.1904761904761905,,0,0
ILOILO,carrot,IGBARAS,pieces or units,30,1,g,0,1,1,1,,150,9,1,1,1,1,0,3,150,.2,,.1111111111111111,0
ILOILO,carrot,IGBARAS,putos (mix vegetable),30,1,g,0,1,1,1,,155,3,0,0,1,1,0,3,155,.1935483870967742,,0,0
ILOILO,chicken,IGBARAS,bilog,250,1,g,0,2,2,1,,870,3,0,0,1,2,0,3,870,.2873563218390804,,0,0
ILOILO,chicken,IGBARAS,bilog,345,2,g,0,2,2,1,,1170,2,0,0,2,2,0,3,1170,.2948717948717949,,0,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",IGBARAS,pieces or units,59,1,g,0,2,2,1,,30,4,0,0,1,2,0,3,30,1.966666666666667,,0,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",IGBARAS,pieces or units,112.5,2,g,0,2,2,1,,48,3,0,0,2,2,0,3,48,2.34375,,0,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",IGBARAS,putos,65,1,g,0,3,3,1,,25,3,2,2,1,3,0,3,25,2.6,,.6666666666666666,0
ILOILO,"crackers, cookies, buiscuits, chips/curls",IGBARAS,putos,130,2,g,0,3,3,1,,57.5,2,0,0,2,3,0,3,57.5,2.260869565217391,,0,1
ILOILO,"crackers, cookies, buiscuits, chips/curls",IGBARAS,putos,168.75,3,g,0,3,3,1,,96.5,2,0,0,3,3,0,3,96.5,1.748704663212435,,0,1
ILOILO,fresh fish,IGBARAS,pieces or units,62.5,1,g,0,3,3,1,,72.5,6,3,3,1,3,0,3,72.5,.8620689655172413,,.5,0
ILOILO,fresh fish,IGBARAS,pieces or units,110,2,g,0,3,3,1,,265,7,0,0,2,3,0,3,265,.4150943396226415,,0,0
ILOILO,fresh fish,IGBARAS,pieces or units,210,3,g,0,3,3,1,,680,5,1,1,3,3,0,3,680,.3088235294117647,,.2,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",IGBARAS,pieces or units,25.5,1,mL,0,3,3,1,,70,2,0,0,1,2,1,3,70,.3642857142857143,,0,1
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",IGBARAS,pieces or units,60,2,mL,0,3,3,1,,110,3,0,0,2,2,1,3,110,.5454545454545454,,0,0
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",IGBARAS,pieces or units,82,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
ILOILO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",IGBARAS,putos,180,1,mL,0,3,3,1,,49,2,0,0,1,3,0,3,49,3.673469387755102,,0,1
