pull_province,pull_municipal_city,pull_item,harmonized_nsu_unit,corrected_unit,cf_blind,fallback_level,n_g_used,d_thin,d_unconvertible
ILOILO,BATAD,cabbage,pieces or units,g,650,cell pooled across sizes,17,0,0
ILOILO,BATAD,camote,bilog,g,90,cell pooled across sizes,9,0,0
ILOILO,BATAD,camote tops,bugkos,g,385,cell pooled across sizes,7,0,0
ILOILO,BATAD,carrot,pieces or units,g,117.5,cell pooled across sizes,18,0,0
ILOILO,BATAD,chicken,whole (chicken),g,1062.5,cell pooled across sizes,8,0,0
ILOILO,BATAD,"crackers, cookies, buiscuits, chips/curls",pack,g,30,cell pooled across sizes,7,0,0
ILOILO,BATAD,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,27.5,cell pooled across sizes,8,0,0
ILOILO,BATAD,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,g,422.5,province x item x unit,12,0,0
ILOILO,BATAD,fresh fish,pieces or units,g,490,cell pooled across sizes,9,0,0
ILOILO,BATAD,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,100,province x item x unit,59,0,0
ILOILO,BATAD,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,province x item x unit,77,0,0
ILOILO,BATAD,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,6,0,0
ILOILO,BATAD,loaf bread,large packs,g,640,cell pooled across sizes,4,0,0
ILOILO,BATAD,loaf bread,medium packs,g,450,cell pooled across sizes,5,0,0
ILOILO,BATAD,loaf bread,small packs,g,385,province x item x unit,123,0,0
ILOILO,BATAD,mango,pieces or units,g,255,cell pooled across sizes,9,0,0
ILOILO,BATAD,"prawns, lobster, shrimp",tumpok,g,260,cell pooled across sizes,5,0,0
ILOILO,BATAD,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,province x item x unit,116,0,0
ILOILO,BATAD,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,g,250,cell pooled across sizes,8,0,0
ILOILO,BATAD,rice,letse,g,425,item x unit (regional),3,0,0
ILOILO,BINGAWAN,cabbage,pieces or units,g,680,cell pooled across sizes,23,0,0
ILOILO,BINGAWAN,camote,bilog,g,77.5,cell pooled across sizes,6,0,0
ILOILO,BINGAWAN,camote tops,bugkos,g,180,cell pooled across sizes,5,0,0
ILOILO,BINGAWAN,carrot,pieces or units,g,125,cell pooled across sizes,20,0,0
ILOILO,BINGAWAN,chicken,whole (chicken),g,1035,province x item x unit,180,0,0
ILOILO,BINGAWAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,35,cell pooled across sizes,6,0,0
ILOILO,BINGAWAN,"crackers, cookies, buiscuits, chips/curls",putos,g,81.5,cell pooled across sizes,16,0,0
ILOILO,BINGAWAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,322.5,cell pooled across sizes,8,0,0
ILOILO,BINGAWAN,fresh fish,pieces or units,g,425,cell pooled across sizes,6,0,0
ILOILO,BINGAWAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,62.5,province x item x unit,60,0,0
ILOILO,BINGAWAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,province x item x unit,61,0,0
ILOILO,BINGAWAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,province x item x unit,77,0,0
ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,5,0,0
ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,8,0,0
ILOILO,BINGAWAN,loaf bread,large packs,g,700,cell pooled across sizes,5,0,0
ILOILO,BINGAWAN,loaf bread,medium packs,g,475,cell pooled across sizes,4,0,0
ILOILO,BINGAWAN,loaf bread,small packs,g,350,cell pooled across sizes,3,0,0
ILOILO,BINGAWAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,province x item x unit,116,0,0
ILOILO,BINGAWAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,province x item x unit,182,0,0
ILOILO,CABATUAN,cabbage,pieces or units,g,535,cell pooled across sizes,21,0,0
ILOILO,CABATUAN,cabbage,putos (mix vegetable),g,172.5,cell pooled across sizes,8,0,0
ILOILO,CABATUAN,camote,bilog,g,150,cell pooled across sizes,16,0,0
ILOILO,CABATUAN,camote tops,bugkos,g,192.5,cell pooled across sizes,8,0,0
ILOILO,CABATUAN,camote tops,bundle,g,920,cell pooled across sizes,4,0,0
ILOILO,CABATUAN,carrot,pieces or units,g,170,cell pooled across sizes,21,0,0
ILOILO,CABATUAN,carrot,putos (mix vegetable),g,150,cell pooled across sizes,6,0,0
ILOILO,CABATUAN,chicken,whole (chicken),g,1090,cell pooled across sizes,5,0,0
ILOILO,CABATUAN,"crackers, cookies, buiscuits, chips/curls",pack,g,335,cell pooled across sizes,3,0,0
ILOILO,CABATUAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,35,cell pooled across sizes,5,0,0
ILOILO,CABATUAN,"crackers, cookies, buiscuits, chips/curls",putos,g,90,province x item x unit,230,0,0
ILOILO,CABATUAN,fresh fish,pieces or units,g,530,cell pooled across sizes,7,0,0
ILOILO,CABATUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,62.5,province x item x unit,60,0,0
ILOILO,CABATUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,65,province x item x unit,51,0,0
ILOILO,CABATUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,290,cell pooled across sizes,4,0,0
ILOILO,CABATUAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,580,cell pooled across sizes,6,0,0
ILOILO,CABATUAN,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,province x item x unit,185,0,0
ILOILO,CABATUAN,loaf bread,large packs,g,677.5,cell pooled across sizes,6,0,0
ILOILO,CABATUAN,loaf bread,medium packs,g,477.5,cell pooled across sizes,4,0,0
ILOILO,CABATUAN,loaf bread,small packs,g,382.5,cell pooled across sizes,4,0,0
ILOILO,CABATUAN,mango,pieces or units,g,200,cell pooled across sizes,13,0,0
ILOILO,CABATUAN,pork,pieces or units,g,272.5,cell pooled across sizes,4,0,0
ILOILO,CABATUAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,province x item x unit,116,0,0
ILOILO,CABATUAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,g,505,cell pooled across sizes,3,0,0
ILOILO,CALINOG,cabbage,pieces or units,g,747.5,cell pooled across sizes,26,0,0
ILOILO,CALINOG,camote,bilog,g,170,cell pooled across sizes,9,0,0
ILOILO,CALINOG,camote tops,bugkos,g,145,cell pooled across sizes,4,0,0
ILOILO,CALINOG,camote tops,bundle,g,495,cell pooled across sizes,3,0,0
ILOILO,CALINOG,carrot,pieces or units,g,110,cell pooled across sizes,23,0,0
ILOILO,CALINOG,chicken,whole (chicken),g,1032.5,cell pooled across sizes,6,0,0
ILOILO,CALINOG,fresh fish,pieces or units,g,370,cell pooled across sizes,17,0,0
ILOILO,CALINOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pack,mL,525,cell pooled across sizes,4,0,0
ILOILO,CALINOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,65,province x item x unit,51,0,0
ILOILO,CALINOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,3,0,0
ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,9,0,0
ILOILO,CALINOG,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,10,0,0
ILOILO,CALINOG,loaf bread,large packs,g,640,cell pooled across sizes,6,0,0
ILOILO,CALINOG,loaf bread,medium packs,g,450,cell pooled across sizes,7,0,0
ILOILO,CALINOG,mango,pieces or units,g,250,cell pooled across sizes,15,0,0
ILOILO,CALINOG,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,cell pooled across sizes,4,0,0
ILOILO,CALINOG,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,g,250,cell pooled across sizes,11,0,0
ILOILO,CARLES,cabbage,pieces or units,g,735,cell pooled across sizes,9,0,0
ILOILO,CARLES,camote,bilog,g,190,cell pooled across sizes,9,0,0
ILOILO,CARLES,camote tops,bugkos,g,170,cell pooled across sizes,3,0,0
ILOILO,CARLES,camote tops,bundle,g,160,cell pooled across sizes,3,0,0
ILOILO,CARLES,carrot,pieces or units,g,135,cell pooled across sizes,9,0,0
ILOILO,CARLES,chicken,whole (chicken),g,1187.5,cell pooled across sizes,10,0,0
ILOILO,CARLES,"crackers, cookies, buiscuits, chips/curls",pack,g,280,cell pooled across sizes,3,0,0
ILOILO,CARLES,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,42.5,cell pooled across sizes,10,0,0
ILOILO,CARLES,"crackers, cookies, buiscuits, chips/curls",putos,g,295,cell pooled across sizes,10,0,0
ILOILO,CARLES,fresh fish,pack,g,775,cell pooled across sizes,3,0,0
ILOILO,CARLES,fresh fish,pieces or units,g,355,cell pooled across sizes,9,0,0
ILOILO,CARLES,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,100,cell pooled across sizes,3,0,0
ILOILO,CARLES,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,87.5,cell pooled across sizes,8,0,0
ILOILO,CARLES,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,4,0,0
ILOILO,CARLES,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,4,0,0
ILOILO,CARLES,loaf bread,large packs,g,600,cell pooled across sizes,5,0,0
ILOILO,CARLES,loaf bread,medium packs,g,450,province x item x unit,160,0,0
ILOILO,CARLES,loaf bread,small packs,g,385,province x item x unit,123,0,0
ILOILO,CARLES,"prawns, lobster, shrimp",tumpok,g,250,province x item x unit,55,0,0
ILOILO,CARLES,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,267.5,cell pooled across sizes,6,0,0
ILOILO,CONCEPCION,cabbage,pieces or units,g,695,cell pooled across sizes,13,0,0
ILOILO,CONCEPCION,camote,bilog,g,230,cell pooled across sizes,12,0,0
ILOILO,CONCEPCION,camote tops,bugkos,g,250,cell pooled across sizes,6,0,0
ILOILO,CONCEPCION,carrot,pieces or units,g,152.5,cell pooled across sizes,12,0,0
ILOILO,CONCEPCION,chicken,bilog,g,1090,cell pooled across sizes,13,0,0
ILOILO,CONCEPCION,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,33,province x item x unit,227,0,0
ILOILO,CONCEPCION,"crackers, cookies, buiscuits, chips/curls",putos,g,275,cell pooled across sizes,9,0,0
ILOILO,CONCEPCION,fresh fish,pieces or units,g,367.5,cell pooled across sizes,10,0,0
ILOILO,CONCEPCION,fresh fish,tumpok,g,775,cell pooled across sizes,12,0,0
ILOILO,CONCEPCION,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,100,province x item x unit,59,0,0
ILOILO,CONCEPCION,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,45,cell pooled across sizes,10,0,0
ILOILO,CONCEPCION,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,province x item x unit,77,0,0
ILOILO,CONCEPCION,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,750,cell pooled across sizes,15,0,0
ILOILO,CONCEPCION,loaf bread,large packs,g,665,cell pooled across sizes,7,0,0
ILOILO,CONCEPCION,loaf bread,medium packs,g,480,cell pooled across sizes,3,0,0
ILOILO,CONCEPCION,loaf bread,small packs,g,385,province x item x unit,123,0,0
ILOILO,CONCEPCION,loaf bread,tama-tama nga putos,g,450,province x item x unit,16,0,0
ILOILO,CONCEPCION,"prawns, lobster, shrimp",tumpok,g,380,cell pooled across sizes,3,0,0
ILOILO,CONCEPCION,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,282.5,cell pooled across sizes,10,0,0
ILOILO,DINGLE,cabbage,pack,g,150,cell pooled across sizes,3,0,0
ILOILO,DINGLE,cabbage,pieces or units,g,657.5,cell pooled across sizes,8,0,0
ILOILO,DINGLE,camote,bilog,g,82.5,cell pooled across sizes,4,0,0
ILOILO,DINGLE,camote tops,bugkos,g,175,cell pooled across sizes,3,0,0
ILOILO,DINGLE,carrot,pieces or units,g,175,cell pooled across sizes,7,0,0
ILOILO,DINGLE,chicken,bilog,g,1102.5,cell pooled across sizes,4,0,0
ILOILO,DINGLE,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,28,cell pooled across sizes,5,0,0
ILOILO,DINGLE,"crackers, cookies, buiscuits, chips/curls",putos,g,65,cell pooled across sizes,7,0,0
ILOILO,DINGLE,fresh fish,pieces or units,g,195,cell pooled across sizes,9,0,0
ILOILO,DINGLE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,mL,110,cell pooled across sizes,5,0,0
ILOILO,DINGLE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,57.5,cell pooled across sizes,4,0,0
ILOILO,DINGLE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,province x item x unit,77,0,0
ILOILO,DINGLE,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,5,0,0
ILOILO,DINGLE,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,6,0,0
ILOILO,DINGLE,loaf bread,large packs,g,640,cell pooled across sizes,4,0,0
ILOILO,DINGLE,loaf bread,medium packs,g,497.5,cell pooled across sizes,4,0,0
ILOILO,DINGLE,loaf bread,small packs,g,400,cell pooled across sizes,3,0,0
ILOILO,DINGLE,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,235,cell pooled across sizes,4,0,0
ILOILO,DINGLE,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,g,250,cell pooled across sizes,4,0,0
ILOILO,DUEAS,cabbage,pieces or units,g,695,cell pooled across sizes,21,0,0
ILOILO,DUEAS,camote,bilog,g,147.5,cell pooled across sizes,12,0,0
ILOILO,DUEAS,camote tops,bugkos,g,155,cell pooled across sizes,5,0,0
ILOILO,DUEAS,carrot,pieces or units,g,122.5,cell pooled across sizes,22,0,0
ILOILO,DUEAS,chicken,whole (chicken),g,1130,cell pooled across sizes,5,0,0
ILOILO,DUEAS,"crackers, cookies, buiscuits, chips/curls",bucket,g,1500,cell pooled across sizes,3,0,0
ILOILO,DUEAS,"crackers, cookies, buiscuits, chips/curls",putos,g,40,cell pooled across sizes,20,0,0
ILOILO,DUEAS,fresh fish,pieces or units,g,520,cell pooled across sizes,9,0,0
ILOILO,DUEAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,110,cell pooled across sizes,3,0,0
ILOILO,DUEAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,550,cell pooled across sizes,5,0,0
ILOILO,DUEAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,120,cell pooled across sizes,5,0,0
ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,8,0,0
ILOILO,DUEAS,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,10,0,0
ILOILO,DUEAS,loaf bread,large packs,g,667.5,cell pooled across sizes,8,0,0
ILOILO,DUEAS,loaf bread,medium packs,g,500,cell pooled across sizes,6,0,0
ILOILO,DUEAS,loaf bread,small packs,g,290,cell pooled across sizes,8,0,0
ILOILO,DUEAS,loaf bread,tama-tama nga putos,g,345,cell pooled across sizes,3,0,0
ILOILO,DUEAS,mango,pieces or units,g,270,cell pooled across sizes,12,0,0
ILOILO,DUEAS,"prawns, lobster, shrimp",tumpok,g,250,province x item x unit,55,0,0
ILOILO,DUEAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,cell pooled across sizes,5,0,0
ILOILO,DUEAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,5,0,0
ILOILO,DUEAS,rice,gantang,g,2230,cell pooled across sizes,7,0,0
ILOILO,DUMANGAS,cabbage,pieces or units,g,705,cell pooled across sizes,6,0,0
ILOILO,DUMANGAS,camote tops,bugkos,g,170,province x item x unit,218,0,0
ILOILO,DUMANGAS,carrot,pieces or units,g,145,cell pooled across sizes,6,0,0
ILOILO,DUMANGAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,mL,110,province x item x unit,22,0,0
ILOILO,DUMANGAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,54,cell pooled across sizes,4,0,0
ILOILO,DUMANGAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,province x item x unit,77,0,0
ILOILO,DUMANGAS,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,province x item x unit,267,0,0
ILOILO,DUMANGAS,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,province x item x unit,185,0,0
ILOILO,DUMANGAS,loaf bread,large packs,g,640,province x item x unit,188,0,0
ILOILO,DUMANGAS,loaf bread,medium packs,g,450,province x item x unit,160,0,0
ILOILO,DUMANGAS,loaf bread,small packs,g,385,province x item x unit,123,0,0
ILOILO,DUMANGAS,mango,pieces or units,g,210,cell pooled across sizes,6,0,0
ILOILO,DUMANGAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,province x item x unit,116,0,0
ILOILO,DUMANGAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,g,250,province x item x unit,70,0,0
ILOILO,DUMANGAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,province x item x unit,182,0,0
ILOILO,ESTANCIA,cabbage,pack,g,135,province x item x unit,26,0,0
ILOILO,ESTANCIA,cabbage,pieces or units,g,625,cell pooled across sizes,12,0,0
ILOILO,ESTANCIA,camote tops,bugkos,g,317.5,cell pooled across sizes,10,0,0
ILOILO,ESTANCIA,carrot,pieces or units,g,120,cell pooled across sizes,11,0,0
ILOILO,ESTANCIA,chicken,whole (chicken),g,930,cell pooled across sizes,9,0,0
ILOILO,ESTANCIA,fresh fish,pieces or units,g,160,cell pooled across sizes,15,0,0
ILOILO,ESTANCIA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,mL,110,cell pooled across sizes,3,0,0
ILOILO,ESTANCIA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,600,cell pooled across sizes,3,0,0
ILOILO,ESTANCIA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,3,0,0
ILOILO,ESTANCIA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,7,0,0
ILOILO,ESTANCIA,loaf bread,large packs,g,640,cell pooled across sizes,3,0,0
ILOILO,ESTANCIA,loaf bread,medium packs,g,450,cell pooled across sizes,3,0,0
ILOILO,ESTANCIA,loaf bread,small packs,g,385,province x item x unit,123,0,0
ILOILO,ESTANCIA,mango,pieces or units,g,232.5,cell pooled across sizes,12,0,0
ILOILO,ESTANCIA,"prawns, lobster, shrimp",tumpok,g,145,cell pooled across sizes,9,0,0
ILOILO,ESTANCIA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,province x item x unit,116,0,0
ILOILO,ESTANCIA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,6,0,0
ILOILO,GUIMBAL,cabbage,pieces or units,g,570,cell pooled across sizes,27,0,0
ILOILO,GUIMBAL,camote tops,bugkos,g,135,cell pooled across sizes,9,0,0
ILOILO,GUIMBAL,carrot,pieces or units,g,122.5,cell pooled across sizes,24,0,0
ILOILO,GUIMBAL,chicken,bilog,g,200,cell pooled across sizes,6,0,0
ILOILO,GUIMBAL,chicken,whole (chicken),g,1180,cell pooled across sizes,12,0,0
ILOILO,GUIMBAL,fresh fish,pieces or units,g,565,cell pooled across sizes,11,0,0
ILOILO,GUIMBAL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,110,cell pooled across sizes,3,0,0
ILOILO,GUIMBAL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,100,province x item x unit,69,0,0
ILOILO,GUIMBAL,loaf bread,large packs,g,645,cell pooled across sizes,7,0,0
ILOILO,GUIMBAL,loaf bread,medium packs,g,465,cell pooled across sizes,5,0,0
ILOILO,GUIMBAL,loaf bread,small packs,g,450,cell pooled across sizes,5,0,0
ILOILO,GUIMBAL,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,325,cell pooled across sizes,15,0,0
ILOILO,GUIMBAL,rice,salmon,g,377.5,cell pooled across sizes,4,0,0
ILOILO,IGBARAS,cabbage,pieces or units,g,595,cell pooled across sizes,3,0,0
ILOILO,IGBARAS,camote,bilog,g,140,cell pooled across sizes,7,0,0
ILOILO,IGBARAS,camote tops,bugkos,g,105,cell pooled across sizes,3,0,0
ILOILO,IGBARAS,carrot,pieces or units,g,150,cell pooled across sizes,9,0,0
ILOILO,IGBARAS,carrot,putos (mix vegetable),g,155,cell pooled across sizes,3,0,0
ILOILO,IGBARAS,chicken,bilog,g,935,cell pooled across sizes,5,0,0
ILOILO,IGBARAS,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,32,cell pooled across sizes,7,0,0
ILOILO,IGBARAS,"crackers, cookies, buiscuits, chips/curls",putos,g,55,cell pooled across sizes,7,0,0
ILOILO,IGBARAS,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,355,cell pooled across sizes,3,0,0
ILOILO,IGBARAS,fresh fish,pieces or units,g,232.5,cell pooled across sizes,18,0,0
ILOILO,IGBARAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,110,cell pooled across sizes,5,0,0
ILOILO,IGBARAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,57.5,cell pooled across sizes,6,0,0
ILOILO,IGBARAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,5,0,0
ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",junior lapad,mL,250,cell pooled across sizes,6,0,0
ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,7,0,0
ILOILO,IGBARAS,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,7,0,0
ILOILO,IGBARAS,loaf bread,large packs,g,607.5,cell pooled across sizes,4,0,0
ILOILO,IGBARAS,loaf bread,medium packs,g,450,cell pooled across sizes,5,0,0
ILOILO,IGBARAS,loaf bread,small packs,g,400,cell pooled across sizes,4,0,0
ILOILO,IGBARAS,mango,pieces or units,g,225,cell pooled across sizes,6,0,0
ILOILO,IGBARAS,"prawns, lobster, shrimp",tumpok,g,250,province x item x unit,55,0,0
ILOILO,IGBARAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,g,175,cell pooled across sizes,8,0,0
ILOILO,IGBARAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,6,0,0
ILOILO,JANIUAY,cabbage,pieces or units,g,650,cell pooled across sizes,21,0,0
ILOILO,JANIUAY,camote,bilog,g,140,cell pooled across sizes,18,0,0
ILOILO,JANIUAY,camote tops,bugkos,g,120,cell pooled across sizes,7,0,0
ILOILO,JANIUAY,carrot,pieces or units,g,145,cell pooled across sizes,19,0,0
ILOILO,JANIUAY,chicken,patupa,g,935,cell pooled across sizes,3,0,0
ILOILO,JANIUAY,chicken,whole (chicken),g,1090,cell pooled across sizes,9,0,0
ILOILO,JANIUAY,"crackers, cookies, buiscuits, chips/curls",putos,g,40,cell pooled across sizes,21,0,0
ILOILO,JANIUAY,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,355,cell pooled across sizes,9,0,0
ILOILO,JANIUAY,fresh fish,pieces or units,g,457.5,cell pooled across sizes,18,0,0
ILOILO,JANIUAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,450,cell pooled across sizes,5,0,0
ILOILO,JANIUAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,3,0,0
ILOILO,JANIUAY,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,6,0,0
ILOILO,JANIUAY,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,8,0,0
ILOILO,JANIUAY,loaf bread,large packs,g,640,cell pooled across sizes,7,0,0
ILOILO,JANIUAY,loaf bread,medium packs,g,450,cell pooled across sizes,5,0,0
ILOILO,JANIUAY,loaf bread,small packs,g,220,cell pooled across sizes,3,0,0
ILOILO,JANIUAY,mango,pieces or units,g,250,cell pooled across sizes,18,0,0
ILOILO,JANIUAY,"prawns, lobster, shrimp",pack,g,30,cell pooled across sizes,3,0,0
ILOILO,JANIUAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,cell pooled across sizes,3,0,0
ILOILO,JANIUAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,270,cell pooled across sizes,14,0,0
ILOILO,LAMBUNAO,cabbage,pieces or units,g,535,cell pooled across sizes,17,0,0
ILOILO,LAMBUNAO,camote,bilog,g,170,cell pooled across sizes,17,0,0
ILOILO,LAMBUNAO,camote tops,bugkos,g,195,cell pooled across sizes,7,0,0
ILOILO,LAMBUNAO,carrot,pieces or units,g,132.5,cell pooled across sizes,20,0,0
ILOILO,LAMBUNAO,chicken,whole (chicken),g,990,cell pooled across sizes,7,0,0
ILOILO,LAMBUNAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,31,cell pooled across sizes,4,0,0
ILOILO,LAMBUNAO,"crackers, cookies, buiscuits, chips/curls",putos,g,320,cell pooled across sizes,5,0,0
ILOILO,LAMBUNAO,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,g,422.5,province x item x unit,12,0,0
ILOILO,LAMBUNAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,52.5,cell pooled across sizes,12,0,0
ILOILO,LAMBUNAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,100,cell pooled across sizes,8,0,0
ILOILO,LAMBUNAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,5,0,0
ILOILO,LAMBUNAO,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,5,0,0
ILOILO,LAMBUNAO,loaf bread,large packs,g,670,cell pooled across sizes,4,0,0
ILOILO,LAMBUNAO,loaf bread,medium packs,g,450,cell pooled across sizes,5,0,0
ILOILO,LAMBUNAO,loaf bread,small packs,g,400,cell pooled across sizes,4,0,0
ILOILO,LAMBUNAO,mango,pieces or units,g,200,cell pooled across sizes,8,0,0
ILOILO,LAMBUNAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,265,cell pooled across sizes,6,0,0
ILOILO,LEGANES,cabbage,pack,g,95,cell pooled across sizes,3,0,0
ILOILO,LEGANES,cabbage,pieces or units,g,735,cell pooled across sizes,9,0,0
ILOILO,LEGANES,camote,bilog,g,110,cell pooled across sizes,9,0,0
