pull_province,pull_municipal_city,pull_item,harmonized_nsu_unit,corrected_unit,cf_blind,fallback_level,n_g_used,d_thin,d_unconvertible
NEGROS OCCIDENTAL,HINIGARAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,HINIGARAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,237.5,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),cabbage,pack,g,265,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),camote tops,bugkos,g,290,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),camote tops,bundle,g,290,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),carrot,pieces or units,g,105,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),chicken,bilog,g,1052.5,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,g,500,province x item x unit,10,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,110,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,61.5,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,100,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,province x item x unit,72,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,province x item x unit,45,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),loaf bread,large packs,g,640,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),loaf bread,medium packs,g,450,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),loaf bread,small packs,g,220,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,g,250,province x item x unit,6,0,0
NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,ILOG,cabbage,pieces or units,g,525,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,ILOG,camote tops,bugkos,g,375,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ILOG,camote tops,bundle,g,270,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ILOG,carrot,pieces or units,g,100,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ILOG,chicken,bilog,g,1300,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,ILOG,chicken,whole (chicken),g,1115,cell pooled across sizes,7,0,0
NEGROS OCCIDENTAL,ILOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,105,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,ILOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,52.5,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,ILOG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,100,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,ILOG,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,province x item x unit,72,0,0
NEGROS OCCIDENTAL,ILOG,loaf bread,large packs,g,640,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ILOG,loaf bread,medium packs,g,450,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ILOG,loaf bread,small packs,g,360,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ILOG,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,60,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ILOG,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ISABELA,cabbage,pieces or units,g,475,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,ISABELA,camote,bilog,g,120,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ISABELA,camote tops,bugkos,g,305,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,ISABELA,carrot,pieces or units,g,135,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ISABELA,chicken,whole (chicken),g,1140,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,ISABELA,fresh fish,pieces or units,g,295,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,ISABELA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,52.5,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,ISABELA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,110,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ISABELA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ISABELA,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,ISABELA,loaf bread,large packs,g,650,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ISABELA,loaf bread,medium packs,g,450,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ISABELA,loaf bread,small packs,g,252.5,province x item x unit,38,0,0
NEGROS OCCIDENTAL,ISABELA,mango,pieces or units,g,215,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ISABELA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,60,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,ISABELA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,cabbage,pieces or units,g,480,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,camote,bilog,g,140,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,camote tops,bugkos,g,317.5,province x item x unit,74,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,carrot,pieces or units,g,175,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,chicken,bilog,g,1247.5,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,500,province x item x unit,8,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,110,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,province x item x unit,20,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,province x item x unit,31,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,loaf bread,large packs,g,640,province x item x unit,65,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,loaf bread,medium packs,g,450,province x item x unit,52,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,loaf bread,small packs,g,252.5,province x item x unit,38,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,65,province x item x unit,38,0,0
NEGROS OCCIDENTAL,LA CASTELLANA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,province x item x unit,70,0,0
NEGROS OCCIDENTAL,MANAPLA,cabbage,pieces or units,g,510,cell pooled across sizes,12,0,0
NEGROS OCCIDENTAL,MANAPLA,camote tops,bugkos,g,270,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,MANAPLA,carrot,pieces or units,g,125,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,MANAPLA,chicken,whole (chicken),g,1217.5,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,MANAPLA,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,g,500,province x item x unit,10,0,0
NEGROS OCCIDENTAL,MANAPLA,fresh fish,pieces or units,g,580,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,MANAPLA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,MANAPLA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,120,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,MANAPLA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,MANAPLA,loaf bread,large packs,g,640,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,MANAPLA,loaf bread,medium packs,g,450,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,MANAPLA,loaf bread,small packs,g,252.5,province x item x unit,38,0,0
NEGROS OCCIDENTAL,MANAPLA,"prawns, lobster, shrimp",tumpok,g,205,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,MANAPLA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,65,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,MANAPLA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,g,250,province x item x unit,6,0,0
NEGROS OCCIDENTAL,MANAPLA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),cabbage,pieces or units,g,420,cell pooled across sizes,15,0,0
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),camote,bilog,g,75,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),camote tops,bugkos,g,540,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),carrot,pieces or units,g,150,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),chicken,bilog,g,220,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),chicken,whole (chicken),g,1120,province x item x unit,65,0,0
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,g,480,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,70,province x item x unit,19,0,0
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),loaf bread,large packs,g,640,province x item x unit,65,0,0
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),loaf bread,medium packs,g,450,province x item x unit,52,0,0
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),loaf bread,small packs,g,252.5,province x item x unit,38,0,0
NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,province x item x unit,70,0,0
NEGROS OCCIDENTAL,MURCIA,cabbage,pieces or units,g,405,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,MURCIA,camote tops,bugkos,g,320,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,MURCIA,carrot,pieces or units,g,150,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,MURCIA,chicken,bilog,g,1160,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,MURCIA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,65,province x item x unit,27,0,0
NEGROS OCCIDENTAL,MURCIA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,province x item x unit,20,0,0
NEGROS OCCIDENTAL,MURCIA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,province x item x unit,72,0,0
NEGROS OCCIDENTAL,MURCIA,loaf bread,large packs,g,640,province x item x unit,65,0,0
NEGROS OCCIDENTAL,MURCIA,loaf bread,medium packs,g,450,province x item x unit,52,0,0
NEGROS OCCIDENTAL,MURCIA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,60,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,MURCIA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,cabbage,pieces or units,g,445,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,camote,bilog,g,215,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,camote tops,bugkos,g,390,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,carrot,pieces or units,g,135,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,chicken,bilog,g,985,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,chicken,whole (chicken),g,1230,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,fresh fish,pieces or units,g,280,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,65,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,60,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,400,cell pooled across sizes,7,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,545,cell pooled across sizes,8,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,province x item x unit,45,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,loaf bread,large packs,g,620,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,loaf bread,medium packs,g,450,province x item x unit,52,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,loaf bread,small packs,g,280,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,mango,pieces or units,g,225,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,207.5,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,PONTEVEDRA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,220,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,PULUPANDAN,cabbage,pieces or units,g,472.5,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,PULUPANDAN,camote,bilog,g,100,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,PULUPANDAN,camote tops,bugkos,g,317.5,province x item x unit,74,0,0
NEGROS OCCIDENTAL,PULUPANDAN,carrot,pieces or units,g,137.5,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,PULUPANDAN,chicken,bilog,g,1095,province x item x unit,55,0,0
NEGROS OCCIDENTAL,PULUPANDAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,500,province x item x unit,8,0,0
NEGROS OCCIDENTAL,PULUPANDAN,fresh fish,pieces or units,g,342.5,province x item x unit,48,0,0
NEGROS OCCIDENTAL,PULUPANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,65,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,PULUPANDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,province x item x unit,31,0,0
NEGROS OCCIDENTAL,PULUPANDAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,PULUPANDAN,loaf bread,large packs,g,640,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,PULUPANDAN,loaf bread,medium packs,g,450,province x item x unit,52,0,0
NEGROS OCCIDENTAL,PULUPANDAN,loaf bread,small packs,g,220,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,PULUPANDAN,"prawns, lobster, shrimp",tumpok,g,230,province x item x unit,21,0,0
NEGROS OCCIDENTAL,PULUPANDAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,PULUPANDAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,215,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,cabbage,pieces or units,g,520,cell pooled across sizes,13,0,0
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,camote tops,bugkos,g,310,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,carrot,pieces or units,g,80,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,chicken,bilog,g,1095,province x item x unit,55,0,0
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,65,province x item x unit,27,0,0
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,province x item x unit,31,0,0
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,province x item x unit,72,0,0
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,loaf bread,large packs,g,640,province x item x unit,65,0,0
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,loaf bread,medium packs,g,450,province x item x unit,52,0,0
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,loaf bread,small packs,g,252.5,province x item x unit,38,0,0
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,65,province x item x unit,38,0,0
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,g,152.5,province x item x unit,6,0,0
NEGROS OCCIDENTAL,SALVADOR BENEDICTO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,province x item x unit,70,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,cabbage,pieces or units,g,685,cell pooled across sizes,18,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,camote,bilog,g,185,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,camote tops,bugkos,g,395,cell pooled across sizes,15,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,carrot,pieces or units,g,105,cell pooled across sizes,12,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,chicken,whole (chicken),g,1035,cell pooled across sizes,10,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,fresh fish,pieces or units,g,190,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,60,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,7,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,loaf bread,large packs,g,645,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,loaf bread,medium packs,g,450,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,loaf bread,small packs,g,252.5,province x item x unit,38,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,"prawns, lobster, shrimp",tumpok,g,230,province x item x unit,21,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,62.5,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,SAN ENRIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,277.5,cell pooled across sizes,8,0,0
NEGROS OCCIDENTAL,TOBOSO,cabbage,pieces or units,g,555,cell pooled across sizes,9,0,0
NEGROS OCCIDENTAL,TOBOSO,carrot,pieces or units,g,105,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,TOBOSO,chicken,bilog,g,1107.5,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,TOBOSO,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,g,500,province x item x unit,10,0,0
NEGROS OCCIDENTAL,TOBOSO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,65,province x item x unit,27,0,0
NEGROS OCCIDENTAL,TOBOSO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,province x item x unit,20,0,0
NEGROS OCCIDENTAL,TOBOSO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,province x item x unit,31,0,0
NEGROS OCCIDENTAL,TOBOSO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,TOBOSO,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,5,0,0
NEGROS OCCIDENTAL,TOBOSO,loaf bread,large packs,g,640,province x item x unit,65,0,0
NEGROS OCCIDENTAL,TOBOSO,loaf bread,medium packs,g,450,province x item x unit,52,0,0
NEGROS OCCIDENTAL,TOBOSO,loaf bread,small packs,g,252.5,province x item x unit,38,0,0
NEGROS OCCIDENTAL,TOBOSO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,65,province x item x unit,38,0,0
NEGROS OCCIDENTAL,TOBOSO,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,g,250,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,TOBOSO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,VALLADOLID,cabbage,pieces or units,g,425,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,VALLADOLID,camote,bilog,g,95,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,VALLADOLID,camote tops,bugkos,g,535,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,VALLADOLID,carrot,pieces or units,g,137.5,cell pooled across sizes,6,0,0
NEGROS OCCIDENTAL,VALLADOLID,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,39,cell pooled across sizes,4,0,0
NEGROS OCCIDENTAL,VALLADOLID,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,province x item x unit,31,0,0
NEGROS OCCIDENTAL,VALLADOLID,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,province x item x unit,72,0,0
NEGROS OCCIDENTAL,VALLADOLID,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,province x item x unit,45,0,0
NEGROS OCCIDENTAL,VALLADOLID,loaf bread,large packs,g,640,province x item x unit,65,0,0
NEGROS OCCIDENTAL,VALLADOLID,loaf bread,medium packs,g,480,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,VALLADOLID,loaf bread,small packs,g,220,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,VALLADOLID,mango,pieces or units,g,205,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,VALLADOLID,"prawns, lobster, shrimp",tumpok,g,245,cell pooled across sizes,3,0,0
NEGROS OCCIDENTAL,VALLADOLID,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,65,province x item x unit,38,0,0
NEGROS OCCIDENTAL,VALLADOLID,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,province x item x unit,70,0,0
