geolocation,commodity,year,month,date,cpi
Antique,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,8,2025-08-01,134.9371947229110
Antique,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,9,2025-09-01,136.2328523960900
Antique,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,10,2025-10-01,136.3369201683370
Antique,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,11,2025-11-01,136.5138400580960
Antique,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2025,12,2025-12-01,137.6763618384030
Antique,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2026,1,2026-01-01,143.2923532192740
Antique,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2026,2,2026-02-01,142.0087908817970
Antique,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2026,3,2026-03-01,141.9752716843480
Antique,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2026,4,2026-04-01,142.0762365572530
Antique,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",2026,5,2026-05-01,142.8972154621950
Antique,01.1.1.3 - Bread and bakery products (ND),2023,12,2023-12-01,132.0177454996910
Antique,01.1.1.3 - Bread and bakery products (ND),2024,1,2024-01-01,132.3082685548770
Antique,01.1.1.3 - Bread and bakery products (ND),2024,2,2024-02-01,132.6171012637170
Antique,01.1.1.3 - Bread and bakery products (ND),2024,3,2024-03-01,134.3622447564830
Antique,01.1.1.3 - Bread and bakery products (ND),2024,4,2024-04-01,134.8464385549350
Antique,01.1.1.3 - Bread and bakery products (ND),2024,5,2024-05-01,134.8679190935330
Antique,01.1.1.3 - Bread and bakery products (ND),2024,6,2024-06-01,134.9396150910240
Antique,01.1.1.3 - Bread and bakery products (ND),2024,7,2024-07-01,135.0130079968380
Antique,01.1.1.3 - Bread and bakery products (ND),2024,8,2024-08-01,135.1449159695550
Antique,01.1.1.3 - Bread and bakery products (ND),2024,9,2024-09-01,135.2522427632480
Antique,01.1.1.3 - Bread and bakery products (ND),2024,10,2024-10-01,135.2522427632480
Antique,01.1.1.3 - Bread and bakery products (ND),2024,11,2024-11-01,135.2522427632480
Antique,01.1.1.3 - Bread and bakery products (ND),2024,12,2024-12-01,135.2522427632480
Antique,01.1.1.3 - Bread and bakery products (ND),2025,1,2025-01-01,135.2522427632480
Antique,01.1.1.3 - Bread and bakery products (ND),2025,2,2025-02-01,135.4825712437930
Antique,01.1.1.3 - Bread and bakery products (ND),2025,3,2025-03-01,135.8062452918210
Antique,01.1.1.3 - Bread and bakery products (ND),2025,4,2025-04-01,136.0744988035200
Antique,01.1.1.3 - Bread and bakery products (ND),2025,5,2025-05-01,136.0744988035200
Antique,01.1.1.3 - Bread and bakery products (ND),2025,6,2025-06-01,136.0744988035200
Antique,01.1.1.3 - Bread and bakery products (ND),2025,7,2025-07-01,136.0744988035200
Antique,01.1.1.3 - Bread and bakery products (ND),2025,8,2025-08-01,136.1606755868950
Antique,01.1.1.3 - Bread and bakery products (ND),2025,9,2025-09-01,137.5732446706570
Antique,01.1.1.3 - Bread and bakery products (ND),2025,10,2025-10-01,137.6794828330740
Antique,01.1.1.3 - Bread and bakery products (ND),2025,11,2025-11-01,137.8620138585010
Antique,01.1.1.3 - Bread and bakery products (ND),2025,12,2025-12-01,138.3245348002990
Antique,01.1.1.3 - Bread and bakery products (ND),2026,1,2026-01-01,145.0029865387730
Antique,01.1.1.3 - Bread and bakery products (ND),2026,2,2026-02-01,142.5574146759520
Antique,01.1.1.3 - Bread and bakery products (ND),2026,3,2026-03-01,142.5574146759520
Antique,01.1.1.3 - Bread and bakery products (ND),2026,4,2026-04-01,142.5574146759520
Antique,01.1.1.3 - Bread and bakery products (ND),2026,5,2026-05-01,143.1369181660560
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2023,12,2023-12-01,146.6000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,1,2024-01-01,146.4000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,2,2024-02-01,149.3000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,3,2024-03-01,154.8000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,4,2024-04-01,155.5000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,5,2024-05-01,153.1000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,6,2024-06-01,154.1000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,7,2024-07-01,154.5000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,8,2024-08-01,152.4000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,9,2024-09-01,151.6000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,10,2024-10-01,151.2000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,11,2024-11-01,151.1000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2024,12,2024-12-01,152.3000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,1,2025-01-01,157.0000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,2,2025-02-01,160.1000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,3,2025-03-01,158.9000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,4,2025-04-01,160.3000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,5,2025-05-01,160.0000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,6,2025-06-01,160.4000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,7,2025-07-01,158.7000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,8,2025-08-01,153.7000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,9,2025-09-01,151.8000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,10,2025-10-01,151.5000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,11,2025-11-01,147.1000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2025,12,2025-12-01,145.3000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2026,1,2026-01-01,146.3000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2026,2,2026-02-01,147.4000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2026,3,2026-03-01,147.1000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2026,4,2026-04-01,148.7000000000000
Antique,01.1.2 - Meat and other parts of slaughtered land animals (ND),2026,5,2026-05-01,148.5000000000000
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2023,12,2023-12-01,151.7115259863000
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,1,2024-01-01,151.3102647390700
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,2,2024-02-01,154.8522993513040
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,3,2024-03-01,162.0747009038760
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,4,2024-04-01,162.8781422677480
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,5,2024-05-01,159.6577761767470
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,6,2024-06-01,160.8384491085580
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,7,2024-07-01,161.1007421944780
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,8,2024-08-01,158.4989417442460
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,9,2024-09-01,157.4754963508110
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,10,2024-10-01,156.9925959225530
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,11,2024-11-01,156.7715546309360
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2024,12,2024-12-01,158.4734606742790
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,1,2025-01-01,164.4610876192660
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,2,2025-02-01,168.1841583391440
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,3,2025-03-01,166.6499849509850
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,4,2025-04-01,168.3413618751820
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,5,2025-05-01,167.7479871818890
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,6,2025-06-01,168.2323143769330
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,7,2025-07-01,166.0756417347240
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,8,2025-08-01,159.5219133371730
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,9,2025-09-01,157.1189442660890
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,10,2025-10-01,156.8998729808490
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,11,2025-11-01,152.3874972330590
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2025,12,2025-12-01,150.3653778944300
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2026,1,2026-01-01,151.4735659970320
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2026,2,2026-02-01,152.4989346232690
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2026,3,2026-03-01,151.4531857236240
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2026,4,2026-04-01,153.2478052622470
Antique,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",2026,5,2026-05-01,152.6645272901920
Antique,01.1.3 - Fish and other seafood (ND),2023,12,2023-12-01,141.7000000000000
Antique,01.1.3 - Fish and other seafood (ND),2024,1,2024-01-01,143.1000000000000
Antique,01.1.3 - Fish and other seafood (ND),2024,2,2024-02-01,144.6000000000000
Antique,01.1.3 - Fish and other seafood (ND),2024,3,2024-03-01,137.7000000000000
Antique,01.1.3 - Fish and other seafood (ND),2024,4,2024-04-01,130.8000000000000
Antique,01.1.3 - Fish and other seafood (ND),2024,5,2024-05-01,123.0000000000000
Antique,01.1.3 - Fish and other seafood (ND),2024,6,2024-06-01,128.2000000000000
Antique,01.1.3 - Fish and other seafood (ND),2024,7,2024-07-01,127.9000000000000
Antique,01.1.3 - Fish and other seafood (ND),2024,8,2024-08-01,126.9000000000000
Antique,01.1.3 - Fish and other seafood (ND),2024,9,2024-09-01,130.0000000000000
Antique,01.1.3 - Fish and other seafood (ND),2024,10,2024-10-01,130.1000000000000
Antique,01.1.3 - Fish and other seafood (ND),2024,11,2024-11-01,135.8000000000000
Antique,01.1.3 - Fish and other seafood (ND),2024,12,2024-12-01,139.9000000000000
Antique,01.1.3 - Fish and other seafood (ND),2025,1,2025-01-01,151.6000000000000
Antique,01.1.3 - Fish and other seafood (ND),2025,2,2025-02-01,146.9000000000000
Antique,01.1.3 - Fish and other seafood (ND),2025,3,2025-03-01,146.2000000000000
Antique,01.1.3 - Fish and other seafood (ND),2025,4,2025-04-01,133.4000000000000
Antique,01.1.3 - Fish and other seafood (ND),2025,5,2025-05-01,134.3000000000000
Antique,01.1.3 - Fish and other seafood (ND),2025,6,2025-06-01,136.5000000000000
Antique,01.1.3 - Fish and other seafood (ND),2025,7,2025-07-01,139.4000000000000
Antique,01.1.3 - Fish and other seafood (ND),2025,8,2025-08-01,133.9000000000000
Antique,01.1.3 - Fish and other seafood (ND),2025,9,2025-09-01,135.0000000000000
Antique,01.1.3 - Fish and other seafood (ND),2025,10,2025-10-01,138.7000000000000
Antique,01.1.3 - Fish and other seafood (ND),2025,11,2025-11-01,152.2000000000000
Antique,01.1.3 - Fish and other seafood (ND),2025,12,2025-12-01,149.5000000000000
Antique,01.1.3 - Fish and other seafood (ND),2026,1,2026-01-01,159.4000000000000
Antique,01.1.3 - Fish and other seafood (ND),2026,2,2026-02-01,160.8000000000000
Antique,01.1.3 - Fish and other seafood (ND),2026,3,2026-03-01,148.0000000000000
Antique,01.1.3 - Fish and other seafood (ND),2026,4,2026-04-01,140.5000000000000
Antique,01.1.3 - Fish and other seafood (ND),2026,5,2026-05-01,141.6000000000000
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2023,12,2023-12-01,144.9981524649910
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,1,2024-01-01,146.0364780321760
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,2,2024-02-01,148.3064853803490
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,3,2024-03-01,139.8451401939790
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,4,2024-04-01,129.6763702873130
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,5,2024-05-01,118.4668482059480
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,6,2024-06-01,125.2582164213800
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,7,2024-07-01,127.1789870703990
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,8,2024-08-01,125.6037774165090
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,9,2024-09-01,128.3790688325140
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,10,2024-10-01,128.1865404928640
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,11,2024-11-01,135.7463963718660
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2024,12,2024-12-01,141.6391741495110
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,1,2025-01-01,155.8072351370250
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,2,2025-02-01,149.9799301536150
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,3,2025-03-01,149.4278054723190
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,4,2025-04-01,132.7196412919370
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,5,2025-05-01,133.4176351142710
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,6,2025-06-01,135.3170304801280
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,7,2025-07-01,139.4778125112190
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,8,2025-08-01,132.3244807605240
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,9,2025-09-01,133.9043461478770
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,10,2025-10-01,138.8867413432210
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,11,2025-11-01,156.3356936393640
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2025,12,2025-12-01,153.0502814408690
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2026,1,2026-01-01,164.9795815107000
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2026,2,2026-02-01,166.1830734279730
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2026,3,2026-03-01,149.0734614407820
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2026,4,2026-04-01,140.4785786551320
Antique,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",2026,5,2026-05-01,140.7547006793430
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2023,12,2023-12-01,150.5573210771570
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,1,2024-01-01,149.5640434983930
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,2,2024-02-01,150.3347480330900
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,3,2024-03-01,150.7251713485460
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,4,2024-04-01,150.8917692286150
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,5,2024-05-01,152.6844546032200
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,6,2024-06-01,152.5401581059440
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,7,2024-07-01,151.8805897966760
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,8,2024-08-01,155.4574673957360
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,9,2024-09-01,159.9726412096060
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,10,2024-10-01,162.3508578389610
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,11,2024-11-01,163.2579928092500
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2024,12,2024-12-01,163.6882688589670
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,1,2025-01-01,165.4772566491390
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,2,2025-02-01,164.8705449287970
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,3,2025-03-01,163.7926774816370
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,4,2025-04-01,162.3273145162170
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,5,2025-05-01,163.2065709697390
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,6,2025-06-01,160.9703934007420
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,7,2025-07-01,163.2655890947930
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,8,2025-08-01,162.8635481685040
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,9,2025-09-01,164.1871543420100
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,10,2025-10-01,164.3731993593410
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,11,2025-11-01,163.7145914189530
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2025,12,2025-12-01,163.6607494180750
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2026,1,2026-01-01,168.1873993067850
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2026,2,2026-02-01,172.7493343366090
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2026,3,2026-03-01,172.0485112311680
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2026,4,2026-04-01,172.7493343366090
Antique,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",2026,5,2026-05-01,174.0094446129490
Antique,01.1.3.3 - Fish preparations (ND),2023,12,2023-12-01,137.3719067833520
Antique,01.1.3.3 - Fish preparations (ND),2024,1,2024-01-01,138.2076882565030
Antique,01.1.3.3 - Fish preparations (ND),2024,2,2024-02-01,138.2108120143030
Antique,01.1.3.3 - Fish preparations (ND),2024,3,2024-03-01,138.2110209191420
Antique,01.1.3.3 - Fish preparations (ND),2024,4,2024-04-01,138.0413992891810
Antique,01.1.3.3 - Fish preparations (ND),2024,5,2024-05-01,138.0587982926090
Antique,01.1.3.3 - Fish preparations (ND),2024,6,2024-06-01,138.0586659274310
Antique,01.1.3.3 - Fish preparations (ND),2024,7,2024-07-01,138.0686520390650
Antique,01.1.3.3 - Fish preparations (ND),2024,8,2024-08-01,137.0946831565920
Antique,01.1.3.3 - Fish preparations (ND),2024,9,2024-09-01,137.0864794345600
Antique,01.1.3.3 - Fish preparations (ND),2024,10,2024-10-01,137.0864794345600
Antique,01.1.3.3 - Fish preparations (ND),2024,11,2024-11-01,137.0874249060110
Antique,01.1.3.3 - Fish preparations (ND),2024,12,2024-12-01,137.0874249060110
Antique,01.1.3.3 - Fish preparations (ND),2025,1,2025-01-01,137.0886942521760
Antique,01.1.3.3 - Fish preparations (ND),2025,2,2025-02-01,137.0886942521760
Antique,01.1.3.3 - Fish preparations (ND),2025,3,2025-03-01,137.0882418656080
Antique,01.1.3.3 - Fish preparations (ND),2025,4,2025-04-01,137.0877891287600
Antique,01.1.3.3 - Fish preparations (ND),2025,5,2025-05-01,135.9021380330010
Antique,01.1.3.3 - Fish preparations (ND),2025,6,2025-06-01,135.9058986623230
Antique,01.1.3.3 - Fish preparations (ND),2025,7,2025-07-01,135.9058986623230
Antique,01.1.3.3 - Fish preparations (ND),2025,8,2025-08-01,136.1734846101840
Antique,01.1.3.3 - Fish preparations (ND),2025,9,2025-09-01,136.3418912504790
Antique,01.1.3.3 - Fish preparations (ND),2025,10,2025-10-01,136.1807584922780
Antique,01.1.3.3 - Fish preparations (ND),2025,11,2025-11-01,136.1807584922780
Antique,01.1.3.3 - Fish preparations (ND),2025,12,2025-12-01,136.1027156892130
Antique,01.1.3.3 - Fish preparations (ND),2026,1,2026-01-01,132.7999498381120
Antique,01.1.3.3 - Fish preparations (ND),2026,2,2026-02-01,136.0260940522730
Antique,01.1.3.3 - Fish preparations (ND),2026,3,2026-03-01,135.8010994702880
Antique,01.1.3.3 - Fish preparations (ND),2026,4,2026-04-01,136.0197838852440
Antique,01.1.3.3 - Fish preparations (ND),2026,5,2026-05-01,136.4382317318130
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2023,12,2023-12-01,111.3753240174700
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,1,2024-01-01,118.1777853594400
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,2,2024-02-01,116.1986637573170
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,3,2024-03-01,107.5990657919550
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,4,2024-04-01,112.4906105511010
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,5,2024-05-01,113.4092367457120
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,6,2024-06-01,117.1647814610610
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,7,2024-07-01,100.1942194315070
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,8,2024-08-01,98.7437118317044
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,9,2024-09-01,105.0745433418620
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,10,2024-10-01,104.4777941702860
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,11,2024-11-01,106.2981206444060
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2024,12,2024-12-01,103.9938005334670
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,1,2025-01-01,117.2278079312030
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,2,2025-02-01,113.0323382977470
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,3,2025-03-01,111.2718247751520
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,4,2025-04-01,105.5496361630750
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,5,2025-05-01,108.6897321370860
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,6,2025-06-01,119.5157282878250
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,7,2025-07-01,116.4987728539120
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,8,2025-08-01,112.9867637537850
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,9,2025-09-01,111.3720747682840
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,10,2025-10-01,112.3806662687850
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,11,2025-11-01,121.5503979347120
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2025,12,2025-12-01,118.7469590838150
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2026,1,2026-01-01,129.1045304435920
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2026,2,2026-02-01,127.1344325087070
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2026,3,2026-03-01,124.5860283650820
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2026,4,2026-04-01,110.6767177199400
Antique,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",2026,5,2026-05-01,117.5007232758200
Antique,01.1.6 - Fruits and nuts (ND),2023,12,2023-12-01,146.0000000000000
Antique,01.1.6 - Fruits and nuts (ND),2024,1,2024-01-01,148.3000000000000
Antique,01.1.6 - Fruits and nuts (ND),2024,2,2024-02-01,149.8000000000000
Antique,01.1.6 - Fruits and nuts (ND),2024,3,2024-03-01,146.5000000000000
Antique,01.1.6 - Fruits and nuts (ND),2024,4,2024-04-01,145.4000000000000
Antique,01.1.6 - Fruits and nuts (ND),2024,5,2024-05-01,146.4000000000000
Antique,01.1.6 - Fruits and nuts (ND),2024,6,2024-06-01,147.7000000000000
Antique,01.1.6 - Fruits and nuts (ND),2024,7,2024-07-01,151.1000000000000
Antique,01.1.6 - Fruits and nuts (ND),2024,8,2024-08-01,158.1000000000000
Antique,01.1.6 - Fruits and nuts (ND),2024,9,2024-09-01,160.3000000000000
Antique,01.1.6 - Fruits and nuts (ND),2024,10,2024-10-01,159.3000000000000
Antique,01.1.6 - Fruits and nuts (ND),2024,11,2024-11-01,158.2000000000000
Antique,01.1.6 - Fruits and nuts (ND),2024,12,2024-12-01,150.4000000000000
Antique,01.1.6 - Fruits and nuts (ND),2025,1,2025-01-01,160.3000000000000
Antique,01.1.6 - Fruits and nuts (ND),2025,2,2025-02-01,159.5000000000000
Antique,01.1.6 - Fruits and nuts (ND),2025,3,2025-03-01,159.3000000000000
Antique,01.1.6 - Fruits and nuts (ND),2025,4,2025-04-01,152.6000000000000
Antique,01.1.6 - Fruits and nuts (ND),2025,5,2025-05-01,154.4000000000000
Antique,01.1.6 - Fruits and nuts (ND),2025,6,2025-06-01,156.7000000000000
Antique,01.1.6 - Fruits and nuts (ND),2025,7,2025-07-01,158.2000000000000
Antique,01.1.6 - Fruits and nuts (ND),2025,8,2025-08-01,158.6000000000000
Antique,01.1.6 - Fruits and nuts (ND),2025,9,2025-09-01,154.5000000000000
Antique,01.1.6 - Fruits and nuts (ND),2025,10,2025-10-01,155.5000000000000
Antique,01.1.6 - Fruits and nuts (ND),2025,11,2025-11-01,155.7000000000000
Antique,01.1.6 - Fruits and nuts (ND),2025,12,2025-12-01,157.3000000000000
Antique,01.1.6 - Fruits and nuts (ND),2026,1,2026-01-01,163.9000000000000
