id,pull_province,pull_municipal_city,pull_item,harmonized_nsu_unit,weight,unit,w1,w3,ratio,review_step1,cell_med,cell_n
4624.0,CAPIZ,PILAR,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.2,1,120.0,1200.0,10.0,0,250.0,432.0
5081.0,ILOILO,AJUY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bowl,0.91,2,91.0,910.0,10.0,1,640.0,2.0
5130.0,ILOILO,ALIMODIAN,camote,bilog,0.39,2,39.0,390.0,10.0,0,125.0,413.0
5132.0,ILOILO,ALIMODIAN,camote,bilog,0.35,2,35.0,350.0,10.0,1,125.0,413.0
5133.0,ILOILO,ALIMODIAN,camote,bilog,0.4,2,40.0,400.0,10.0,0,125.0,413.0
5136.0,ILOILO,ALIMODIAN,camote,bilog,0.29,2,29.0,290.0,10.0,1,125.0,413.0
5326.0,ILOILO,ANILAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,0.33,2,33.0,330.0,10.0,0,31.0,453.0
5328.0,ILOILO,ANILAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,0.25,2,25.0,250.0,10.0,0,31.0,453.0
6633.0,ILOILO,CONCEPCION,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.22,1,122.0,1220.0,10.0,0,250.0,195.0
6732.0,ILOILO,DUEAS,cabbage,2 kapinutos nga cabbage/20pesos,330.0,2,33.0,330.0,10.0,1,235.0,1.0
6734.0,ILOILO,DUEAS,cabbage,3 for 25 pesos (putos),400.0,2,40.0,400.0,10.0,1,,
5724.0,ILOILO,BAROTAC NUEVO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
6806.0,ILOILO,DUEAS,"crackers, cookies, buiscuits, chips/curls",balde,1.5,1,150.0,1500.0,10.0,0,400.0,1.0
4915.0,CAPIZ,SIGMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.45,2,45.0,450.0,10.0,0,85.0,232.0
4917.0,CAPIZ,SIGMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.35,3,35.0,350.0,10.0,1,100.0,271.0
5054.0,ILOILO,AJUY,camote tops,bugkos,0.52,2,52.0,520.0,10.0,1,195.0,408.0
5290.0,ILOILO,ALIMODIAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.2,1,120.0,1200.0,10.0,0,250.0,432.0
5745.0,ILOILO,BAROTAC VIEJO,camote,bilog,310.0,2,31.0,310.0,10.0,1,125.0,413.0
11324.0,NEGROS OCCIDENTAL,SAN ENRIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.4,3,40.0,400.0,10.0,1,100.0,271.0
920.0,AKLAN,MAKATO,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,250.0,2,25.0,250.0,10.0,0,65.0,29.0
10067.0,ILOILO,TIGBAUAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1.3,1,130.0,1300.0,10.0,0,250.0,76.0
11355.0,NEGROS OCCIDENTAL,SAN ENRIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
5280.0,ILOILO,ALIMODIAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
5284.0,ILOILO,ALIMODIAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
5285.0,ILOILO,ALIMODIAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
5532.0,ILOILO,BALASAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.14,1,114.0,1140.0,10.0,0,250.0,195.0
5535.0,ILOILO,BALASAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,1,100.0,1000.0,10.0,0,250.0,195.0
5577.0,ILOILO,BANATE,"crackers, cookies, buiscuits, chips/curls",pieces or units,200.0,2,20.0,200.0,10.0,0,31.0,453.0
5330.0,ILOILO,ANILAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,0.9,2,90.0,900.0,10.0,1,31.0,453.0
5333.0,ILOILO,ANILAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,210.0,2,21.0,210.0,10.0,0,31.0,453.0
472.0,AKLAN,IBAJAY,chicken,pieces or units,680.0,2,68.0,680.0,10.0,1,315.0,91.0
501.0,AKLAN,IBAJAY,fresh fish,pieces or units,940.0,2,94.0,940.0,10.0,1,375.0,590.0
511.0,AKLAN,IBAJAY,fresh fish,pieces or units,1200.0,2,120.0,1200.0,10.0,1,375.0,590.0
516.0,AKLAN,IBAJAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.35,3,35.0,350.0,10.0,0,60.0,173.0
517.0,AKLAN,IBAJAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.6,3,60.0,600.0,10.0,0,60.0,173.0
1020.0,AKLAN,MALAY,"crackers, cookies, buiscuits, chips/curls",putos,410.0,2,41.0,410.0,10.0,1,250.0,377.0
11357.0,NEGROS OCCIDENTAL,SAN ENRIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
5325.0,ILOILO,ANILAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,0.3,2,30.0,300.0,10.0,0,31.0,453.0
5358.0,ILOILO,ANILAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.75,3,75.0,750.0,10.0,0,100.0,271.0
6308.0,ILOILO,CALINOG,fresh fish,pieces or units,960.0,2,96.0,960.0,10.0,1,375.0,590.0
6377.0,ILOILO,CALINOG,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1000.0,2,100.0,1000.0,10.0,1,250.0,76.0
6382.0,ILOILO,CALINOG,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,0.85,3,85.0,850.0,10.0,1,250.0,76.0
6383.0,ILOILO,CALINOG,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1000.0,2,100.0,1000.0,10.0,1,250.0,76.0
6403.0,ILOILO,CARLES,camote,bilog,0.27,2,27.0,270.0,10.0,1,125.0,413.0
6437.0,ILOILO,CARLES,"crackers, cookies, buiscuits, chips/curls",pieces or units,0.6,2,60.0,600.0,10.0,0,31.0,453.0
6444.0,ILOILO,CARLES,"crackers, cookies, buiscuits, chips/curls",putos,420.0,2,42.0,420.0,10.0,1,250.0,377.0
5402.0,ILOILO,BADIANGAN,camote,bilog,0.36,2,36.0,360.0,10.0,0,125.0,413.0
6466.0,ILOILO,CARLES,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.48,3,48.0,480.0,10.0,0,85.0,232.0
6467.0,ILOILO,CARLES,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.54,2,54.0,540.0,10.0,0,100.0,271.0
6517.0,ILOILO,CONCEPCION,camote,bilog,0.85,2,85.0,850.0,10.0,0,125.0,413.0
6521.0,ILOILO,CONCEPCION,camote,bilog,0.75,2,75.0,750.0,10.0,0,125.0,413.0
6526.0,ILOILO,CONCEPCION,camote,bilog,460.0,2,46.0,460.0,10.0,0,125.0,413.0
5210.0,ILOILO,ALIMODIAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.7,3,70.0,700.0,10.0,0,85.0,232.0
5213.0,ILOILO,ALIMODIAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.6,3,60.0,600.0,10.0,0,85.0,232.0
11358.0,NEGROS OCCIDENTAL,SAN ENRIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
5508.0,ILOILO,BALASAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.6,3,60.0,600.0,10.0,0,60.0,173.0
5760.0,ILOILO,BAROTAC VIEJO,"crackers, cookies, buiscuits, chips/curls",pieces or units,240.0,2,24.0,240.0,10.0,0,31.0,453.0
5762.0,ILOILO,BAROTAC VIEJO,"crackers, cookies, buiscuits, chips/curls",pieces or units,280.0,2,28.0,280.0,10.0,0,31.0,453.0
5578.0,ILOILO,BANATE,"crackers, cookies, buiscuits, chips/curls",pieces or units,220.0,2,22.0,220.0,10.0,0,31.0,453.0
5579.0,ILOILO,BANATE,"crackers, cookies, buiscuits, chips/curls",pieces or units,640.0,2,64.0,640.0,10.0,0,31.0,453.0
5580.0,ILOILO,BANATE,"crackers, cookies, buiscuits, chips/curls",pieces or units,450.0,2,45.0,450.0,10.0,0,31.0,453.0
5581.0,ILOILO,BANATE,"crackers, cookies, buiscuits, chips/curls",pieces or units,0.25,2,25.0,250.0,10.0,0,31.0,453.0
5582.0,ILOILO,BANATE,"crackers, cookies, buiscuits, chips/curls",pieces or units,0.25,2,25.0,250.0,10.0,0,31.0,453.0
5334.0,ILOILO,ANILAO,fresh fish,pack,0.3,2,30.0,300.0,10.0,1,,
5335.0,ILOILO,ANILAO,fresh fish,pack,0.27,2,27.0,270.0,10.0,1,,
5347.0,ILOILO,ANILAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.5,3,50.0,500.0,10.0,0,85.0,232.0
5348.0,ILOILO,ANILAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.4,2,40.0,400.0,10.0,0,85.0,232.0
5354.0,ILOILO,ANILAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.8,3,80.0,800.0,10.0,0,100.0,271.0
5355.0,ILOILO,ANILAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.48,3,48.0,480.0,10.0,0,100.0,271.0
5357.0,ILOILO,ANILAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.8,3,80.0,800.0,10.0,0,100.0,271.0
11382.0,NEGROS OCCIDENTAL,TOBOSO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.6,3,60.0,600.0,10.0,0,60.0,173.0
783.0,AKLAN,MADALAG,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,250.0,2,25.0,250.0,10.0,0,65.0,29.0
6805.0,ILOILO,DUEAS,"crackers, cookies, buiscuits, chips/curls",balde,2.4,1,240.0,2400.0,10.0,0,400.0,1.0
6113.0,ILOILO,CABATUAN,camote,bilog,0.27,2,27.0,270.0,10.0,1,125.0,413.0
11383.0,NEGROS OCCIDENTAL,TOBOSO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.85,3,85.0,850.0,10.0,0,60.0,173.0
6141.0,ILOILO,CABATUAN,carrot,pieces or units,0.4,2,40.0,400.0,10.0,1,135.0,1139.0
6168.0,ILOILO,CABATUAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,0.1,2,10.0,100.0,10.0,1,31.0,453.0
6178.0,ILOILO,CABATUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.95,2,95.0,950.0,10.0,0,85.0,232.0
6179.0,ILOILO,CABATUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.55,2,55.0,550.0,10.0,0,60.0,173.0
6183.0,ILOILO,CABATUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,500.0,2,50.0,500.0,10.0,0,100.0,271.0
6184.0,ILOILO,CABATUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.38,2,38.0,380.0,10.0,1,100.0,271.0
11384.0,NEGROS OCCIDENTAL,TOBOSO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.45,3,45.0,450.0,10.0,0,100.0,271.0
5720.0,ILOILO,BAROTAC NUEVO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
6447.0,ILOILO,CARLES,"crackers, cookies, buiscuits, chips/curls",putos,420.0,2,42.0,420.0,10.0,1,250.0,377.0
5432.0,ILOILO,BADIANGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.9,2,90.0,900.0,10.0,0,85.0,232.0
5461.0,ILOILO,BADIANGAN,pork,slice,0.66,2,66.0,660.0,10.0,1,160.0,1.0
5619.0,ILOILO,BANATE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.21,3,21.0,210.0,10.0,1,60.0,173.0
6258.0,ILOILO,CALINOG,camote tops,bundle,1170.0,2,117.0,1170.0,10.0,0,290.0,72.0
5777.0,ILOILO,BAROTAC VIEJO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.5,3,50.0,500.0,10.0,0,85.0,232.0
5778.0,ILOILO,BAROTAC VIEJO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.7,3,70.0,700.0,10.0,0,85.0,232.0
5779.0,ILOILO,BAROTAC VIEJO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.6,3,60.0,600.0,10.0,0,85.0,232.0
5781.0,ILOILO,BAROTAC VIEJO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.45,3,45.0,450.0,10.0,0,60.0,173.0
5785.0,ILOILO,BAROTAC VIEJO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.85,3,85.0,850.0,10.0,0,100.0,271.0
5814.0,ILOILO,BAROTAC VIEJO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.0,1,100.0,1000.0,10.0,0,250.0,195.0
5817.0,ILOILO,BAROTAC VIEJO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1.14,1,114.0,1140.0,10.0,0,250.0,195.0
5904.0,ILOILO,BATAD,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.6,3,60.0,600.0,10.0,0,85.0,232.0
5684.0,ILOILO,BAROTAC NUEVO,"crackers, cookies, buiscuits, chips/curls",pieces or units,420.0,2,42.0,420.0,10.0,0,31.0,453.0
5688.0,ILOILO,BAROTAC NUEVO,"crackers, cookies, buiscuits, chips/curls",putos,400.0,2,40.0,400.0,10.0,1,250.0,377.0
5689.0,ILOILO,BAROTAC NUEVO,"crackers, cookies, buiscuits, chips/curls",putos,420.0,2,42.0,420.0,10.0,1,250.0,377.0
751.0,AKLAN,MADALAG,fresh fish,pieces or units,1220.0,1,122.0,1220.0,10.0,1,375.0,590.0
6042.0,ILOILO,BINGAWAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.7,3,70.0,700.0,10.0,0,60.0,173.0
6044.0,ILOILO,BINGAWAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.75,3,75.0,750.0,10.0,0,100.0,271.0
5722.0,ILOILO,BAROTAC NUEVO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1.0,1,100.0,1000.0,10.0,1,250.0,432.0
88.0,AKLAN,BANGA,camote tops,bundle,1.01,1,101.0,1010.0,10.0,1,290.0,72.0
89.0,AKLAN,BANGA,camote tops,bundle,1.22,1,122.0,1220.0,10.0,0,290.0,72.0
90.0,AKLAN,BANGA,camote tops,bundle,1.08,1,108.0,1080.0,10.0,0,290.0,72.0
5905.0,ILOILO,BATAD,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.55,3,55.0,550.0,10.0,0,85.0,232.0
93.0,AKLAN,BANGA,camote tops,bundle,1.09,1,109.0,1090.0,10.0,0,290.0,72.0
94.0,AKLAN,BANGA,camote tops,bundle,1.18,1,118.0,1180.0,10.0,0,290.0,72.0
95.0,AKLAN,BANGA,camote tops,bundle,1.04,1,104.0,1040.0,10.0,1,290.0,72.0
102.0,AKLAN,BANGA,carrot,pieces or units,0.91,2,91.0,910.0,10.0,0,135.0,1139.0
232.0,AKLAN,BATAN,"crackers, cookies, buiscuits, chips/curls",putos,420.0,2,42.0,420.0,10.0,1,250.0,377.0
247.0,AKLAN,BATAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.6,3,60.0,600.0,10.0,0,60.0,173.0
248.0,AKLAN,BATAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.7,3,70.0,700.0,10.0,0,60.0,173.0
5941.0,ILOILO,BATAD,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1.0,1,100.0,1000.0,10.0,1,250.0,76.0
11270.0,NEGROS OCCIDENTAL,SAN ENRIQUE,camote tops,bugkos,580.0,2,58.0,580.0,10.0,1,195.0,408.0
11273.0,NEGROS OCCIDENTAL,SAN ENRIQUE,camote tops,bugkos,500.0,2,50.0,500.0,10.0,1,195.0,408.0
10991.0,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),camote tops,bugkos,540.0,2,54.0,540.0,10.0,1,195.0,408.0
11278.0,NEGROS OCCIDENTAL,SAN ENRIQUE,camote tops,bugkos,560.0,2,56.0,560.0,10.0,1,195.0,408.0
613.0,AKLAN,LIBACAO,chicken,pieces or units,0.72,2,72.0,720.0,10.0,1,315.0,91.0
640.0,AKLAN,LIBACAO,fresh fish,pieces or units,1.67,1,167.0,1670.0,10.0,0,375.0,590.0
10463.0,NEGROS OCCIDENTAL,CAUAYAN,chicken,pieces or units,1.28,1,128.0,1280.0,10.0,0,315.0,91.0
10471.0,NEGROS OCCIDENTAL,CAUAYAN,fresh fish,pieces or units,1.06,1,106.0,1060.0,10.0,1,375.0,590.0
10511.0,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),camote tops,bugkos,0.62,2,62.0,620.0,10.0,1,195.0,408.0
10512.0,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),camote tops,bugkos,0.64,2,64.0,640.0,10.0,1,195.0,408.0
6014.0,ILOILO,BINGAWAN,"crackers, cookies, buiscuits, chips/curls",putos,410.0,2,41.0,410.0,10.0,1,250.0,377.0
10788.0,NEGROS OCCIDENTAL,ISABELA,camote tops,bugkos,770.0,2,77.0,770.0,10.0,0,195.0,408.0
10905.0,NEGROS OCCIDENTAL,MANAPLA,camote tops,bugkos,600.0,2,60.0,600.0,10.0,1,195.0,408.0
5776.0,ILOILO,BAROTAC VIEJO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,0.75,3,75.0,750.0,10.0,0,85.0,232.0
417.0,AKLAN,BURUANGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,250.0,2,25.0,250.0,10.0,0,65.0,29.0
11079.0,NEGROS OCCIDENTAL,PONTEVEDRA,camote,bilog,0.39,2,39.0,390.0,10.0,0,125.0,413.0
11124.0,NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,0.4,3,40.0,400.0,10.0,1,100.0,271.0
11123.0,NEGROS OCCIDENTAL,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,450.0,2,45.0,450.0,10.0,0,100.0,271.0
11414.0,NEGROS OCCIDENTAL,VALLADOLID,camote tops,bugkos,0.54,2,54.0,540.0,10.0,1,195.0,408.0
7160.0,ILOILO,GUIMBAL,fresh fish,pieces or units,3505.0,2,351.0,3505.0,9.985754985754985,0,375.0,590.0
2680.0,ANTIQUE,PATNONGON,fresh fish,pieces or units,3.095,1,310.0,3095.0,9.983870967741936,0,375.0,590.0
4134.0,CAPIZ,MAMBUSAO,"crackers, cookies, buiscuits, chips/curls",balde,2.125,1,213.0,2125.0,9.976525821596244,0,400.0,1.0
1628.0,ANTIQUE,BARBAZA,fresh fish,pieces or units,2055.0,1,206.0,2055.0,9.975728155339805,0,375.0,590.0
3309.0,ANTIQUE,TOBIAS FORNIER,fresh fish,pieces or units,1805.0,2,181.0,1805.0,9.972375690607734,0,375.0,590.0
1158.0,AKLAN,MALINAO,fresh fish,pieces or units,1735.0,2,174.0,1735.0,9.971264367816092,0,375.0,590.0
2061.0,ANTIQUE,CULASI,fresh fish,pieces or units,1695.0,1,170.0,1695.0,9.970588235294118,0,375.0,590.0
2059.0,ANTIQUE,CULASI,fresh fish,pieces or units,1665.0,1,167.0,1665.0,9.970059880239521,0,375.0,590.0
2068.0,ANTIQUE,CULASI,fresh fish,pieces or units,1625.0,1,163.0,1625.0,9.969325153374234,0,375.0,590.0
3307.0,ANTIQUE,TOBIAS FORNIER,fresh fish,pieces or units,1585.0,2,159.0,1585.0,9.968553459119496,0,375.0,590.0
5400.0,ILOILO,BADIANGAN,camote tops,bundle,1.445,1,145.0,1445.0,9.96551724137931,0,290.0,72.0
10462.0,NEGROS OCCIDENTAL,CAUAYAN,chicken,pieces or units,1.445,1,145.0,1445.0,9.96551724137931,0,315.0,91.0
8190.0,ILOILO,MIAGAO,fresh fish,pieces or units,1365.0,2,137.0,1365.0,9.963503649635037,0,375.0,590.0
4450.0,CAPIZ,PANITAN,fresh fish,pieces or units,1.345,1,135.0,1345.0,9.962962962962964,0,375.0,590.0
4997.0,CAPIZ,TAPAZ,fresh fish,pieces or units,1.325,1,133.0,1325.0,9.962406015037594,0,375.0,590.0
6309.0,ILOILO,CALINOG,fresh fish,pieces or units,1295.0,2,130.0,1295.0,9.961538461538462,0,375.0,590.0
2796.0,ANTIQUE,SAN REMIGIO,fresh fish,pieces or units,1265.0,1,127.0,1265.0,9.960629921259843,0,375.0,590.0
8732.0,ILOILO,POTOTAN,camote tops,bugkos,1245.0,2,125.0,1245.0,9.96,0,195.0,408.0
1125.0,AKLAN,MALINAO,camote tops,bundle,1175.0,2,118.0,1175.0,9.957627118644067,0,290.0,72.0
7778.0,ILOILO,LEGANES,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,1165.0,2,117.0,1165.0,9.957264957264957,0,250.0,432.0
743.0,AKLAN,MADALAG,fresh fish,pieces or units,1105.0,1,111.0,1105.0,9.954954954954955,1,375.0,590.0
323.0,AKLAN,BURUANGA,camote tops,bundle,1.095,1,110.0,1095.0,9.954545454545455,0,290.0,72.0
805.0,AKLAN,MAKATO,camote tops,bundle,1.065,1,107.0,1065.0,9.953271028037383,0,290.0,72.0
748.0,AKLAN,MADALAG,fresh fish,pieces or units,1035.0,1,104.0,1035.0,9.951923076923077,1,375.0,590.0
505.0,AKLAN,IBAJAY,fresh fish,pieces or units,1025.0,2,103.0,1025.0,9.951456310679612,1,375.0,590.0
11112.0,NEGROS OCCIDENTAL,PONTEVEDRA,fresh fish,pieces or units,985.0,2,99.0,985.0,9.94949494949495,1,375.0,590.0
5696.0,ILOILO,BAROTAC NUEVO,fresh fish,pieces or units,985.0,2,99.0,985.0,9.94949494949495,1,375.0,590.0
213.0,AKLAN,BATAN,chicken,pieces or units,985.0,2,99.0,985.0,9.94949494949495,0,315.0,91.0
8452.0,ILOILO,NEW LUCENA,fresh fish,pieces or units,0.975,2,98.0,975.0,9.948979591836734,1,375.0,590.0
4996.0,CAPIZ,TAPAZ,fresh fish,pieces or units,955.0,2,96.0,955.0,9.947916666666666,1,375.0,590.0
4909.0,CAPIZ,SIGMA,fresh fish,pieces or units,0.915,2,92.0,915.0,9.945652173913043,1,375.0,590.0
4337.0,CAPIZ,PANAY,"prawns, lobster, shrimp",tumpok,905.0,2,91.0,905.0,9.945054945054945,1,257.5,140.0
3042.0,ANTIQUE,SIBALOM,fresh fish,pieces or units,895.0,2,90.0,895.0,9.944444444444445,1,375.0,590.0
10992.0,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),camote tops,bugkos,875.0,2,88.0,875.0,9.943181818181818,0,195.0,408.0
2459.0,ANTIQUE,LIBERTAD,chicken,pieces or units,0.865,2,87.0,865.0,9.942528735632184,1,315.0,91.0
8040.0,ILOILO,MAASIN,camote,bilog,0.845,2,85.0,845.0,9.941176470588236,0,125.0,413.0
9620.0,ILOILO,SANTA BARBARA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,0.845,2,85.0,845.0,9.941176470588236,0,60.0,173.0
2325.0,ANTIQUE,HAMTIC,"prawns, lobster, shrimp",tumpok,845.0,2,85.0,845.0,9.941176470588236,1,257.5,140.0
5837.0,ILOILO,BATAD,camote tops,bugkos,825.0,2,83.0,825.0,9.939759036144578,0,195.0,408.0
9457.0,ILOILO,SAN RAFAEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,0.805,2,81.0,805.0,9.938271604938272,0,110.0,36.0
802.0,AKLAN,MAKATO,camote tops,bundle,0.795,2,80.0,795.0,9.9375,1,290.0,72.0
5046.0,ILOILO,AJUY,cabbage,pack,785.0,2,79.0,785.0,9.936708860759493,0,145.0,40.0
8976.0,ILOILO,SAN DIONISIO,"prawns, lobster, shrimp",tumpok,775.0,2,78.0,775.0,9.935897435897436,1,257.5,140.0
6978.0,ILOILO,ESTANCIA,camote tops,bugkos,765.0,2,77.0,765.0,9.935064935064934,0,195.0,408.0
9928.0,ILOILO,TIGBAUAN,chicken,pieces or units,725.0,2,73.0,725.0,9.931506849315069,1,315.0,91.0
1743.0,ANTIQUE,BELISON,chicken,pieces or units,715.0,2,72.0,715.0,9.930555555555555,1,315.0,91.0
1257.0,AKLAN,NABAS,chicken,pieces or units,715.0,2,72.0,715.0,9.930555555555555,1,315.0,91.0
11015.0,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,695.0,2,70.0,695.0,9.928571428571429,0,85.0,232.0
4020.0,CAPIZ,MA-AYON,camote tops,bugkos,695.0,2,70.0,695.0,9.928571428571429,0,195.0,408.0
10789.0,NEGROS OCCIDENTAL,ISABELA,camote tops,bugkos,685.0,2,69.0,685.0,9.927536231884059,1,195.0,408.0
4650.0,CAPIZ,PONTEVEDRA,camote,bilog,685.0,2,69.0,685.0,9.927536231884059,0,125.0,413.0
116.0,AKLAN,BANGA,chicken,pieces or units,0.685,2,69.0,685.0,9.927536231884059,1,315.0,91.0
10057.0,ILOILO,TIGBAUAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,655.0,2,66.0,655.0,9.924242424242424,1,250.0,195.0
3285.0,ANTIQUE,TOBIAS FORNIER,"crackers, cookies, buiscuits, chips/curls",putos,516.0,2,52.0,516.0,9.923076923076923,1,250.0,377.0
3289.0,ANTIQUE,TOBIAS FORNIER,"crackers, cookies, buiscuits, chips/curls",putos,516.0,2,52.0,516.0,9.923076923076923,1,250.0,377.0
11276.0,NEGROS OCCIDENTAL,SAN ENRIQUE,camote tops,bugkos,615.0,2,62.0,615.0,9.919354838709678,1,195.0,408.0
6223.0,ILOILO,CABATUAN,pork,pieces or units,0.595,2,60.0,595.0,9.916666666666666,1,260.0,12.0
11014.0,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,585.0,2,59.0,585.0,9.915254237288135,0,85.0,232.0
3784.0,CAPIZ,DUMARAO,cabbage,pack,575.0,2,58.0,575.0,9.913793103448276,0,145.0,40.0
8979.0,ILOILO,SAN DIONISIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,575.0,2,58.0,575.0,9.913793103448276,1,155.0,95.0
6525.0,ILOILO,CONCEPCION,camote,bilog,565.0,2,57.0,565.0,9.912280701754385,0,125.0,413.0
